arxiv_id	source_family_key	submitted_v1_utc	submitted_v1_asia_shanghai	title	abstract	categories	screening_route	prior_weekly_trace	semantic_screen_status	semantic_decision_kind	stable_node_id	family_specific_reason
2505.01709	arxiv:2505.01709	2025-05-03T06:17:18Z	2025-05-03T14:17:18+08:00	RoBridge: A Hierarchical Architecture Bridging Cognition and Execution for General Robotic Manipulation	Operating robots in open-ended scenarios with diverse tasks is a crucial research and application direction in robotics. While recent progress in natural language processing and large multimodal models has enhanced robots' ability to understand complex instructions, robot manipulation still faces the procedural skill dilemma and the declarative skill dilemma in open environments. Existing methods often compromise cognitive and executive capabilities. To address these challenges, in this paper, we propose RoBridge, a hierarchical intelligent architecture for general robotic manipulation. It consists of a high-level cognitive planner (HCP) based on a large-scale pre-trained vision-language model (VLM), an invariant operable representation (IOR) serving as a symbolic bridge, and a generalist embodied agent (GEA). RoBridge maintains the declarative skill of VLM and unleashes the procedural skill of reinforcement learning, effectively bridging the gap between cognition and execution. RoBridge demonstrates significant performance improvements over existing baselines, achieving a 75% success rate on new tasks and an 83% average success rate in sim-to-real generalization using only five real-world data samples per task. This work represents a significant step towards integrating cognitive reasoning with physical execution in robotic systems, offering a new paradigm for general robotic manipulation.	cs.AI;cs.CV;cs.RO	core_daily_full_semantic_screen	False	complete	retained_candidate	MULTIMODAL-EMBODIED-VLA	Retained：把开放指令拆成 VLM cognitive plan、可操作中间表示与 RL controller；中间表示成为 cognition 与 execution 的显式 handoff，而不是让语言模型直接拥有低层动作时序。 Evidence boundary：75% 新任务与 83% sim-to-real 是作者在 MetaWorld、RoboSuite 和 Kinova Gen3 小样本设置中的结果；它不证明任意机器人、传感器、控制频率或安全约束下同样成立。
2505.01711	arxiv:2505.01711	2025-05-03T06:18:12Z	2025-05-03T14:18:12+08:00	Knowledge-Augmented Language Models Interpreting Structured Chest X-Ray Findings	Automated interpretation of chest X-rays (CXR) is a critical task with the potential to significantly improve clinical workflow and patient care. While recent advances in multimodal foundation models have shown promise, effectively leveraging the full power of large language models (LLMs) for this visual task remains an underexplored area. This paper introduces CXR-TextInter, a novel framework that repurposes powerful text-centric LLMs for CXR interpretation by operating solely on a rich, structured textual representation of the image content, generated by an upstream image analysis pipeline. We augment this LLM-centric approach with an integrated medical knowledge module to enhance clinical reasoning. To facilitate training and evaluation, we developed the MediInstruct-CXR dataset, containing structured image representations paired with diverse, clinically relevant instruction-response examples, and the CXR-ClinEval benchmark for comprehensive assessment across various interpretation tasks. Extensive experiments on CXR-ClinEval demonstrate that CXR-TextInter achieves state-of-the-art quantitative performance across pathology detection, report generation, and visual question answering, surpassing existing multimodal foundation models. Ablation studies confirm the critical contribution of the knowledge integration module. Furthermore, blinded human evaluation by board-certified radiologists shows a significant preference for the clinical quality of outputs generated by CXR-TextInter. Our work validates an alternative paradigm for medical image AI, showcasing the potential of harnessing advanced LLM capabilities when visual information is effectively structured and domain knowledge is integrated.	cs.CV	keyword_daily_full_semantic_screen	False	complete	pre_denominator_closed	—	Pre-denominator closure：Knowledge-Augmented Language Models Interpreting Structured Chest X-Ray Findings 的公开摘要主要回答“Automated interpretation of chest X-rays (CXR) is a critical task with the potential to significantly improve clinical workflow and patient care.”；它没有改变 AI-System 的长期 state/data/control ownership、training/inference/platform contract，也未修正 Books 已有设计结论，故完成 identity/date/topic closure 后不进入评分分母。
2505.01712	arxiv:2505.01712	2025-05-03T06:23:18Z	2025-05-03T14:23:18+08:00	World Model-Based Learning for Long-Term Age of Information Minimization in Vehicular Networks	Traditional reinforcement learning (RL)-based learning approaches for wireless networks rely on expensive trial-and-error mechanisms and real-time feedback based on extensive environment interactions, which leads to low data efficiency and short-sighted policies. These limitations become particularly problematic in complex, dynamic networks with high uncertainty and long-term planning requirements. To address these limitations, in this paper, a novel world model-based learning framework is proposed to minimize packet-completeness-aware age of information (CAoI) in a vehicular network. Particularly, a challenging representative scenario is considered pertaining to a millimeter-wave (mmWave) vehicle-to-everything (V2X) communication network, which is characterized by high mobility, frequent signal blockages, and extremely short coherence time. Then, a world model framework is proposed to jointly learn a dynamic model of the mmWave V2X environment and use it to imagine trajectories for learning how to perform link scheduling. In particular, the long-term policy is learned in differentiable imagined trajectories instead of environment interactions. Moreover, owing to its imagination abilities, the world model can jointly predict time-varying wireless data and optimize link scheduling in real-world wireless and V2X networks. Thus, during intervals without actual observations, the world model remains capable of making efficient decisions. Extensive experiments are performed on a realistic simulator based on Sionna that integrates physics-based end-to-end channel modeling, ray-tracing, and scene geometries with material properties. Simulation results show that the proposed world model achieves a significant improvement in data efficiency, and achieves 26% improvement and 16% improvement in CAoI, respectively, compared to the model-based RL (MBRL) method and the model-free RL (MFRL) method.	cs.AI;cs.NI	core_daily_full_semantic_screen	False	complete	pre_denominator_closed	—	Pre-denominator closure：World Model-Based Learning for Long-Term Age of Information Minimization in Vehicular Networks 的公开摘要主要回答“Traditional reinforcement learning (RL)-based learning approaches for wireless networks rely on expensive trial-and-error mechanisms and real-time feedback based on extensive en...”；它没有改变 AI-System 的长期 state/data/control ownership、training/inference/platform contract，也未修正 Books 已有设计结论，故完成 identity/date/topic closure 后不进入评分分母。
2505.03824	arxiv:2505.03824	2025-05-03T06:24:18Z	2025-05-03T14:24:18+08:00	Memory Assisted LLM for Personalized Recommendation System	Large language models (LLMs) have demonstrated significant potential in solving recommendation tasks. With proven capabilities in understanding user preferences, LLM personalization has emerged as a critical area for providing tailored responses to individuals. Current studies explore personalization through prompt design and fine-tuning, paving the way for further research in personalized LLMs. However, existing approaches are either costly and inefficient in capturing diverse user preferences or fail to account for timely updates to user history. To address these gaps, we propose the Memory-Assisted Personalized LLM (MAP). Through user interactions, we first create a history profile for each user, capturing their preferences, such as ratings for historical items. During recommendation, we extract relevant memory based on similarity, which is then incorporated into the prompts to enhance personalized recommendations. In our experiments, we define a new task that enables testing with varying memory size under two scenarios: single domain where memory and tasks are from the same category and cross-domain (e.g. memory from movies and recommendation tasks in books). The results show that MAP outperforms regular LLM-based recommenders that integrate user history directly through prompt design. Moreover, as user history grows, MAP's advantage increases in both scenarios, making it more suitable for addressing successive personalized user requests.	cs.AI;cs.IR	core_daily_full_semantic_screen	False	complete	pre_denominator_closed	—	Pre-denominator closure：Memory Assisted LLM for Personalized Recommendation System 的公开摘要主要回答“Large language models (LLMs) have demonstrated significant potential in solving recommendation tasks.”；它没有改变 AI-System 的长期 state/data/control ownership、training/inference/platform contract，也未修正 Books 已有设计结论，故完成 identity/date/topic closure 后不进入评分分母。
2505.01713	arxiv:2505.01713	2025-05-03T06:33:54Z	2025-05-03T14:33:54+08:00	Vision and Intention Boost Large Language Model in Long-Term Action Anticipation	Long-term action anticipation (LTA) aims to predict future actions over an extended period. Previous approaches primarily focus on learning exclusively from video data but lack prior knowledge. Recent researches leverage large language models (LLMs) by utilizing text-based inputs which suffer severe information loss. To tackle these limitations single-modality methods face, we propose a novel Intention-Conditioned Vision-Language (ICVL) model in this study that fully leverages the rich semantic information of visual data and the powerful reasoning capabilities of LLMs. Considering intention as a high-level concept guiding the evolution of actions, we first propose to employ a vision-language model (VLM) to infer behavioral intentions as comprehensive textual features directly from video inputs. The inferred intentions are then fused with visual features through a multi-modality fusion strategy, resulting in intention-enhanced visual representations. These enhanced visual representations, along with textual prompts, are fed into LLM for future action anticipation. Furthermore, we propose an effective example selection strategy jointly considers visual and textual similarities, providing more relevant and informative examples for in-context learning. Extensive experiments with state-of-the-art performance on Ego4D, EPIC-Kitchens-55, and EGTEA GAZE+ datasets fully demonstrate the effectiveness and superiority of the proposed method.	cs.CV	keyword_daily_full_semantic_screen	False	complete	pre_denominator_closed	—	Pre-denominator closure：Vision and Intention Boost Large Language Model in Long-Term Action Anticipation 的公开摘要主要回答“Long-term action anticipation (LTA) aims to predict future actions over an extended period.”；它没有改变 AI-System 的长期 state/data/control ownership、training/inference/platform contract，也未修正 Books 已有设计结论，故完成 identity/date/topic closure 后不进入评分分母。
2505.02863	arxiv:2505.02863	2025-05-03T06:58:29Z	2025-05-03T14:58:29+08:00	Understanding University Students' Use of Generative AI: The Roles of Demographics and Personality Traits	The use of generative AI (GAI) among university students is rapidly increasing, yet empirical research on students' GAI use and the factors influencing it remains limited. To address this gap, we surveyed 363 undergraduate and graduate students in the United States, examining their GAI usage and how it relates to demographic variables and personality traits based on the Big Five model (i.e., extraversion, agreeableness, conscientiousness, and emotional stability, and intellect/imagination). Our findings reveal: (a) Students in higher academic years are more inclined to use GAI and prefer it over traditional resources. (b) Non-native English speakers use and adopt GAI more readily than native speakers. (c) Compared to White, Asian students report higher GAI usage, perceive greater academic benefits, and express a stronger preference for it. Similarly, Black students report a more positive impact of GAI on their academic performance. Personality traits also play a significant role in shaping perceptions and usage of GAI. After controlling demographic factors, we found that personality still significantly predicts GAI use and attitudes: (a) Students with higher conscientiousness use GAI less. (b) Students who are higher in agreeableness perceive a less positive impact of GAI on academic performance and express more ethical concerns about using it for academic work. (c) Students with higher emotional stability report a more positive impact of GAI on learning and fewer concerns about its academic use. (d) Students with higher extraversion show a stronger preference for GAI over traditional resources. (e) Students with higher intellect/imagination tend to prefer traditional resources. These insights highlight the need for universities to provide personalized guidance to ensure students use GAI effectively, ethically, and equitably in their academic pursuits.	cs.AI;cs.CY	core_daily_full_semantic_screen	False	complete	pre_denominator_closed	—	Pre-denominator closure：Understanding University Students' Use of Generative AI: The Roles of Demographics and Personality Traits 的公开摘要主要回答“The use of generative AI (GAI) among university students is rapidly increasing, yet empirical research on students' GAI use and the factors influencing it remains limited.”；它没有改变 AI-System 的长期 state/data/control ownership、training/inference/platform contract，也未修正 Books 已有设计结论，故完成 identity/date/topic closure 后不进入评分分母。
2505.01718	arxiv:2505.01718	2025-05-03T07:05:19Z	2025-05-03T15:05:19+08:00	Mitigating Compensatory Movements in Prosthesis Users via Adaptive Collaborative Robotics	Prosthesis users can regain partial limb functionality, however, full natural limb mobility is rarely restored, often resulting in compensatory movements that lead to discomfort, inefficiency, and long-term physical strain. To address this issue, we propose a novel human-robot collaboration framework to mitigate compensatory mechanisms in upper-limb prosthesis users by exploiting their residual motion capabilities while respecting task requirements. Our approach introduces a personalised mobility model that quantifies joint-specific functional limitations and the cost of compensatory movements. This model is integrated into a constrained optimisation framework that computes optimal user postures for task performance, balancing functionality and comfort. The solution guides a collaborative robot to reconfigure the task environment, promoting effective interaction. We validated the framework using a new body-powered prosthetic device for single-finger amputation, which enhances grasping capabilities through synergistic closure with the hand but imposes wrist constraints. Initial experiments with healthy subjects wearing the prosthesis as a supernumerary finger demonstrated that a robotic assistant embedding the user-specific mobility model outperformed human partners in handover tasks, improving both the efficiency of the prosthesis user's grasp and reducing compensatory movements in functioning joints. These results highlight the potential of collaborative robots as effective workplace and caregiving assistants, promoting inclusion and better integration of prosthetic devices into daily tasks.	cs.RO	keyword_daily_full_semantic_screen	False	complete	pre_denominator_closed	—	Pre-denominator closure：Mitigating Compensatory Movements in Prosthesis Users via Adaptive Collaborative Robotics 的公开摘要主要回答“Prosthesis users can regain partial limb functionality, however, full natural limb mobility is rarely restored, often resulting in compensatory movements that lead to discomfort...”；它没有改变 AI-System 的长期 state/data/control ownership、training/inference/platform contract，也未修正 Books 已有设计结论，故完成 identity/date/topic closure 后不进入评分分母。
2505.01726	arxiv:2505.01726	2025-05-03T07:43:23Z	2025-05-03T15:43:23+08:00	Probabilistic Interactive 3D Segmentation with Hierarchical Neural Processes	Interactive 3D segmentation has emerged as a promising solution for generating accurate object masks in complex 3D scenes by incorporating user-provided clicks. However, two critical challenges remain underexplored: (1) effectively generalizing from sparse user clicks to produce accurate segmentation, and (2) quantifying predictive uncertainty to help users identify unreliable regions. In this work, we propose NPISeg3D, a novel probabilistic framework that builds upon Neural Processes (NPs) to address these challenges. Specifically, NPISeg3D introduces a hierarchical latent variable structure with scene-specific and object-specific latent variables to enhance few-shot generalization by capturing both global context and object-specific characteristics. Additionally, we design a probabilistic prototype modulator that adaptively modulates click prototypes with object-specific latent variables, improving the model's ability to capture object-aware context and quantify predictive uncertainty. Experiments on four 3D point cloud datasets demonstrate that NPISeg3D achieves superior segmentation performance with fewer clicks while providing reliable uncertainty estimations.	cs.CV	keyword_daily_full_semantic_screen	False	complete	pre_denominator_closed	—	Pre-denominator closure：Probabilistic Interactive 3D Segmentation with Hierarchical Neural Processes 的公开摘要主要回答“Interactive 3D segmentation has emerged as a promising solution for generating accurate object masks in complex 3D scenes by incorporating user-provided clicks.”；它没有改变 AI-System 的长期 state/data/control ownership、training/inference/platform contract，也未修正 Books 已有设计结论，故完成 identity/date/topic closure 后不进入评分分母。
2505.01729	arxiv:2505.01729	2025-05-03T07:51:46Z	2025-05-03T15:51:46+08:00	PosePilot: Steering Camera Pose for Generative World Models with Self-supervised Depth	Recent advancements in autonomous driving (AD) systems have highlighted the potential of world models in achieving robust and generalizable performance across both ordinary and challenging driving conditions. However, a key challenge remains: precise and flexible camera pose control, which is crucial for accurate viewpoint transformation and realistic simulation of scene dynamics. In this paper, we introduce PosePilot, a lightweight yet powerful framework that significantly enhances camera pose controllability in generative world models. Drawing inspiration from self-supervised depth estimation, PosePilot leverages structure-from-motion principles to establish a tight coupling between camera pose and video generation. Specifically, we incorporate self-supervised depth and pose readouts, allowing the model to infer depth and relative camera motion directly from video sequences. These outputs drive pose-aware frame warping, guided by a photometric warping loss that enforces geometric consistency across synthesized frames. To further refine camera pose estimation, we introduce a reverse warping step and a pose regression loss, improving viewpoint precision and adaptability. Extensive experiments on autonomous driving and general-domain video datasets demonstrate that PosePilot significantly enhances structural understanding and motion reasoning in both diffusion-based and auto-regressive world models. By steering camera pose with self-supervised depth, PosePilot sets a new benchmark for pose controllability, enabling physically consistent, reliable viewpoint synthesis in generative world models.	cs.CV	keyword_daily_full_semantic_screen	False	complete	retained_candidate	MULTIMODAL-WORLD-MODELS	Retained：用 self-supervised depth、relative pose 与双向 photometric warping 把 camera control 注入生成式 world model，使 viewpoint transition 获得显式几何约束。 Evidence boundary：nuScenes、Vista/DrivingWorld 与一般视频实验只证明 camera-pose controllability 和生成指标；没有证明环境 transition 的因果正确性、policy utility 或闭环驾驶安全。
2505.01730	arxiv:2505.01730	2025-05-03T07:55:29Z	2025-05-03T15:55:29+08:00	PASCAL: Precise and Efficient ANN- SNN Conversion using Spike Accumulation and Adaptive Layerwise Activation	Spiking Neural Networks (SNNs) have been put forward as an energy-efficient alternative to Artificial Neural Networks (ANNs) since they perform sparse Accumulate operations instead of the power-hungry Multiply-and-Accumulate operations. ANN-SNN conversion is a widely used method to realize deep SNNs with accuracy comparable to that of ANNs.~\citeauthor{bu2023optimal} recently proposed the Quantization-Clip-Floor-Shift (QCFS) activation as an alternative to ReLU to minimize the accuracy loss during ANN-SNN conversion. Nevertheless, SNN inferencing requires a large number of timesteps to match the accuracy of the source ANN for real-world datasets. In this work, we propose PASCAL, which performs ANN-SNN conversion in such a way that the resulting SNN is mathematically equivalent to an ANN with QCFS-activation, thereby yielding similar accuracy as the source ANN with minimal inference timesteps. In addition, we propose a systematic method to configure the quantization step of QCFS activation in a layerwise manner, which effectively determines the optimal number of timesteps per layer for the converted SNN. Our results show that the ResNet-34 SNN obtained using PASCAL achieves an accuracy of $\approx$74\% on ImageNet with a 64$\times$ reduction in the number of inference timesteps compared to existing approaches.	cs.AI;cs.NE	core_daily_full_semantic_screen	False	complete	pre_denominator_closed	—	Pre-denominator closure：PASCAL: Precise and Efficient ANN- SNN Conversion using Spike Accumulation and Adaptive Layerwise Activation 的公开摘要主要回答“Spiking Neural Networks (SNNs) have been put forward as an energy-efficient alternative to Artificial Neural Networks (ANNs) since they perform sparse Accumulate operations inst...”；它没有改变 AI-System 的长期 state/data/control ownership、training/inference/platform contract，也未修正 Books 已有设计结论，故完成 identity/date/topic closure 后不进入评分分母。
2505.01731	arxiv:2505.01731	2025-05-03T07:57:02Z	2025-05-03T15:57:02+08:00	Efficient Shapley Value-based Non-Uniform Pruning of Large Language Models	Pruning large language models (LLMs) is a promising solution for reducing model sizes and computational complexity while preserving performance. Traditional layer-wise pruning methods often adopt a uniform sparsity approach across all layers, which leads to suboptimal performance due to the varying significance of individual transformer layers within the model not being accounted for. To this end, we propose the Shapley Value-based Non-Uniform Pruning (SV-NUP) method for LLMs. This approach quantifies the contribution of each transformer layer to the overall model performance, enabling the assignment of tailored pruning budgets to different layers to retain critical parameters. To further improve efficiency, we design the Sliding Window-based Shapley Value approximation method. It substantially reduces computational overhead compared to exact SV calculation methods. Extensive experiments on various LLMs including LLaMA-v1, LLaMA-v2 and OPT demonstrate the effectiveness of the proposed approach. The results reveal that non-uniform pruning significantly enhances the performance of pruned models. Notably, SV-NUP achieves a reduction in perplexity (PPL) of 18.01% and 19.55% on LLaMA-7B and LLaMA-13B, respectively, compared to SparseGPT at 70% sparsity.	cs.AI;cs.CL	core_daily_full_semantic_screen	False	complete	pre_denominator_closed	—	Pre-denominator closure：Efficient Shapley Value-based Non-Uniform Pruning of Large Language Models 的公开摘要主要回答“Pruning large language models (LLMs) is a promising solution for reducing model sizes and computational complexity while preserving performance.”；它没有改变 AI-System 的长期 state/data/control ownership、training/inference/platform contract，也未修正 Books 已有设计结论，故完成 identity/date/topic closure 后不进入评分分母。
2505.01736	arxiv:2505.01736	2025-05-03T08:25:30Z	2025-05-03T16:25:30+08:00	PeSANet: Physics-encoded Spectral Attention Network for Simulating PDE-Governed Complex Systems	Accurately modeling and forecasting complex systems governed by partial differential equations (PDEs) is crucial in various scientific and engineering domains. However, traditional numerical methods struggle in real-world scenarios due to incomplete or unknown physical laws. Meanwhile, machine learning approaches often fail to generalize effectively when faced with scarce observational data and the challenge of capturing local and global features. To this end, we propose the Physics-encoded Spectral Attention Network (PeSANet), which integrates local and global information to forecast complex systems with limited data and incomplete physical priors. The model consists of two key components: a physics-encoded block that uses hard constraints to approximate local differential operators from limited data, and a spectral-enhanced block that captures long-range global dependencies in the frequency domain. Specifically, we introduce a novel spectral attention mechanism to model inter-spectrum relationships and learn long-range spatial features. Experimental results demonstrate that PeSANet outperforms existing methods across all metrics, particularly in long-term forecasting accuracy, providing a promising solution for simulating complex systems with limited data and incomplete physics.	cs.AI;cs.LG	core_daily_full_semantic_screen	False	complete	pre_denominator_closed	—	Pre-denominator closure：PeSANet: Physics-encoded Spectral Attention Network for Simulating PDE-Governed Complex Systems 的公开摘要主要回答“Accurately modeling and forecasting complex systems governed by partial differential equations (PDEs) is crucial in various scientific and engineering domains.”；它没有改变 AI-System 的长期 state/data/control ownership、training/inference/platform contract，也未修正 Books 已有设计结论，故完成 identity/date/topic closure 后不进入评分分母。
2505.01737	arxiv:2505.01737	2025-05-03T08:28:15Z	2025-05-03T16:28:15+08:00	Learning Multi-frame and Monocular Prior for Estimating Geometry in Dynamic Scenes	In monocular videos that capture dynamic scenes, estimating the 3D geometry of video contents has been a fundamental challenge in computer vision. Specifically, the task is significantly challenged by the object motion, where existing models are limited to predict only partial attributes of the dynamic scenes, such as depth or pointmaps spanning only over a pair of frames. Since these attributes are inherently noisy under multiple frames, test-time global optimizations are often employed to fully recover the geometry, which is liable to failure and incurs heavy inference costs. To address the challenge, we present a new model, coined MMP, to estimate the geometry in a feed-forward manner, which produces a dynamic pointmap representation that evolves over multiple frames. Specifically, based on the recent Siamese architecture, we introduce a new trajectory encoding module to project point-wise dynamics on the representation for each frame, which can provide significantly improved expressiveness for dynamic scenes. In our experiments, we find MMP can achieve state-of-the-art quality in feed-forward pointmap prediction, e.g., 15.1% enhancement in the regression error.	cs.CV	keyword_daily_full_semantic_screen	False	complete	pre_denominator_closed	—	Pre-denominator closure：Learning Multi-frame and Monocular Prior for Estimating Geometry in Dynamic Scenes 的公开摘要主要回答“In monocular videos that capture dynamic scenes, estimating the 3D geometry of video contents has been a fundamental challenge in computer vision.”；它没有改变 AI-System 的长期 state/data/control ownership、training/inference/platform contract，也未修正 Books 已有设计结论，故完成 identity/date/topic closure 后不进入评分分母。
2505.01741	arxiv:2505.01741	2025-05-03T08:36:41Z	2025-05-03T16:36:41+08:00	CLOG-CD: Curriculum Learning based on Oscillating Granularity of Class Decomposed Medical Image Classification	Curriculum learning strategies have been proven to be effective in various applications and have gained significant interest in the field of machine learning. It has the ability to improve the final model's performance and accelerate the training process. However, in the medical imaging domain, data irregularities can make the recognition task more challenging and usually result in misclassification between the different classes in the dataset. Class-decomposition approaches have shown promising results in solving such a problem by learning the boundaries within the classes of the data set. In this paper, we present a novel convolutional neural network (CNN) training method based on the curriculum learning strategy and the class decomposition approach, which we call CLOG-CD, to improve the performance of medical image classification. We evaluated our method on four different imbalanced medical image datasets, such as Chest X-ray (CXR), brain tumour, digital knee X-ray, and histopathology colorectal cancer (CRC). CLOG-CD utilises the learnt weights from the decomposition granularity of the classes, and the training is accomplished from descending to ascending order (i.e., anti-curriculum technique). We also investigated the classification performance of our proposed method based on different acceleration factors and pace function curricula. We used two pre-trained networks, ResNet-50 and DenseNet-121, as the backbone for CLOG-CD. The results with ResNet-50 show that CLOG-CD has the ability to improve classification performance with an accuracy of 96.08% for the CXR dataset, 96.91% for the brain tumour dataset, 79.76% for the digital knee X-ray, and 99.17% for the CRC dataset, compared to other training strategies. In addition, with DenseNet-121, CLOG-CD has achieved 94.86%, 94.63%, 76.19%, and 99.45% for CXR, brain tumour, digital knee X-ray, and CRC datasets, respectively	cs.CV;eess.IV	keyword_daily_full_semantic_screen	False	complete	pre_denominator_closed	—	Pre-denominator closure：CLOG-CD: Curriculum Learning based on Oscillating Granularity of Class Decomposed Medical Image Classification 的公开摘要主要回答“Curriculum learning strategies have been proven to be effective in various applications and have gained significant interest in the field of machine learning.”；它没有改变 AI-System 的长期 state/data/control ownership、training/inference/platform contract，也未修正 Books 已有设计结论，故完成 identity/date/topic closure 后不进入评分分母。
2505.01742	arxiv:2505.01742	2025-05-03T08:39:19Z	2025-05-03T16:39:19+08:00	Easz: An Agile Transformer-based Image Compression Framework for Resource-constrained IoTs	Neural image compression, necessary in various machine-to-machine communication scenarios, suffers from its heavy encode-decode structures and inflexibility in switching between different compression levels. Consequently, it raises significant challenges in applying the neural image compression to edge devices that are developed for powerful servers with high computational and storage capacities. We take a step to solve the challenges by proposing a new transformer-based edge-compute-free image coding framework called Easz. Easz shifts the computational overhead to the server, and hence avoids the heavy encoding and model switching overhead on the edge. Easz utilizes a patch-erase algorithm to selectively remove image contents using a conditional uniform-based sampler. The erased pixels are reconstructed on the receiver side through a transformer-based framework. To further reduce the computational overhead on the receiver, we then introduce a lightweight transformer-based reconstruction structure to reduce the reconstruction load on the receiver side. Extensive evaluations conducted on a real-world testbed demonstrate multiple advantages of Easz over existing compression approaches, in terms of adaptability to different compression levels, computational efficiency, and image reconstruction quality.	cs.LG;eess.IV	core_daily_full_semantic_screen	False	complete	pre_denominator_closed	—	Pre-denominator closure：Easz: An Agile Transformer-based Image Compression Framework for Resource-constrained IoTs 的公开摘要主要回答“Neural image compression, necessary in various machine-to-machine communication scenarios, suffers from its heavy encode-decode structures and inflexibility in switching between...”；它没有改变 AI-System 的长期 state/data/control ownership、training/inference/platform contract，也未修正 Books 已有设计结论，故完成 identity/date/topic closure 后不进入评分分母。
2505.01743	arxiv:2505.01743	2025-05-03T08:46:04Z	2025-05-03T16:46:04+08:00	An LLM-Empowered Low-Resolution Vision System for On-Device Human Behavior Understanding	The rapid advancements in Large Vision Language Models (LVLMs) offer the potential to surpass conventional labeling by generating richer, more detailed descriptions of on-device human behavior understanding (HBU) in low-resolution vision systems, such as depth, thermal, and infrared. However, existing large vision language model (LVLM) approaches are unable to understand low-resolution data well as they are primarily designed for high-resolution data, such as RGB images. A quick fixing approach is to caption a large amount of low-resolution data, but it requires a significant amount of labor-intensive annotation efforts. In this paper, we propose a novel, labor-saving system, Llambda, designed to support low-resolution HBU. The core idea is to leverage limited labeled data and a large amount of unlabeled data to guide LLMs in generating informative captions, which can be combined with raw data to effectively fine-tune LVLM models for understanding low-resolution videos in HBU. First, we propose a Contrastive-Oriented Data Labeler, which can capture behavior-relevant information from long, low-resolution videos and generate high-quality pseudo labels for unlabeled data via contrastive learning. Second, we propose a Physical-Knowledge Guided Captioner, which utilizes spatial and temporal consistency checks to mitigate errors in pseudo labels. Therefore, it can improve LLMs' understanding of sequential data and then generate high-quality video captions. Finally, to ensure on-device deployability, we employ LoRA-based efficient fine-tuning to adapt LVLMs for low-resolution data. We evaluate Llambda using a region-scale real-world testbed and three distinct low-resolution datasets, and the experiments show that Llambda outperforms several state-of-the-art LVLM systems up to $40.03\%$ on average Bert-Score.	cs.AI;cs.CV;cs.LG	core_daily_full_semantic_screen	False	complete	pre_denominator_closed	—	Pre-denominator closure：An LLM-Empowered Low-Resolution Vision System for On-Device Human Behavior Understanding 的公开摘要主要回答“The rapid advancements in Large Vision Language Models (LVLMs) offer the potential to surpass conventional labeling by generating richer, more detailed descriptions of on-device...”；它没有改变 AI-System 的长期 state/data/control ownership、training/inference/platform contract，也未修正 Books 已有设计结论，故完成 identity/date/topic closure 后不进入评分分母。
2505.01744	arxiv:2505.01744	2025-05-03T08:50:14Z	2025-05-03T16:50:14+08:00	Memory-Efficient LLM Training by Various-Grained Low-Rank Projection of Gradients	Building upon the success of low-rank adapter (LoRA), low-rank gradient projection (LoRP) has emerged as a promising solution for memory-efficient fine-tuning. However, existing LoRP methods typically treat each row of the gradient matrix as the default projection unit, leaving the role of projection granularity underexplored. In this work, we propose a novel framework, VLoRP, that extends low-rank gradient projection by introducing an additional degree of freedom for controlling the trade-off between memory efficiency and performance, beyond the rank hyper-parameter. Through this framework, we systematically explore the impact of projection granularity, demonstrating that finer-grained projections lead to enhanced stability and efficiency even under a fixed memory budget. Regarding the optimization for VLoRP, we present ProjFactor, an adaptive memory-efficient optimizer, that significantly reduces memory requirement while ensuring competitive performance, even in the presence of gradient accumulation. Additionally, we provide a theoretical analysis of VLoRP, demonstrating the descent and convergence of its optimization trajectory under both SGD and ProjFactor. Extensive experiments are conducted to validate our findings, covering tasks such as commonsense reasoning, MMLU, and GSM8K.	cs.LG	core_daily_full_semantic_screen	False	complete	retained_candidate	TRAIN-PRETRAINING	Retained：把 low-rank gradient projection 的 projection granularity 提升为独立于 rank 的设计旋钮，并由 ProjFactor 持有投影基与 optimizer state，在固定显存预算下交换估计偏差、稳定性和状态成本。 Evidence boundary：理论结论依赖文中假设，实验集中在 LLaMA2-7B 与给定 fine-tuning workload；未证明 full pretraining、其他 optimizer、并行拓扑或更长序列下仍保持相同收敛与吞吐优势。
