arxiv_id	source_family_id	title	route	status	reason	review_status	access_status	owner	disposition
2605.09858	SF-2026-ARXIV-2605-09858	Clip-level Uncertainty and Temporal-aware Active Learning for End-to-End Multi-Object Tracking	not_routed_by_keyword_contract	pre_denominator_closure	`Clip-level Uncertainty and Temporal-aware Active Learning for End-to-End Multi-Object Tracking`（cs.CV）研究的问题/方法是：To bridge this gap, we formulate clip-level active learning and propose Clip-level Uncertainty and Temporal-aware Active Learning (CUTAL).；摘要给出的结果边界是：Experiments show that CUTAL achieves stronger overall performance than baselines at the same label budgets across MeMOTR and SambaMOTR.。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09859	SF-2026-ARXIV-2605-09859	Learning to Align Generative Appearance Priors for Fine-grained Image Retrieval	not_routed_by_keyword_contract	pre_denominator_closure	`Learning to Align Generative Appearance Priors for Fine-grained Image Retrieval`（cs.CV）研究的问题/方法是：To tackle this, we propose GAPan, a Generative Appearance Prior alignment network that reformulates the learning objective from category prediction toward appearance modeling.；摘要给出的结果边界是：Evaluations demonstrate that our GAPan achieves state-of-the-art performance on both widely-used fine- and coarse-grained benchmarks.。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09860	SF-2026-ARXIV-2605-09860	When to Re-Commit: Temporal Abstraction Discovery for Long-Horizon Vision-Language Reasoning	core_daily_semantic_review_required	pre_denominator_closure	`When to Re-Commit: Temporal Abstraction Discovery for Long-Horizon Vision-Language Reasoning`（cs.AI）研究的问题/方法是：We further present a theoretical analysis showing that, under the standard commitment-depth surrogate, state-conditioned commitment strictly dominates any fixed depth whenever the locally optimal depth varies across states.；摘要给出的结果边界是：We further present a theoretical analysis showing that, under the standard commitment-depth surrogate, state-conditioned commitment strictly dominates any fixed depth whenever the locally optimal depth varies across states.。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09861	SF-2026-ARXIV-2605-09861	Flag Varieties: A Geometric Framework for Deep Network Alignment	core_daily_semantic_review_required	pre_denominator_closure	`Flag Varieties: A Geometric Framework for Deep Network Alignment`（cs.AI,cs.LG）研究的问题/方法是：Alignment, the tendency of adjacent weight matrices in deep networks to develop compatible subspace orientations, underlies gradient flow, Neural Collapse, and representation similarity across architectures.；摘要给出的结果边界是：Experiments on multilayer perceptrons, residual networks, and pretrained language models support the proposed diagnostics and delineate their scope.。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09862	SF-2026-ARXIV-2605-09862	UFO: A Unified Flow-Oriented Framework for Robust Continual Graph Learning	core_daily_semantic_review_required	pre_denominator_closure	`UFO: A Unified Flow-Oriented Framework for Robust Continual Graph Learning`（cs.AI,cs.LG）研究的问题/方法是：In this work, we study robust continual graph learning, where models must simultaneously handle catastrophic forgetting and noisy supervision in evolving graph data.；摘要给出的结果边界是：We show that label noise introduces a new failure mode, catastrophic remembering, where models persistently reinforce corrupted knowledge across tasks.。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09863	SF-2026-ARXIV-2605-09863	Nautilus Compass: Black-box Persona Drift Detection for Production LLM Agents	core_daily_semantic_review_required	retained	We present Nautilus Compass, a black-box persona drift detector and agent memory layer for production coding agents.	deep_complete	accessible	AGENT-MEMORY	No Change — Existing Coverage
2605.09864	SF-2026-ARXIV-2605-09864	DA-SegFormer: Damage-Aware Semantic Segmentation for Fine-Grained Disaster Assessment	core_daily_semantic_review_required	pre_denominator_closure	`DA-SegFormer: Damage-Aware Semantic Segmentation for Fine-Grained Disaster Assessment`（cs.CV,cs.LG）研究的问题/方法是：We propose DA-SegFormer, a damage-aware adaptation of the SegFormer architecture optimized for high-resolution disaster imagery.；摘要给出的结果边界是：Notably, our improvements yield double-digit gains in critical damage classes: Minor Damage (+11.7%) and Major Damage (+21.3%).。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09867	SF-2026-ARXIV-2605-09867	Continuous Latent Contexts Enable Efficient Online Learning in Transformers	core_daily_semantic_review_required	pre_denominator_closure	`Continuous Latent Contexts Enable Efficient Online Learning in Transformers`（cs.AI,cs.LG）研究的问题/方法是：Motivated by this, we study whether continuous latent context tokens equip transformers to more effectively realize online learning.；摘要给出的结果边界是：Our results suggest that continuous latent contexts provide a simple and effective persistent state for transformers to implement online learning algorithms.。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09869	SF-2026-ARXIV-2605-09869	ConsistNav: Closing the Action Consistency Gap in Zero-Shot Object Navigation with Semantic Executive Control	not_routed_by_keyword_contract	pre_denominator_closure	`ConsistNav: Closing the Action Consistency Gap in Zero-Shot Object Navigation with Semantic Executive Control`（cs.CV,cs.RO）研究的问题/方法是：We introduce ConsistNav, a training-free zero-shot ObjectNav framework built around a semantic executive composed of three coordinated modules: Finite-State Executive Controller stages target pursuit through guarded semantic phases; Persistent Candidate Memory accumulates cross-frame target evidence into stable object hypotheses; and Stability-Aware Action Control suppresses…；摘要给出的结果边界是：Ablation studies and real-world deployment experiments further demonstrate the effectiveness and robustness of the proposed executive mechanism.。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09870	SF-2026-ARXIV-2605-09870	Intervention-Based Time Series Causal Discovery via Simulator-Generated Interventional Distributions	core_daily_semantic_review_required	pre_denominator_closure	`Intervention-Based Time Series Causal Discovery via Simulator-Generated Interventional Distributions`（cs.AI,cs.LG）研究的问题/方法是：We propose SVAR-FM (Structural VAR with Flow Matching), a framework for time series causal discovery that treats a physics-based simulator as a mechanical realization of Pearl's do operator.；摘要给出的结果边界是：A case study in ultrafast laser physics verifies the sign-flip prediction by physically varying the accuracy level of a first-principles quantum solver: the low-accuracy setting reverses the causal sign, while the high-accuracy setting recovers…。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09874	SF-2026-ARXIV-2605-09874	EgoMemReason: A Memory-Driven Reasoning Benchmark for Long-Horizon Egocentric Video Understanding	core_daily_semantic_review_required	pre_denominator_closure	`EgoMemReason: A Memory-Driven Reasoning Benchmark for Long-Horizon Egocentric Video Understanding`（cs.AI,cs.CL,cs.CV）研究的问题/方法是：To address this gap, we introduce EgoMemReason, a comprehensive benchmark for week-long egocentric video understanding through memory-driven reasoning.；摘要给出的结果边界是：We believe EgoMemReason establishes a strong foundation for evaluating and advancing long-context, memory-aware multimodal systems.。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09875	SF-2026-ARXIV-2605-09875	Cross-Family Universality of Behavioral Axes via Anchor-Projected Representations	core_daily_semantic_review_required	pre_denominator_closure	`Cross-Family Universality of Behavioral Axes via Anchor-Projected Representations`（cs.AI）研究的问题/方法是：We introduce an anchor-projection framework that maps hidden representations from each model into a shared anchor coordinate space (ACS).；摘要给出的结果边界是：We find that same-axis directions align tightly across the Llama-Qwen-Mistral-Phi (LQMP) cluster in ACS.。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09877	SF-2026-ARXIV-2605-09877	Key-Value Means: Transformers with Expandable Block-Recurrent Compressed Memory	core_daily_semantic_review_required	retained	"We present Key-Value Means (""KVM""), a novel block-recurrence for attention that can accommodate either fixed-size or growing state."	deep_complete	accessible	MODEL-LONG-CONTEXT	No Change — Existing Coverage
2605.09879	SF-2026-ARXIV-2605-09879	M2A: Synergizing Mathematical and Agentic Reasoning in Large Language Models	core_daily_semantic_review_required	pre_denominator_closure	`M2A: Synergizing Mathematical and Agentic Reasoning in Large Language Models`（cs.AI）研究的问题/方法是：In this paper, we propose M2A, a novel paradigm that synergizes mathematical and agentic reasoning via model merging.；摘要给出的结果边界是：Experiments in a challenging real-world coding agent setting show that our method effectively extends agentic reasoning depth and delivers substantial performance improvements.。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09881	SF-2026-ARXIV-2605-09881	Dissecting Jet-Tagger Through Mechanistic Interpretability	core_daily_semantic_review_required	pre_denominator_closure	`Dissecting Jet-Tagger Through Mechanistic Interpretability`（cs.LG,hep-ex,hep-ph）研究的问题/方法是：Linear probes show that the residual stream is preferentially aligned with the energy correlator basis over the $N$-subjettiness basis.；摘要给出的结果边界是：Linear probes show that the residual stream is preferentially aligned with the energy correlator basis over the $N$-subjettiness basis.。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09883	SF-2026-ARXIV-2605-09883	The Cartesian Shortcut: Re-evaluate Vision Reasoning in Polar Coordinate Space	core_daily_semantic_review_required	pre_denominator_closure	`The Cartesian Shortcut: Re-evaluate Vision Reasoning in Polar Coordinate Space`（cs.AI,cs.CV）研究的问题/方法是：We identify a pervasive vulnerability, the Cartesian Shortcut: visual reasoning benchmarks prevalently build on orthogonal grid-based layouts that can be readily discretized into explicit textual coordinates.；摘要给出的结果边界是：Comprehensive evaluation across $14$ state-of-the-art MLLMs reveals that frontier models achieving $70$--$83\%$ on Cartesian layouts collapse to $31$--$39\%$ on Polar equivalents, with degradation persisting even under complete logical equivalence.。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09886	SF-2026-ARXIV-2605-09886	Network-Efficient World Model Token Streaming	keyword_daily_semantic_review_required	retained	We study network-efficient streaming of a discrete world model state, where a stride-16 VQ-U-Net tokenizer (codebook size 8,192) maps each 288x512 frame to an 18x32 grid of token IDs (576 tokens/frame), equivalent to 936 bytes/frame under fixed-length coding.	deep_complete	accessible	MULTIMODAL-WORLD-MODELS	No Change — Existing Coverage
2605.09887	SF-2026-ARXIV-2605-09887	The Geometric Wall: Manifold Structure Predicts Layerwise Sparse Autoencoder Scaling Laws	core_daily_semantic_review_required	pre_denominator_closure	`The Geometric Wall: Manifold Structure Predicts Layerwise Sparse Autoencoder Scaling Laws`（cs.AI,cs.LG,math.DG）研究的问题/方法是：We conduct the first cross-layer SAE scaling study, fitting and regressing on 844 residual-stream Gemma Scope SAE checkpoints across 68 layers of Gemma 2 2B and 9B.；摘要给出的结果边界是：We find that manifold geometry predicts the per-layer width exponent in both models, and that the same regression coefficients learnt on one model predict the other model's per-layer exponents under cross-model transfer, indicating a…。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09888	SF-2026-ARXIV-2605-09888	Mixed-Criticality Flow Scheduling with Low Delay and Limited Bandwidth in TSN	not_routed_by_keyword_contract	pre_denominator_closure	`Mixed-Criticality Flow Scheduling with Low Delay and Limited Bandwidth in TSN`（cs.NI）研究的问题/方法是：To address this limitation, we propose MCFS-2L, a mixed-criticality flow scheduling scheme with low delay and limited bandwidth usage.；摘要给出的结果边界是：Experimental results show that MCFS-2L increases the acceptance ratio of critical and non-critical flows by up to 4.78% and 8.58%, respectively, while reducing bandwidth utilization by up to 11.88%.。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09889	SF-2026-ARXIV-2605-09889	Skill Description Deception Attack against Task Routing in Internet of Agents	keyword_daily_semantic_review_required	retained	To characterize this threat, we propose and formalize a new attack model, termed \emph{Skill Description Deception} (SDD) attack.	deep_complete	accessible	AGENT-PLATFORM	No Change — Existing Coverage
2605.09890	SF-2026-ARXIV-2605-09890	Deep Learning under Fractional-Order Differential Privacy	core_daily_semantic_review_required	pre_denominator_closure	`Deep Learning under Fractional-Order Differential Privacy`（cs.CR,cs.LG）研究的问题/方法是：We propose Fractional-Order Differentially Private Stochastic Gradient Descent (\textbf{FO-DP-SGD}), a mechanism-level extension that replaces this current-only query, before Gaussian noise is added, with a fractional recursive query combining the current clipped sum with a finite-window, power-law-weighted aggregation of previously released private sum-level outputs.；摘要给出的结果边界是：Experiments on SVHN, CIFAR-10, and CIFAR-100 show improved test accuracy and privacy--utility performance over DP-SGD and private baselines including DP-Adam, DP-IS, SA-DP-SGD, ADP-AdamW, DP-SAT, and DP-Adam-AC.。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09893	SF-2026-ARXIV-2605-09893	Pseudo-Deliberation in Language Models: When Reasoning Fails to Align Values and Actions	core_daily_semantic_review_required	pre_denominator_closure	`Pseudo-Deliberation in Language Models: When Reasoning Fails to Align Values and Actions`（cs.AI,cs.CL）研究的问题/方法是：To study this systematically, we introduce VALDI, a framework for measuring alignment between stated values and generated dialogue.；摘要给出的结果边界是：To investigate intervention strategies, we propose VIVALDI, a multi-agent value auditor that intervenes at different stages of generation.。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09894	SF-2026-ARXIV-2605-09894	Deterministic vs. LLM-Controlled Orchestration for COBOL-to-Python Modernization	keyword_daily_semantic_review_required	pre_denominator_closure	`Deterministic vs. LLM-Controlled Orchestration for COBOL-to-Python Modernization`（cs.MA,cs.SE）研究的问题/方法是：We present a controlled empirical study of deterministic and LLM-controlled orchestration for COBOL-to-Python modernization.；摘要给出的结果边界是：These results suggest that, in structured modernization workflows with explicit validation stages, fixed execution policies provide more stable and cost-efficient behavior than fully agentic orchestration without reducing translation quality.。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
