source_family_id	disposition	owner	adjacent	evidence	result
SF-2026-ARXIV-2606-29957	Weekly Only — Context	books/part-06-ai-infrastructure/66-evaluation-system.md	books/part-06-ai-infrastructure/67-monitoring.md	zero Books hits; candidate-level Review Ref re-opened; owner `books/part-06-ai-infrastructure/66-evaluation-system.md` and adjacent `books/part-06-ai-infrastructure/67-monitoring.md` resolve without creating a Books comparison	PASS
SF-2026-ARXIV-2606-29959	No Change — Existing Coverage	books/part-07-agent/76-rag.md	books/part-07-agent/75-context.md	zero Books hits; re-read owner `books/part-07-agent/76-rag.md` and adjacent `books/part-07-agent/75-context.md` against source-specific delta	PASS
SF-2026-ARXIV-2606-29975	Weekly Only — Context	books/part-04-training-system/27-data.md	books/part-04-training-system/28-pretraining.md	zero Books hits; candidate-level Review Ref re-opened; owner `books/part-04-training-system/27-data.md` and adjacent `books/part-04-training-system/28-pretraining.md` resolve without creating a Books comparison	PASS
SF-2026-ARXIV-2606-29982	No Change — Existing Coverage	books/part-02-model/21-moe.md	books/part-05-inference-system/56-inference-scheduling.md	zero Books hits; re-read owner `books/part-02-model/21-moe.md` and adjacent `books/part-05-inference-system/56-inference-scheduling.md` against source-specific delta	PASS
SF-2026-ARXIV-2606-29986	No Change — Existing Coverage	books/part-05-inference-system/55-pd-disaggregation.md	books/part-05-inference-system/56-inference-scheduling.md	zero Books hits; re-read owner `books/part-05-inference-system/55-pd-disaggregation.md` and adjacent `books/part-05-inference-system/56-inference-scheduling.md` against source-specific delta	PASS
SF-2026-ARXIV-2606-30005	No Change — Existing Coverage	books/part-07-agent/75-context.md	books/part-07-agent/77-memory.md	zero Books hits; re-read owner `books/part-07-agent/75-context.md` and adjacent `books/part-07-agent/77-memory.md` against source-specific delta	PASS
SF-2026-ARXIV-2606-30107	No Change — Existing Coverage	books/part-07-agent/78-tool-calling.md	books/part-07-agent/79-planning.md	zero Books hits; re-read owner `books/part-07-agent/78-tool-calling.md` and adjacent `books/part-07-agent/79-planning.md` against source-specific delta	PASS
SF-2026-ARXIV-2606-30119	Weekly Only — Context	books/part-06-ai-infrastructure/72-security.md	books/part-06-ai-infrastructure/62-gateway.md	zero Books hits; candidate-level Review Ref re-opened; owner `books/part-06-ai-infrastructure/72-security.md` and adjacent `books/part-06-ai-infrastructure/62-gateway.md` resolve without creating a Books comparison	PASS
SF-2026-ARXIV-2606-30185	Weekly Only — Context	books/part-07-agent/78-tool-calling.md	books/part-07-agent/79-planning.md	zero Books hits; candidate-level Review Ref re-opened; owner `books/part-07-agent/78-tool-calling.md` and adjacent `books/part-07-agent/79-planning.md` resolve without creating a Books comparison	PASS
SF-2026-ARXIV-2606-30251	No Change — Existing Coverage	books/part-04-training-system/31-rlhf.md	books/part-04-training-system/33-grpo.md	zero Books hits; re-read owner `books/part-04-training-system/31-rlhf.md` and adjacent `books/part-04-training-system/33-grpo.md` against source-specific delta	PASS
SF-2026-ARXIV-2606-30263	No Change — Existing Coverage	books/part-06-ai-infrastructure/72-security.md	books/part-06-ai-infrastructure/62-gateway.md	zero Books hits; re-read owner `books/part-06-ai-infrastructure/72-security.md` and adjacent `books/part-06-ai-infrastructure/62-gateway.md` against source-specific delta	PASS
SF-2026-ARXIV-2606-30265	No Change — Existing Coverage	books/part-05-inference-system/48-speculative-decoding.md	books/part-05-inference-system/44-decode.md	zero Books hits; re-read owner `books/part-05-inference-system/48-speculative-decoding.md` and adjacent `books/part-05-inference-system/44-decode.md` against source-specific delta	PASS
SF-2026-ARXIV-2606-30338	Weekly Only — Context	books/part-06-ai-infrastructure/66-evaluation-system.md	books/part-06-ai-infrastructure/67-monitoring.md	zero Books hits; candidate-level Review Ref re-opened; owner `books/part-06-ai-infrastructure/66-evaluation-system.md` and adjacent `books/part-06-ai-infrastructure/67-monitoring.md` resolve without creating a Books comparison	PASS
SF-2026-ARXIV-2606-30373	Weekly Only — Context	books/part-06-ai-infrastructure/72-security.md	books/part-06-ai-infrastructure/62-gateway.md	zero Books hits; candidate-level Review Ref re-opened; owner `books/part-06-ai-infrastructure/72-security.md` and adjacent `books/part-06-ai-infrastructure/62-gateway.md` resolve without creating a Books comparison	PASS
SF-2026-ARXIV-2606-30383	No Change — Existing Coverage	books/part-06-ai-infrastructure/72-security.md	books/part-06-ai-infrastructure/62-gateway.md	zero Books hits; re-read owner `books/part-06-ai-infrastructure/72-security.md` and adjacent `books/part-06-ai-infrastructure/62-gateway.md` against source-specific delta	PASS
SF-2026-ARXIV-2606-30389	No Change — Existing Coverage	books/part-05-inference-system/44-decode.md	books/part-05-inference-system/42-what-happens-during-inference.md	zero Books hits; re-read owner `books/part-05-inference-system/44-decode.md` and adjacent `books/part-05-inference-system/42-what-happens-during-inference.md` against source-specific delta	PASS
SF-2026-ARXIV-2606-30391	No Change — Existing Coverage	books/part-05-inference-system/56-inference-scheduling.md	books/part-05-inference-system/55-pd-disaggregation.md	zero Books hits; re-read owner `books/part-05-inference-system/56-inference-scheduling.md` and adjacent `books/part-05-inference-system/55-pd-disaggregation.md` against source-specific delta	PASS
SF-2026-ARXIV-2606-30449	No Change — Existing Coverage	books/part-06-ai-infrastructure/67-monitoring.md	books/part-06-ai-infrastructure/66-evaluation-system.md	zero Books hits; re-read owner `books/part-06-ai-infrastructure/67-monitoring.md` and adjacent `books/part-06-ai-infrastructure/66-evaluation-system.md` against source-specific delta	PASS
SF-2026-ARXIV-2606-30531	No Change — Existing Coverage	books/part-07-agent/78-tool-calling.md	books/part-07-agent/79-planning.md	zero Books hits; re-read owner `books/part-07-agent/78-tool-calling.md` and adjacent `books/part-07-agent/79-planning.md` against source-specific delta	PASS
SF-2026-ARXIV-2606-30534	No Change — Existing Coverage	books/part-03-multimodal-world-models/25-multimodal-world-models.md	books/part-03-multimodal-world-models/26-multimodal-embodied-vla.md	zero Books hits; re-read owner `books/part-03-multimodal-world-models/25-multimodal-world-models.md` and adjacent `books/part-03-multimodal-world-models/26-multimodal-embodied-vla.md` against source-specific delta	PASS
SF-2026-ARXIV-2606-30546	Weekly Only — Context	books/part-07-agent/82-multi-agent.md	books/part-07-agent/81-workflow.md	zero Books hits; candidate-level Review Ref re-opened; owner `books/part-07-agent/82-multi-agent.md` and adjacent `books/part-07-agent/81-workflow.md` resolve without creating a Books comparison	PASS
SF-2026-ARXIV-2606-30560	No Change — Existing Coverage	books/part-05-inference-system/56-inference-scheduling.md	books/part-05-inference-system/55-pd-disaggregation.md	zero Books hits; re-read owner `books/part-05-inference-system/56-inference-scheduling.md` and adjacent `books/part-05-inference-system/55-pd-disaggregation.md` against source-specific delta	PASS
SF-2026-ARXIV-2606-30562	No Change — Existing Coverage	books/part-02-model/22-long-context.md	books/part-05-inference-system/45-why-kv-cache-speeds-up.md	zero Books hits; re-read owner `books/part-02-model/22-long-context.md` and adjacent `books/part-05-inference-system/45-why-kv-cache-speeds-up.md` against source-specific delta	PASS
SF-2026-ARXIV-2606-30566	No Change — Existing Coverage	books/part-07-agent/77-memory.md	books/part-07-agent/75-context.md	zero Books hits; re-read owner `books/part-07-agent/77-memory.md` and adjacent `books/part-07-agent/75-context.md` against source-specific delta	PASS
SF-2026-ARXIV-2606-30573	Weekly Only — Context	books/part-06-ai-infrastructure/66-evaluation-system.md	books/part-06-ai-infrastructure/67-monitoring.md	zero Books hits; candidate-level Review Ref re-opened; owner `books/part-06-ai-infrastructure/66-evaluation-system.md` and adjacent `books/part-06-ai-infrastructure/67-monitoring.md` resolve without creating a Books comparison	PASS
SF-2026-ARXIV-2606-30602	Weekly Only — Context	books/part-07-agent/82-multi-agent.md	books/part-07-agent/81-workflow.md	zero Books hits; candidate-level Review Ref re-opened; owner `books/part-07-agent/82-multi-agent.md` and adjacent `books/part-07-agent/81-workflow.md` resolve without creating a Books comparison	PASS
SF-2026-ARXIV-2606-30616	Integrate	books/part-07-agent/84-agent-platform.md	books/part-07-agent/83-mcp.md	two locators (body-source + Review note) in unique owner `books/part-07-agent/84-agent-platform.md`; mechanism/trade-off/failure/coexistence/exact-v1 boundary re-read	PASS
SF-2026-ARXIV-2606-30627	No Change — Existing Coverage	books/part-04-training-system/31-rlhf.md	books/part-04-training-system/33-grpo.md	zero Books hits; re-read owner `books/part-04-training-system/31-rlhf.md` and adjacent `books/part-04-training-system/33-grpo.md` against source-specific delta	PASS
SF-2026-ARXIV-2606-30634	No Change — Existing Coverage	books/part-04-training-system/38-pipeline-parallel.md	books/part-04-training-system/36-distributed-training.md	zero Books hits; re-read owner `books/part-04-training-system/38-pipeline-parallel.md` and adjacent `books/part-04-training-system/36-distributed-training.md` against source-specific delta	PASS
SF-2026-ARXIV-2606-30639	No Change — Existing Coverage	books/part-03-multimodal-world-models/25-multimodal-world-models.md	books/part-03-multimodal-world-models/26-multimodal-embodied-vla.md	zero Books hits; re-read owner `books/part-03-multimodal-world-models/25-multimodal-world-models.md` and adjacent `books/part-03-multimodal-world-models/26-multimodal-embodied-vla.md` against source-specific delta	PASS
SF-2026-ARXIV-2606-30697	Weekly Only — Context	books/part-07-agent/84-agent-platform.md	books/part-07-agent/83-mcp.md	zero Books hits; candidate-level Review Ref re-opened; owner `books/part-07-agent/84-agent-platform.md` and adjacent `books/part-07-agent/83-mcp.md` resolve without creating a Books comparison	PASS
SF-2026-ARXIV-2606-30704	Weekly Only — Context	books/part-07-agent/81-workflow.md	books/part-07-agent/79-planning.md	zero Books hits; candidate-level Review Ref re-opened; owner `books/part-07-agent/81-workflow.md` and adjacent `books/part-07-agent/79-planning.md` resolve without creating a Books comparison	PASS
SF-2026-ARXIV-2606-30774	Weekly Only — Context	books/part-06-ai-infrastructure/66-evaluation-system.md	books/part-06-ai-infrastructure/67-monitoring.md	zero Books hits; candidate-level Review Ref re-opened; owner `books/part-06-ai-infrastructure/66-evaluation-system.md` and adjacent `books/part-06-ai-infrastructure/67-monitoring.md` resolve without creating a Books comparison	PASS
SF-2026-ARXIV-2606-30775	No Change — Existing Coverage	books/part-07-agent/78-tool-calling.md	books/part-07-agent/79-planning.md	zero Books hits; re-read owner `books/part-07-agent/78-tool-calling.md` and adjacent `books/part-07-agent/79-planning.md` against source-specific delta	PASS
SF-2026-ARXIV-2606-30783	No Change — Existing Coverage	books/part-06-ai-infrastructure/72-security.md	books/part-06-ai-infrastructure/62-gateway.md	zero Books hits; re-read owner `books/part-06-ai-infrastructure/72-security.md` and adjacent `books/part-06-ai-infrastructure/62-gateway.md` against source-specific delta	PASS
SF-2026-ARXIV-2606-30788	Integrate	books/part-07-agent/77-memory.md	books/part-07-agent/75-context.md	two locators (body-source + Review note) in unique owner `books/part-07-agent/77-memory.md`; mechanism/trade-off/failure/coexistence/exact-v1 boundary re-read	PASS
SF-2026-ARXIV-2606-30789	No Change — Existing Coverage	books/part-04-training-system/33-grpo.md	books/part-04-training-system/31-rlhf.md	zero Books hits; re-read owner `books/part-04-training-system/33-grpo.md` and adjacent `books/part-04-training-system/31-rlhf.md` against source-specific delta	PASS
SF-2026-ARXIV-2606-30801	Weekly Only — Context	books/part-06-ai-infrastructure/66-evaluation-system.md	books/part-06-ai-infrastructure/67-monitoring.md	zero Books hits; candidate-level Review Ref re-opened; owner `books/part-06-ai-infrastructure/66-evaluation-system.md` and adjacent `books/part-06-ai-infrastructure/67-monitoring.md` resolve without creating a Books comparison	PASS
SF-2026-ARXIV-2606-30814	Weekly Only — Context	books/part-06-ai-infrastructure/66-evaluation-system.md	books/part-06-ai-infrastructure/67-monitoring.md	zero Books hits; candidate-level Review Ref re-opened; owner `books/part-06-ai-infrastructure/66-evaluation-system.md` and adjacent `books/part-06-ai-infrastructure/67-monitoring.md` resolve without creating a Books comparison	PASS
SF-2026-ARXIV-2606-30850	Weekly Only — Context	books/part-06-ai-infrastructure/66-evaluation-system.md	books/part-06-ai-infrastructure/67-monitoring.md	zero Books hits; candidate-level Review Ref re-opened; owner `books/part-06-ai-infrastructure/66-evaluation-system.md` and adjacent `books/part-06-ai-infrastructure/67-monitoring.md` resolve without creating a Books comparison	PASS
SF-2026-ARXIV-2606-30852	No Change — Existing Coverage	books/part-05-inference-system/44-decode.md	books/part-05-inference-system/42-what-happens-during-inference.md	zero Books hits; re-read owner `books/part-05-inference-system/44-decode.md` and adjacent `books/part-05-inference-system/42-what-happens-during-inference.md` against source-specific delta	PASS
SF-2026-ARXIV-2606-30899	Weekly Only — Context	books/part-06-ai-infrastructure/72-security.md	books/part-06-ai-infrastructure/62-gateway.md	zero Books hits; candidate-level Review Ref re-opened; owner `books/part-06-ai-infrastructure/72-security.md` and adjacent `books/part-06-ai-infrastructure/62-gateway.md` resolve without creating a Books comparison	PASS
SF-2026-ARXIV-2606-30911	Weekly Only — Context	books/part-07-agent/77-memory.md	books/part-07-agent/75-context.md	zero Books hits; candidate-level Review Ref re-opened; owner `books/part-07-agent/77-memory.md` and adjacent `books/part-07-agent/75-context.md` resolve without creating a Books comparison	PASS
SF-2026-ARXIV-2606-30919	No Change — Existing Coverage	books/part-06-ai-infrastructure/62-gateway.md	books/part-05-inference-system/56-inference-scheduling.md	zero Books hits; re-read owner `books/part-06-ai-infrastructure/62-gateway.md` and adjacent `books/part-05-inference-system/56-inference-scheduling.md` against source-specific delta	PASS
SF-2026-ARXIV-2606-30931	No Change — Existing Coverage	books/part-06-ai-infrastructure/66-evaluation-system.md	books/part-06-ai-infrastructure/67-monitoring.md	zero Books hits; re-read owner `books/part-06-ai-infrastructure/66-evaluation-system.md` and adjacent `books/part-06-ai-infrastructure/67-monitoring.md` against source-specific delta	PASS
SF-2026-ARXIV-2606-31002	Weekly Only — Context	books/part-06-ai-infrastructure/66-evaluation-system.md	books/part-06-ai-infrastructure/67-monitoring.md	zero Books hits; candidate-level Review Ref re-opened; owner `books/part-06-ai-infrastructure/66-evaluation-system.md` and adjacent `books/part-06-ai-infrastructure/67-monitoring.md` resolve without creating a Books comparison	PASS
