arxiv_id	identity	published_v1_utc	primary_category	route	decision	title	closure_reason	false_negative_audit
2505.00278	2505.00278v2	2025-05-01T04:01:14Z	cs.AI	core_daily_semantic_review_required	pre_denominator_closure	DeCo: Defect-Aware Modeling with Contrasting Matching for Optimizing Task Assignment in Online IC Testing	局部 benchmark/dataset：未改变长期 evaluation contract，或证据只覆盖单任务/单领域；abstract evidence: In the semiconductor industry, integrated circuit (IC) processes play a vital role, as the rising complexity and market expectations necessitate improvements in yield.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00279	2505.00279v1	2025-05-01T04:02:20Z	cs.LG	core_daily_semantic_review_required	pre_denominator_closure	Policies of Multiple Skill Levels for Better Strength Estimation in Games	AI 相关但未达分母门槛：title+abstract 未显示长期机制、系统 reach 或 Books 既有结论修正；abstract evidence: Accurately estimating human skill levels is crucial for designing effective human-AI interactions so that AI can provide appropriate challenges or guidance.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00282	2505.00282v3	2025-05-01T04:11:25Z	econ.EM	core_daily_semantic_review_required	pre_denominator_closure	A Unifying Framework for Robust and Efficient Inference with Unstructured Data	AI 相关但未达分母门槛：title+abstract 未显示长期机制、系统 reach 或 Books 既有结论修正；abstract evidence: To analyze unstructured data (text, images, audio, video), economists typically first extract low-dimensional structured features with a neural network.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00284	2505.00284v2	2025-05-01T04:12:41Z	cs.RO	core_daily_semantic_review_required	pre_denominator_closure	LightEMMA: Lightweight End-to-End Multimodal Model for Autonomous Driving	垂直领域应用：方法或数据集只服务具体领域，未改变通用 AI System 的 state/data/control ownership；abstract evidence: Vision-Language Models (VLMs) have demonstrated significant potential for end-to-end autonomous driving.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00289	2505.00289v1	2025-05-01T04:26:21Z	cs.CR	keyword_filtered	pre_denominator_closure	PatchFuzz: Patch Fuzzing for JavaScript Engines	AI 相关但未达分母门槛：title+abstract 未显示长期机制、系统 reach 或 Books 既有结论修正；abstract evidence: Patch fuzzing is a technique aimed at identifying vulnerabilities that arise from newly patched code.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00290	2505.00290v1	2025-05-01T04:26:31Z	cs.LG	core_daily_semantic_review_required	pre_denominator_closure	Multi-Hierarchical Fine-Grained Feature Mapping Driven by Feature Contribution for Molecular Odor Prediction	垂直领域应用：方法或数据集只服务具体领域，未改变通用 AI System 的 state/data/control ownership；abstract evidence: Molecular odor prediction is the process of using a molecule's structure to predict its smell.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00291	2505.00291v3	2025-05-01T04:27:35Z	cs.LG	core_daily_semantic_review_required	pre_denominator_closure	Repetition Makes Perfect: Recurrent Graph Neural Networks Match Message-Passing Limit	局部算法增量：未形成跨模型/运行时/平台的长期设计判断变化；abstract evidence: We precisely characterize the expressivity of computable Recurrent Graph Neural Networks (recurrent GNNs).	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00295	2505.00295v2	2025-05-01T04:35:57Z	cs.CV	core_daily_semantic_review_required	pre_denominator_closure	Fine-grained spatial-temporal perception for gas leak segmentation	局部 benchmark/dataset：未改变长期 evaluation contract，或证据只覆盖单任务/单领域；abstract evidence: Gas leaks pose significant risks to human health and the environment.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00299	2505.00299v1	2025-05-01T04:42:48Z	cs.DC	core_daily_semantic_review_required	pre_denominator_closure	Intelligent Task Scheduling for Microservices via A3C-Based Reinforcement Learning	局部 benchmark/dataset：未改变长期 evaluation contract，或证据只覆盖单任务/单领域；abstract evidence: To address the challenges of high resource dynamism and intensive task concurrency in microservice systems, this paper proposes an adaptive resource scheduling method based on the A3C reinforcement learning algorithm.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.03789	2505.03789v2	2025-05-01T04:49:53Z	cs.LG	core_daily_semantic_review_required	pre_denominator_closure	A new architecture of high-order deep neural networks that learn martingales	垂直领域应用：方法或数据集只服务具体领域，未改变通用 AI System 的 state/data/control ownership；abstract evidence: A new deep-learning neural network architecture based on high-order weak approximation algorithms for stochastic differential equations (SDEs) is proposed.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00302	2505.00302v1	2025-05-01T04:50:00Z	cs.LG	core_daily_semantic_review_required	pre_denominator_closure	Temporal Attention Evolutional Graph Convolutional Network for Multivariate Time Series Forecasting	局部 benchmark/dataset：未改变长期 evaluation contract，或证据只覆盖单任务/单领域；abstract evidence: Multivariate time series forecasting enables the prediction of future states by leveraging historical data, thereby facilitating decision-making processes.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00303	2505.00303v1	2025-05-01T04:52:33Z	stat.AP	core_daily_semantic_review_required	pre_denominator_closure	Leveraging Surplus Electricity: Profitability of Bitcoin Mining as a National Strategy in South Korea	垂直领域应用：方法或数据集只服务具体领域，未改变通用 AI System 的 state/data/control ownership；abstract evidence: This study examines the feasibility and profitability of utilizing surplus electricity for Bitcoin mining.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00304	2505.00304v1	2025-05-01T04:55:29Z	stat.ML	core_daily_semantic_review_required	pre_denominator_closure	Reinforcement Learning with Continuous Actions Under Unmeasured Confounding	AI 相关但未达分母门槛：title+abstract 未显示长期机制、系统 reach 或 Books 既有结论修正；abstract evidence: This paper addresses the challenge of offline policy learning in reinforcement learning with continuous action spaces when unmeasured confounders are present.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00306	2505.00306v5	2025-05-01T04:58:50Z	cs.RO	keyword_filtered	pre_denominator_closure	J-PARSE: Jacobian-based Projection Algorithm for Resolving Singularities Effectively in Inverse Kinematic Control of Serial Manipulators	局部 benchmark/dataset：未改变长期 evaluation contract，或证据只覆盖单任务/单领域；abstract evidence: J-PARSE is an algorithm for smooth first-order inverse kinematic control of a serial manipulator near kinematic singularities.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00307	2505.00307v3	2025-05-01T04:59:05Z	cs.LG	core_daily_semantic_review_required	pre_denominator_closure	Gateformer: Advancing Multivariate Time Series Forecasting through Temporal and Variate-Wise Attention with Gated Representations	局部 benchmark/dataset：未改变长期 evaluation contract，或证据只覆盖单任务/单领域；abstract evidence: There has been a recent surge of interest in time series modeling using the Transformer architecture.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00308	2505.00308v2	2025-05-01T05:05:35Z	cs.CV	core_daily_semantic_review_required	pre_denominator_closure	AI-Assisted Decision-Making for Clinical Assessment of Auto-Segmented Contour Quality	AI 相关但未达分母门槛：title+abstract 未显示长期机制、系统 reach 或 Books 既有结论修正；abstract evidence: Purpose: This study presents a Deep Learning (DL)-based quality assessment (QA) approach for evaluating auto-generated contours (auto-contours) in radiotherapy, with emphasis on Online Adaptive Radiotherapy (OART).	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00310	2505.00310v2	2025-05-01T05:12:14Z	stat.ML	core_daily_semantic_review_required	pre_denominator_closure	Statistical Learning for Heterogeneous Treatment Effects: Pretraining, Prognosis, and Prediction	垂直领域应用：方法或数据集只服务具体领域，未改变通用 AI System 的 state/data/control ownership；abstract evidence: Robust estimation of heterogeneous treatment effects is a fundamental challenge for optimal decision-making in domains ranging from personalized medicine to educational policy.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00312	2505.00312v1	2025-05-01T05:14:50Z	cs.CV	keyword_filtered	pre_denominator_closure	AWARE-NET: Adaptive Weighted Averaging for Robust Ensemble Network in Deepfake Detection	局部 benchmark/dataset：未改变长期 evaluation contract，或证据只覆盖单任务/单领域；abstract evidence: Deepfake detection has become increasingly important due to the rise of synthetic media, which poses significant risks to digital identity and cyber presence for security and trust.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00315	2505.00315v1	2025-05-01T05:22:11Z	cs.LG	core_daily_semantic_review_required	retain	Mixture of Sparse Attention: Content-Based Learnable Sparse Attention via Expert-Choice Routing	retained after title+abstract semantic screening: material AI-System design/evidence delta	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00752	2505.00752v2	2025-05-01T05:24:14Z	cs.CV	core_daily_semantic_review_required	pre_denominator_closure	DARTer: Dynamic Adaptive Representation Tracker for Nighttime UAV Tracking	局部 benchmark/dataset：未改变长期 evaluation contract，或证据只覆盖单任务/单领域；abstract evidence: Nighttime UAV tracking presents significant challenges due to extreme illumination variations and viewpoint changes, which severely degrade tracking performance.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00316	2505.00316v4	2025-05-01T05:30:38Z	cs.LG	core_daily_semantic_review_required	pre_denominator_closure	Surrogate modeling of Cellular-Potts Agent-Based Models as a segmentation task using the U-Net neural network architecture	局部算法增量：未形成跨模型/运行时/平台的长期设计判断变化；abstract evidence: The Cellular-Potts model is a powerful and ubiquitous framework for developing computational models for simulating complex multicellular biological systems.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00318	2505.00318v1	2025-05-01T05:37:43Z	cs.RO	core_daily_semantic_review_required	pre_denominator_closure	FedEMA: Federated Exponential Moving Averaging with Negative Entropy Regularizer in Autonomous Driving	局部 benchmark/dataset：未改变长期 evaluation contract，或证据只覆盖单任务/单领域；abstract evidence: Street Scene Semantic Understanding (denoted as S3U) is a crucial but complex task for autonomous driving (AD) vehicles.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00321	2505.00321v1	2025-05-01T05:44:00Z	cs.NI	core_daily_semantic_review_required	pre_denominator_closure	Edge Large AI Models: Revolutionizing 6G Networks	AI 相关但未达分母门槛：title+abstract 未显示长期机制、系统 reach 或 Books 既有结论修正；abstract evidence: Large artificial intelligence models (LAMs) possess human-like abilities to solve a wide range of real-world problems, exemplifying the potential of experts in various domains and modalities.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00322	2505.00322v1	2025-05-01T05:46:34Z	cs.RO	core_daily_semantic_review_required	pre_denominator_closure	AI2-Active Safety: AI-enabled Interaction-aware Active Safety Analysis with Vehicle Dynamics	垂直领域应用：方法或数据集只服务具体领域，未改变通用 AI System 的 state/data/control ownership；abstract evidence: This paper introduces an AI-enabled, interaction-aware active safety analysis framework that accounts for groupwise vehicle interactions.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00325	2505.00325v1	2025-05-01T05:51:19Z	cs.AI	core_daily_semantic_review_required	pre_denominator_closure	CognitionNet: A Collaborative Neural Network for Play Style Discovery in Online Skill Gaming Platform	AI 相关但未达分母门槛：title+abstract 未显示长期机制、系统 reach 或 Books 既有结论修正；abstract evidence: Games are one of the safest source of realizing self-esteem and relaxation at the same time.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00326	2505.00326v1	2025-05-01T05:55:01Z	cs.LG	core_daily_semantic_review_required	pre_denominator_closure	Optimal Vector Compressed Sensing Using James Stein Shrinkage	AI 相关但未达分母门槛：title+abstract 未显示长期机制、系统 reach 或 Books 既有结论修正；abstract evidence: The trend in modern science and technology is to take vector measurements rather than scalars, ruthlessly scaling to ever higher dimensional vectors.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00332	2505.00332v2	2025-05-01T06:14:53Z	cs.RO	keyword_filtered	pre_denominator_closure	Active Contact Engagement for Aerial Navigation in Unknown Environments with Glass	AI 相关但未达分母门槛：title+abstract 未显示长期机制、系统 reach 或 Books 既有结论修正；abstract evidence: Autonomous aerial robots are increasingly being deployed in real-world scenarios, where transparent glass obstacles present significant challenges to reliable navigation.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00333	2505.00333v3	2025-05-01T06:15:38Z	cs.LG	core_daily_semantic_review_required	pre_denominator_closure	Two Stage Wireless Federated LoRA Fine-Tuning with Sparsified Orthogonal Updates	局部算法增量：未形成跨模型/运行时/平台的长期设计判断变化；abstract evidence: Federated fine-tuning with low-rank adaptation (LoRA) communicates only two low-rank matrices instead of the full model, but existing methods typically fix the LoRA rank in advance as a manually tuned hyperparameter.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00334	2505.00334v3	2025-05-01T06:17:33Z	cs.CV	core_daily_semantic_review_required	pre_denominator_closure	Quaternion Wavelet-Conditioned Diffusion Models for Image Super-Resolution	垂直领域应用：方法或数据集只服务具体领域，未改变通用 AI System 的 state/data/control ownership；abstract evidence: Image Super-Resolution is a fundamental problem in computer vision with broad applications spacing from medical imaging to satellite analysis.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00335	2505.00335v1	2025-05-01T06:20:42Z	cs.CV	core_daily_semantic_review_required	pre_denominator_closure	Efficient Neural Video Representation with Temporally Coherent Modulation	AI 相关但未达分母门槛：title+abstract 未显示长期机制、系统 reach 或 Books 既有结论修正；abstract evidence: Implicit neural representations (INR) has found successful applications across diverse domains.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00337	2505.00337v1	2025-05-01T06:34:55Z	cs.LG	core_daily_semantic_review_required	retain	T2VPhysBench: A First-Principles Benchmark for Physical Consistency in Text-to-Video Generation	retained after title+abstract semantic screening: material AI-System design/evidence delta	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00338	2505.00338v3	2025-05-01T06:35:42Z	cs.DS	core_daily_semantic_review_required	pre_denominator_closure	New Distributed Interactive Proofs for Planarity: A Matter of Left and Right	AI 相关但未达分母门槛：title+abstract 未显示长期机制、系统 reach 或 Books 既有结论修正；abstract evidence: We provide new distributed interactive proofs (DIP) for planarity and related graph families.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00339	2505.00339v1	2025-05-01T06:36:21Z	cs.CL	core_daily_semantic_review_required	pre_denominator_closure	Enhancing AI-Driven Education: Integrating Cognitive Frameworks, Linguistic Feedback Analysis, and Ethical Considerations for Improved Content Generation	secondary synthesis：可用于发现或术语校准，但没有形成可核验的新机制或系统 contract；abstract evidence: Artificial intelligence (AI) is rapidly transforming education, presenting unprecedented opportunities for personalized learning and streamlined content creation.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00340	2505.00340v2	2025-05-01T06:36:24Z	cs.CR	keyword_filtered	pre_denominator_closure	Vehicular Communication Security: Multi-Channel and Multi-Factor Authentication	AI 相关但未达分母门槛：title+abstract 未显示长期机制、系统 reach 或 Books 既有结论修正；abstract evidence: Secure and reliable communications are crucial for Intelligent Transportation Systems (ITSs), where Vehicle-to-Infrastructure (V2I) communication plays a key role in enabling mobility-enhancing and safety-critical servic	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00342	2505.00342v1	2025-05-01T06:38:52Z	cs.SE	keyword_filtered	retain	LLMPrism: Black-box Performance Diagnosis for Production LLM Training Platforms	retained after title+abstract semantic screening: material AI-System design/evidence delta	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00347	2505.00347v2	2025-05-01T06:47:45Z	cs.LG	core_daily_semantic_review_required	retain	Pushing the Limits of Low-Bit Optimizers: A Focus on EMA Dynamics	retained after title+abstract semantic screening: material AI-System design/evidence delta	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00348	2505.00348v1	2025-05-01T06:48:26Z	cs.LG	core_daily_semantic_review_required	pre_denominator_closure	Validation of a 24-hour-ahead Prediction model for a Residential Electrical Load under diverse climate	局部 benchmark/dataset：未改变长期 evaluation contract，或证据只覆盖单任务/单领域；abstract evidence: Accurate household electrical energy demand prediction is essential for effectively managing sustainable Energy Communities.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00350	2505.00350v1	2025-05-01T06:50:30Z	cs.LG	core_daily_semantic_review_required	pre_denominator_closure	Optimizing Deep Neural Networks using Safety-Guided Self Compression	局部算法增量：未形成跨模型/运行时/平台的长期设计判断变化；abstract evidence: The deployment of deep neural networks on resource-constrained devices necessitates effective model com- pression strategies that judiciously balance the reduction of model size with the preservation of performance.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00354	2505.00354v1	2025-05-01T06:53:09Z	cs.RO	keyword_filtered	pre_denominator_closure	Multi-segment Soft Robot Control via Deep Koopman-based Model Predictive Control	AI 相关但未达分母门槛：title+abstract 未显示长期机制、系统 reach 或 Books 既有结论修正；abstract evidence: Soft robots, compared to regular rigid robots, as their multiple segments with soft materials bring flexibility and compliance, have the advantages of safe interaction and dexterous operation in the environment.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00356	2505.00356v3	2025-05-01T07:00:29Z	stat.AP	core_daily_semantic_review_required	pre_denominator_closure	On the retraining frequency of global models in retail demand forecasting	局部 benchmark/dataset：未改变长期 evaluation contract，或证据只覆盖单任务/单领域；abstract evidence: In an era of increasing computational capabilities and growing environmental consciousness, organizations face a critical challenge in balancing the accuracy of forecasting models with computational efficiency and sustai	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00358	2505.00358v1	2025-05-01T07:08:19Z	cs.LG	core_daily_semantic_review_required	retain	R&B: Domain Regrouping and Data Mixture Balancing for Efficient Foundation Model Training	retained after title+abstract semantic screening: material AI-System design/evidence delta	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00359	2505.00359v2	2025-05-01T07:15:20Z	cs.LG	core_daily_semantic_review_required	pre_denominator_closure	TNStream: Applying Tightest Neighbors to Micro-Clusters to Define Multi-Density Clusters in Streaming Data	局部 benchmark/dataset：未改变长期 evaluation contract，或证据只覆盖单任务/单领域；abstract evidence: In data stream clustering, systematic theory of stream clustering algorithms remains relatively scarce.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
