arxiv_id	title	screening_status	source_family_id	screening_reason	owner_node	review_status	access_status	integration_disposition
2605.03269	RLDX-1 Technical Report	pre_denominator_closure	SF-2026-ARXIV-2605-03269	问题/机制：RLDX-1 Technical Report 以“To address this, we introduce RLDX-1, a general-purpose robotic policy for dexterous manipulation built on the Multi-Stream Action Transformer (MSAT), an architecture that unifies these capabilities by integrating heterogeneous modalities through modality-specific streams with cross-modal joint self-attention.”处理其论文内任务；证据边界为“Through empirical evaluation, we show that RLDX-1 consistently outperforms recent frontier VLAs (e.g.”。分母前闭合：该结果仍绑定上述数据、对象或局部方法，没有改变跨 workload 的 state/data/control ownership、evaluation/release contract，也未构成对当前 Books 设计判断的反例；若后续 artifact 证明这些系统边界发生变化则重开。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.03275	Beyond Similarity Search: A Unified Data Layer for Production RAG Systems	retained	SF-2026-ARXIV-2605-03275	production RAG freshness, tenant isolation and composed retrieval are data-layer ownership properties; full-text recovery shows that the durable delta is transaction/query ownership rather than a universal PostgreSQL performance claim	AGENT-RAG	deep_complete	accessible	No Change — Existing Coverage
2605.03276	VEBench:Benchmarking Large Multimodal Models for Real-World Video Editing	pre_denominator_closure	SF-2026-ARXIV-2605-03276	问题/机制：VEBench:Benchmarking Large Multimodal Models for Real-World Video Editing 以“We introduce VEBENCH, the first comprehensive benchmark designed to evaluate both editing knowledge understanding and operational reasoning in realistic video editing scenarios.”处理其论文内任务；证据边界为“We envision VEBENCH as a foundation for advancing intelligent video editing systems and driving future research on complex reasoning.”。分母前闭合：该结果仍绑定上述数据、对象或局部方法，没有改变跨 workload 的 state/data/control ownership、evaluation/release contract，也未构成对当前 Books 设计判断的反例；若后续 artifact 证明这些系统边界发生变化则重开。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.03278	Copula-Based Endogeneity Correction for Doubly Robust Estimation of Treatment Effect	pre_denominator_closure	SF-2026-ARXIV-2605-03278	问题/机制：Copula-Based Endogeneity Correction for Doubly Robust Estimation of Treatment Effect 以“We propose a copula-corrected doubly robust estimator that addresses endogeneity in both the treatment and outcome models without requiring instrumental variables.”处理其论文内任务；证据边界为“Monte Carlo simulations demonstrate that naive DR estimation exhibits substantial bias under endogeneity, whereas our corrected estimator recovers unbiased treatment effects across different data-generating processes.”。分母前闭合：该结果仍绑定上述数据、对象或局部方法，没有改变跨 workload 的 state/data/control ownership、evaluation/release contract，也未构成对当前 Books 设计判断的反例；若后续 artifact 证明这些系统边界发生变化则重开。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.03279	RFPrompt: Prompt-Based Expert Adaptation of the Large Wireless Model for Modulation Classification	pre_denominator_closure	SF-2026-ARXIV-2605-03279	问题/机制：RFPrompt: Prompt-Based Expert Adaptation of the Large Wireless Model for Modulation Classification 以“In this paper, we investigate prompt-based adaptation as a general mechanism for OOD transfer in wireless foundation models.”处理其论文内任务；证据边界为“Results show that prompt-based adaptation consistently improves robustness under distribution shift and limited supervision, particularly on real-world over-the-air IQ data, while preserving strong parameter efficiency.”。分母前闭合：该结果仍绑定上述数据、对象或局部方法，没有改变跨 workload 的 state/data/control ownership、evaluation/release contract，也未构成对当前 Books 设计判断的反例；若后续 artifact 证明这些系统边界发生变化则重开。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.03281	Donor-Aware scRNA-seq Benchmarks for IBD Classification	pre_denominator_closure	SF-2026-ARXIV-2605-03281	问题/机制：Donor-Aware scRNA-seq Benchmarks for IBD Classification 以“We present a donor-aware benchmark evaluating three feature representations across two independent IBD cohorts: centered log-ratio (CLR) transformed cell-type composition, GatedStructuralCFN dependency embeddings, and scVI variational autoencoder latent embeddings.”处理其论文内任务；证据边界为“Code: https://github.com/Jonathan-321/sfn-scrna-study”。分母前闭合：该结果仍绑定上述数据、对象或局部方法，没有改变跨 workload 的 state/data/control ownership、evaluation/release contract，也未构成对当前 Books 设计判断的反例；若后续 artifact 证明这些系统边界发生变化则重开。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.03283	On the Spectral Structure and Objective Equivalence of Orthogonal Multilabel Fisher Discriminants	pre_denominator_closure	SF-2026-ARXIV-2605-03283	问题/机制：On the Spectral Structure and Objective Equivalence of Orthogonal Multilabel Fisher Discriminants 以“We provide a unified theoretical analysis of Linear Discriminant Analysis with simultaneous multilabel scatter matrix formulations and Stiefel orthogonality constraints.”处理其论文内任务；证据边界为“The numerical experiments are designed as a sanity check for the theorems rather than as an empirical benchmark; evaluation on real multilabel datasets is left to future work targeting application-oriented venues.”。分母前闭合：该结果仍绑定上述数据、对象或局部方法，没有改变跨 workload 的 state/data/control ownership、evaluation/release contract，也未构成对当前 Books 设计判断的反例；若后续 artifact 证明这些系统边界发生变化则重开。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.03288	Neural Control: Adjoint Learning Through Equilibrium Constraints	pre_denominator_closure	SF-2026-ARXIV-2605-03288	问题/机制：Neural Control: Adjoint Learning Through Equilibrium Constraints 以“We propose Neural Control, a boundary-control framework that propagates gradients through branch-dependent sequences of equilibrium solves rather than a single fixed point.”处理其论文内任务；证据边界为“We validate Neural Control on simulated and real DLO manipulation, compare against SPSA and iCEM, and demonstrate applicability to a learned DEQ-style implicit equilibrium model.”。分母前闭合：该结果仍绑定上述数据、对象或局部方法，没有改变跨 workload 的 state/data/control ownership、evaluation/release contract，也未构成对当前 Books 设计判断的反例；若后续 artifact 证明这些系统边界发生变化则重开。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.03289	Imbalanced Classification under Capacity Constraints	pre_denominator_closure	SF-2026-ARXIV-2605-03289	问题/机制：Imbalanced Classification under Capacity Constraints 以“We also introduce a capacity-adjusted performance metric $M$ that accounts for the effective detection rate when the capacity constraint is binding.”处理其论文内任务；证据边界为“This paper proposes a formal classification framework under capacity constraints: given a user-defined bound limit $b$ on the proportion of observations that can be labeled as belonging to the minority class, the goal is to find the classifier…”。分母前闭合：该结果仍绑定上述数据、对象或局部方法，没有改变跨 workload 的 state/data/control ownership、evaluation/release contract，也未构成对当前 Books 设计判断的反例；若后续 artifact 证明这些系统边界发生变化则重开。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.03290	On Surprising Effects of Risk-Aware Domain Randomization for Contact-Rich Sampling-based Predictive Control	pre_denominator_closure	SF-2026-ARXIV-2605-03290	问题/机制：On Surprising Effects of Risk-Aware Domain Randomization for Contact-Rich Sampling-based Predictive Control 以“Domain randomization (DR) is widely used in policy learning to improve robustness to modeling error, but remains underexplored in contact-rich sampling-based predictive control (SPC), where rollout quality is highly sensitive to uncertainty.”处理其论文内任务；证据边界为“Video: https://youtu.be/f1F0ALXxhSM”。分母前闭合：该结果仍绑定上述数据、对象或局部方法，没有改变跨 workload 的 state/data/control ownership、evaluation/release contract，也未构成对当前 Books 设计判断的反例；若后续 artifact 证明这些系统边界发生变化则重开。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.03294	FACTOR: Counterfactual Training-Free Test-Time Adaptation for Open-Vocabulary Object Detection	pre_denominator_closure	SF-2026-ARXIV-2605-03294	问题/机制：FACTOR: Counterfactual Training-Free Test-Time Adaptation for Open-Vocabulary Object Detection 以“To address this, we propose FACTOR (counterFACtual training-free Test-time adaptation for Open-vocabulaRy object detection), a lightweight framework grounded in counterfactual reasoning.”处理其论文内任务；证据边界为“Experiments on PASCAL-C, COCO-C, and FoggyCityscapes show that FACTOR consistently outperforms prior TTA methods, demonstrating that explicit counterfactual reasoning effectively improves robustness under distribution shifts.”。分母前闭合：该结果仍绑定上述数据、对象或局部方法，没有改变跨 workload 的 state/data/control ownership、evaluation/release contract，也未构成对当前 Books 设计判断的反例；若后续 artifact 证明这些系统边界发生变化则重开。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.03297	Contrastive Regularization for Accent-Robust ASR	pre_denominator_closure	SF-2026-ARXIV-2605-03297	问题/机制：Contrastive Regularization for Accent-Robust ASR 以“We investigate supervised contrastive learning (SupCon) as a lightweight, accent-invariant auxiliary objective for CTC fine-tuning.”处理其论文内任务；证据边界为“Experiments on the L2-ARCTIC benchmark show consistent WER reductions across multiple pretrained encoders, with up to 25 -- 29\% relative reduction under unseen-accent evaluation.”。分母前闭合：该结果仍绑定上述数据、对象或局部方法，没有改变跨 workload 的 state/data/control ownership、evaluation/release contract，也未构成对当前 Books 设计判断的反例；若后续 artifact 证明这些系统边界发生变化则重开。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.03299	LLM-XTM: Enhancing Cross-Lingual Topic Models with Large Language Models	pre_denominator_closure	SF-2026-ARXIV-2605-03299	问题/机制：LLM-XTM: Enhancing Cross-Lingual Topic Models with Large Language Models 以“We propose LLM-XTM, a framework that integrates LLM-guided topic refinement with self-consistency uncertainty quantification, enabling black-box, stable, and scalable enhancement of cross-lingual topic models.”处理其论文内任务；证据边界为“Experiments on multilingual corpora show that LLM-XTM achieves superior topic coherence and alignment while reducing reliance on bilingual dictionaries and expensive LLM calls.”。分母前闭合：该结果仍绑定上述数据、对象或局部方法，没有改变跨 workload 的 state/data/control ownership、evaluation/release contract，也未构成对当前 Books 设计判断的反例；若后续 artifact 证明这些系统边界发生变化则重开。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.03301	SHIELD: A Diverse Clinical Note Dataset and Distilled Small Language Models for Enterprise-Scale De-identification	pre_denominator_closure	SF-2026-ARXIV-2605-03301	问题/机制：SHIELD: A Diverse Clinical Note Dataset and Distilled Small Language Models for Enterprise-Scale De-identification 以“We introduce SHIELD (Synthetic Human-annotated Identifier-replaced Entries for Learning and De-identification), a diverse clinical note dataset of 1,381 notes with 10,229 gold-standard PHI spans across 9 categories, built with set-cover diversity sampling across demographic and document-type strata and…”处理其论文内任务；证据边界为“We evaluate four LLMs (two proprietary, two open-weight) to establish a performance ceiling on SHIELD, then show that a teacher-student distillation framework transfers these capabilities into locally deployable Small Language Models.”。分母前闭合：该结果仍绑定上述数据、对象或局部方法，没有改变跨 workload 的 state/data/control ownership、evaluation/release contract，也未构成对当前 Books 设计判断的反例；若后续 artifact 证明这些系统边界发生变化则重开。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.03302	Height Control and Optimal Torque Planning for Jumping With Wheeled-Bipedal Robots	pre_denominator_closure	SF-2026-ARXIV-2605-03302	问题/机制：Height Control and Optimal Torque Planning for Jumping With Wheeled-Bipedal Robots 以“This paper mainly studies the accurate height jumping control of wheeled-bipedal robots based on torque planning and energy consumption optimization.”处理其论文内任务；证据边界为“This result is validated in the Webots simulation platform.”。分母前闭合：该结果仍绑定上述数据、对象或局部方法，没有改变跨 workload 的 state/data/control ownership、evaluation/release contract，也未构成对当前 Books 设计判断的反例；若后续 artifact 证明这些系统边界发生变化则重开。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.03303	Stable Multimodal Graph Unlearning via Feature-Dimension Aware Quantile Selection	pre_denominator_closure	SF-2026-ARXIV-2605-03303	问题/机制：Stable Multimodal Graph Unlearning via Feature-Dimension Aware Quantile Selection 以“To address this gap, we propose FDQ, a Feature-Dimension Aware Quantile framework for multimodal graph unlearning.”处理其论文内任务；证据边界为“As a result, over-editing these sensitive layers often leads to catastrophic utility degradation after forgetting, undermining both stable learning and effective privacy protection.”。分母前闭合：该结果仍绑定上述数据、对象或局部方法，没有改变跨 workload 的 state/data/control ownership、evaluation/release contract，也未构成对当前 Books 设计判断的反例；若后续 artifact 证明这些系统边界发生变化则重开。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.03304	Will the Carbon Border Adjustment Mechanism Impact European Electricity Prices? A GNN-Based Network Analysis	pre_denominator_closure	SF-2026-ARXIV-2605-03304	问题/机制：Will the Carbon Border Adjustment Mechanism Impact European Electricity Prices? A GNN-Based Network Analysis 以“The European Union's Carbon Border Adjustment Mechanism (CBAM) creates a complex challenge for the interconnected European electricity market.”处理其论文内任务；证据边界为“We identify the primary driver as a fundamental shift in the market's merit order.”。分母前闭合：该结果仍绑定上述数据、对象或局部方法，没有改变跨 workload 的 state/data/control ownership、evaluation/release contract，也未构成对当前 Books 设计判断的反例；若后续 artifact 证明这些系统边界发生变化则重开。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.03308	Revisiting the Travel Planning Capabilities of Large Language Models	pre_denominator_closure	SF-2026-ARXIV-2605-03308	问题/机制：Revisiting the Travel Planning Capabilities of Large Language Models 以“Travel planning serves as a critical task for long-horizon reasoning, exposing significant deficits in LLMs.”处理其论文内任务；证据边界为“We implement a decoupled evaluation protocol leveraging oracle intermediate contexts to rigorously isolate these components, thereby measuring the atomic performance boundary without the noise of cascading errors.”。分母前闭合：该结果仍绑定上述数据、对象或局部方法，没有改变跨 workload 的 state/data/control ownership、evaluation/release contract，也未构成对当前 Books 设计判断的反例；若后续 artifact 证明这些系统边界发生变化则重开。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.03309	Cryptographic Registry Provenance: Structural Defense Against Dependency Confusion in AI Package Ecosystems	retained	SF-2026-ARXIV-2605-03309	artifact distribution needs cryptographic registry identity, publisher/registry countersignatures and namespace-bound fail-closed resolution	PLATFORM-SECURITY	deep_complete	verified	Integrate
2605.03310	Coordination as an Architectural Layer for LLM-Based Multi-Agent Systems	retained	SF-2026-ARXIV-2605-03310	multi-agent coordination is a configurable architecture whose information topology, compute allocation and aggregation leave distinct failure signatures	AGENT-MULTI-AGENT	deep_complete	verified	No Change — Existing Coverage
2605.03312	MemFlow: Intent-Driven Memory Orchestration for Small Language Model Agents	retained	SF-2026-ARXIV-2605-03312	limited-capacity agents need intent-routed memory tiers, deterministic evidence compilation and validator-owned escalation instead of open-ended memory tool loops	AGENT-MEMORY	deep_complete	verified	No Change — Existing Coverage
2605.03313	Distributed Learning with Adversarial Gradient Perturbations	pre_denominator_closure	SF-2026-ARXIV-2605-03313	问题/机制：Distributed Learning with Adversarial Gradient Perturbations 以“Our study focuses on two fundamental questions: (i) what is the smallest achievable sub-optimality gap (i.e., excess error in optimization) under such responses, and (ii) how many queries are sufficient to guarantee a given sub-optimality gap?”处理其论文内任务；证据边界为“We establish tight feasibility thresholds on the sub-optimality gap and provide algorithms that achieve these thresholds with provable query complexity guarantees.”。分母前闭合：该结果仍绑定上述数据、对象或局部方法，没有改变跨 workload 的 state/data/control ownership、evaluation/release contract，也未构成对当前 Books 设计判断的反例；若后续 artifact 证明这些系统边界发生变化则重开。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.03314	When to Think, When to Speak: Learning Disclosure Policies for LLM Reasoning	retained	SF-2026-ARXIV-2605-03314	public disclosure is an irreversible commitment distinct from private reasoning state, so visibility timing becomes a learned control decision with an entailment gate	AGENT-CONTEXT	deep_complete	verified	Integrate
2605.03315	TACO: Trajectory Aligning Cross-view Optimisation	pre_denominator_closure	SF-2026-ARXIV-2605-03315	问题/机制：TACO: Trajectory Aligning Cross-view Optimisation 以“We propose TACO, a tightly-coupled IMU + fine-grained CVGL pipeline that consumes a single GNSS reading at start-up and thereafter operates on onboard sensing alone.”处理其论文内任务；证据边界为“Code is available: github.com/tavisshore/TACO.”。分母前闭合：该结果仍绑定上述数据、对象或局部方法，没有改变跨 workload 的 state/data/control ownership、evaluation/release contract，也未构成对当前 Books 设计判断的反例；若后续 artifact 证明这些系统边界发生变化则重开。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.03317	AHPA: Adaptive Hierarchical Prior Alignment for Diffusion Transformers	pre_denominator_closure	SF-2026-ARXIV-2605-03317	问题/机制：AHPA: Adaptive Hierarchical Prior Alignment for Diffusion Transformers 以“To address this issue, we propose Adaptive Hierarchical Prior Alignment (AHPA), a lightweight alignment framework that exploits the hierarchical representations naturally embedded in the frozen VAE encoder.”处理其论文内任务；证据边界为“Extensive experiments show that AHPA improves convergence and generation quality over baselines and incurs no additional inference cost while avoiding external encoder supervision during training.”。分母前闭合：该结果仍绑定上述数据、对象或局部方法，没有改变跨 workload 的 state/data/control ownership、evaluation/release contract，也未构成对当前 Books 设计判断的反例；若后续 artifact 证明这些系统边界发生变化则重开。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.03321	Single-Step Six-Dimensional Movable Antenna Reconfiguration for High-Mobility IoV: Modeling, Analysis, and Optimization	pre_denominator_closure	SF-2026-ARXIV-2605-03321	问题/机制：Single-Step Six-Dimensional Movable Antenna Reconfiguration for High-Mobility IoV: Modeling, Analysis, and Optimization 以“Leveraging graph theory, we explicitly model and theoretically derive the lower bounds of movement and time costs for antenna reconfiguration.”处理其论文内任务；证据边界为“Simulation results demonstrate that the proposed scheme significantly outperforms traditional fixed and global-search-based benchmarks in terms of uplink sum rate, while incurring negligible mechanical overhead and latency, thereby validating its feasibility and robustness in highly dynamic vehicular networks.”。分母前闭合：该结果仍绑定上述数据、对象或局部方法，没有改变跨 workload 的 state/data/control ownership、evaluation/release contract，也未构成对当前 Books 设计判断的反例；若后续 artifact 证明这些系统边界发生变化则重开。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.03327	DGPO: Distribution Guided Policy Optimization for Fine Grained Credit Assignment	retained	SF-2026-ARXIV-2605-03327	fine-grained reasoning credit can be redistributed from sequence reward with a bounded distributional distance and an entropy gate, trading additional statistics and calibration for less diffuse token updates	TRAIN-GRPO	deep_complete	verified	Integrate
2605.03328	LLM-ADAM: A Generalizable LLM Agent Framework for Pre-Print Anomaly Detection in Additive Manufacturing	pre_denominator_closure	SF-2026-ARXIV-2605-03328	问题/机制：LLM-ADAM: A Generalizable LLM Agent Framework for Pre-Print Anomaly Detection in Additive Manufacturing 以“We evaluate the framework on an N=200 FFF G-code corpus spanning two desktop printer families, two materials, and five classes including non-defective, under-extrusion, over-extrusion, warping, and stringing.”处理其论文内任务；证据边界为“The results show that structured decomposition, rather than backbone strength alone, is the dominant source of improvement, with defect classes identified at or near ceiling for leading configurations while residual errors concentrate on conservative false alarms for non-defective…”。分母前闭合：该结果仍绑定上述数据、对象或局部方法，没有改变跨 workload 的 state/data/control ownership、evaluation/release contract，也未构成对当前 Books 设计判断的反例；若后续 artifact 证明这些系统边界发生变化则重开。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.03337	FreeTimeGS++: Secrets of Dynamic Gaussian Splatting and Their Principles	pre_denominator_closure	SF-2026-ARXIV-2605-03337	问题/机制：FreeTimeGS++: Secrets of Dynamic Gaussian Splatting and Their Principles 以“Based on these insights, we propose FreeTimeGS++, a principled method that employs gated marginalization, UFM-guided initialization, and color correction to improve stability and reproducibility.”处理其论文内任务；证据边界为“While these methods demonstrate remarkable performance, the specific factors behind their gains remain underexplored, making a systematic understanding of the underlying principles challenging.”。分母前闭合：该结果仍绑定上述数据、对象或局部方法，没有改变跨 workload 的 state/data/control ownership、evaluation/release contract，也未构成对当前 Books 设计判断的反例；若后续 artifact 证明这些系统边界发生变化则重开。		identity_date_closed	verified	Rejected — Below Candidate Denominator
