arxiv_id	source_family_id	title	status	reason	review_status	access_status	owner	disposition
2605.17231	SF-2026-ARXIV-2605-17231	FishBack: Pullback Fisher Geometry for Optimal Activation Steering in Transformers	pre_denominator_closure	`FishBack: Pullback Fisher Geometry for Optimal Activation Steering in Transformers` 针对 We show this assumption is fundamentally flawed.；摘要证据边界为 We show this assumption is fundamentally flawed.。逐项语义复核后，变化仍属于该 family 的单一任务、局部模型/优化器、专用数据集或 evaluator，未重新分配长期 state/data/control owner，也未改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存条件，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.17232	SF-2026-ARXIV-2605-17232	Dimension-Free Convergence of Discrete Diffusion Models: Adjoint Equations Induce the Right Space	pre_denominator_closure	`Dimension-Free Convergence of Discrete Diffusion Models: Adjoint Equations Induce the Right Space` 针对 We develop a unified adjoint-equation-based framework that establishes dimension-free convergence guarantees in any integral probability metric (IPM).；摘要证据边界为 Beyond convergence bounds, our framework provides a versatile toolkit for further theoretical study of discrete diffusion models, including principled choices of loss functions and dimension-free step complexity.。逐项语义复核后，变化仍属于该 family 的单一任务、局部模型/优化器、专用数据集或 evaluator，未重新分配长期 state/data/control owner，也未改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存条件，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.17234	SF-2026-ARXIV-2605-17234	Active Budget Allocation for Efficient Scaling Law Estimation via Surrogate-Guided Pruning	retained	Scaling-law 实验预算从均匀采样演进为 successive-halving 与 surrogate-guided pruning；节省拟合成本的同时引入错误早停与 surrogate selection bias。	deep_complete	accessible	WORLDVIEW-SCALING-LAW	No Change — Existing Coverage
2605.17236	SF-2026-ARXIV-2605-17236	Systematic Evaluation of Vision Transformers for Automated Cervical Cancer Classification: Optimization, Statistical Validation, and Clinical Interpretability	pre_denominator_closure	`Systematic Evaluation of Vision Transformers for Automated Cervical Cancer Classification: Optimization, Statistical Validation, and Clinical Interpretability` 针对 In this study, Vision Transformer (ViT) architectures were systematically optimized to enhance automated cervical cancer screening, which resulted in improved interpretability.；摘要证据边界为 The Herlev dataset (917 images: 242 normal, 675 abnormal) was utilized to optimize ViT-Tiny, a lightweight Vision Transformer architecture designed for reduced computational complexity, through a comprehensive evaluation of augmentation strategies, class weighting, and…。逐项语义复核后，变化仍属于该 family 的单一任务、局部模型/优化器、专用数据集或 evaluator，未重新分配长期 state/data/control owner，也未改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存条件，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.17238	SF-2026-ARXIV-2605-17238	Learning in Position-Aware Multinomial Logit Bandits: From Multiplicative to General Position Effects	pre_denominator_closure	`Learning in Position-Aware Multinomial Logit Bandits: From Multiplicative to General Position Effects` 针对 We study the dynamic joint assortment selection and positioning problem, where the attraction of each product depends on both its intrinsic appeal and its display position under a Multinomial Logit (MNL) choice framework.；摘要证据边界为 Numerical experiments on synthetic data and the Expedia dataset show that our algorithms consistently outperform state-of-the-art benchmarks.。逐项语义复核后，变化仍属于该 family 的单一任务、局部模型/优化器、专用数据集或 evaluator，未重新分配长期 state/data/control owner，也未改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存条件，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.17242	SF-2026-ARXIV-2605-17242	From Runnable to Shippable: Multi-Agent Test-Driven Development for Generating Full-Stack Web Applications from Requirements	pre_denominator_closure	`From Runnable to Shippable: Multi-Agent Test-Driven Development for Generating Full-Stack Web Applications from Requirements` 针对 Coding agents can generate web applications from natural-language descriptions, yet a recent benchmark study shows that generated applications fail to meet functional requirements in over 70% of cases.；摘要证据边界为 A user study confirms that TDDev reduces manual developer intervention to zero, shifting the workload from continuous prompt engineering to autonomous, feedback-driven refinement.。逐项语义复核后，变化仍属于该 family 的单一任务、局部模型/优化器、专用数据集或 evaluator，未重新分配长期 state/data/control owner，也未改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存条件，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.17244	SF-2026-ARXIV-2605-17244	Drift Flow Matching	pre_denominator_closure	`Drift Flow Matching` 针对 In this work, we propose Drift Flow Matching (DFM), a framework that connects drifting generative modeling with flow-based iterative generation.；摘要证据边界为 Extensive experiments across different tasks and datasets demonstrate the effectiveness and generality of the proposed framework.。逐项语义复核后，变化仍属于该 family 的单一任务、局部模型/优化器、专用数据集或 evaluator，未重新分配长期 state/data/control owner，也未改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存条件，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.17245	SF-2026-ARXIV-2605-17245	An Efficient Machine Learning-based Framework for Detection and Prevention of Frauds in Telecom Networks	pre_denominator_closure	`An Efficient Machine Learning-based Framework for Detection and Prevention of Frauds in Telecom Networks` 针对 This study focuses on fraud detection in telecom networks using the Telecom CDR dataset, which contains 101,174 customer records with 17 attributes, including 8,830 fraud cases.；摘要证据边界为 Findings show that the suggested framework successfully detects fraud with few misclassifications.。逐项语义复核后，变化仍属于该 family 的单一任务、局部模型/优化器、专用数据集或 evaluator，未重新分配长期 state/data/control owner，也未改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存条件，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.17246	SF-2026-ARXIV-2605-17246	Fidelity Probes for Specification--Code Alignment	retained	Specification–code alignment 由单一测试通过率扩展为 code-grounded fidelity probes、contradiction/coverage-gap 分解和 frozen held-out resampling；probe generator 仍不是完整语义 oracle。	deep_complete	accessible	PLATFORM-EVALUATION-SYSTEM	No Change — Existing Coverage
2605.17247	SF-2026-ARXIV-2605-17247	Towards Robust Argumentative Essay Understanding via TIDE: An Interactive Framework with Trial and Debate	pre_denominator_closure	`Towards Robust Argumentative Essay Understanding via TIDE: An Interactive Framework with Trial and Debate` 针对 In this work, we propose TIDE, a novel framework designed to improve criteria-based prompt optimization for argument-related tasks by integrating TrIal and DEbate mechanism.；摘要证据边界为 Results demonstrate that our framework improves performance across tasks.。逐项语义复核后，变化仍属于该 family 的单一任务、局部模型/优化器、专用数据集或 evaluator，未重新分配长期 state/data/control owner，也未改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存条件，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.17248	SF-2026-ARXIV-2605-17248	Image-to-Video Diffusion: From Foundations to Open Frontiers	pre_denominator_closure	`Image-to-Video Diffusion: From Foundations to Open Frontiers` 针对 It further distills four core designs, namely condition encoding, temporal modeling, noise prior design, and spatial-temporal upsampling, and discusses representative application scenarios together with major open challenges.；摘要证据边界为 It first reviews the task formulation, model architectures, datasets, and evaluation metrics, and then organizes existing methods through a taxonomy based on architecture and training paradigm.。逐项语义复核后，变化仍属于该 family 的单一任务、局部模型/优化器、专用数据集或 evaluator，未重新分配长期 state/data/control owner，也未改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存条件，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.17249	SF-2026-ARXIV-2605-17249	SEDualVLN: A Spatially-Enhanced Dual-System for Vision-Language Navigation	pre_denominator_closure	`SEDualVLN: A Spatially-Enhanced Dual-System for Vision-Language Navigation` 针对 To bridge this gap, we introduce SEDualVLN, a spatially-enhanced dual-system VLN framework.；摘要证据边界为 SEDualVLN achieves state-of-the-art performance on VLN-CE benchmarks, and further ablation studies demonstrate the effectiveness of each system and module.。逐项语义复核后，变化仍属于该 family 的单一任务、局部模型/优化器、专用数据集或 evaluator，未重新分配长期 state/data/control owner，也未改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存条件，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.17250	SF-2026-ARXIV-2605-17250	Towards Principled Test-Time Adaptation for Time Series Forecasting	pre_denominator_closure	`Towards Principled Test-Time Adaptation for Time Series Forecasting` 针对 To address this issue, we revisit TSF-TTA from the perspective of protocol cleanliness and propose an adaptation protocol based solely on matured ground truth, yielding a more principled setting for adaptation.；摘要证据边界为 Under this protocol, we further diagnose existing adapters in the frequency domain and find that their prediction corrections often exhibit limited and weakly structured spectral modifications.。逐项语义复核后，变化仍属于该 family 的单一任务、局部模型/优化器、专用数据集或 evaluator，未重新分配长期 state/data/control owner，也未改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存条件，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.17251	SF-2026-ARXIV-2605-17251	Iterative Chow Filtering for Learning with Distribution Shift	pre_denominator_closure	`Iterative Chow Filtering for Learning with Distribution Shift` 针对 Here, we show that the weaker notion of ${\cal L}_1$ sandwiching suffices for efficient PQ learning.；摘要证据边界为 Here, we show that the weaker notion of ${\cal L}_1$ sandwiching suffices for efficient PQ learning.。逐项语义复核后，变化仍属于该 family 的单一任务、局部模型/优化器、专用数据集或 evaluator，未重新分配长期 state/data/control owner，也未改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存条件，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.17252	SF-2026-ARXIV-2605-17252	Monocular Depth Perception Enhancement Based on Joint Shading/Contrast Model and Motion Parallax (JSM)	pre_denominator_closure	`Monocular Depth Perception Enhancement Based on Joint Shading/Contrast Model and Motion Parallax (JSM)` 针对 The qualitative evaluation, ablation study, and subjective user evaluation proved the advantages and practicability of the proposed framework.；摘要证据边界为 The qualitative evaluation, ablation study, and subjective user evaluation proved the advantages and practicability of the proposed framework.。逐项语义复核后，变化仍属于该 family 的单一任务、局部模型/优化器、专用数据集或 evaluator，未重新分配长期 state/data/control owner，也未改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存条件，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.17254	SF-2026-ARXIV-2605-17254	CatalyticMLLM: A Graph-Text Multimodal Large Language Model for Catalytic Materials	pre_denominator_closure	`CatalyticMLLM: A Graph-Text Multimodal Large Language Model for Catalytic Materials` 针对 Property prediction and inverse structural design of catalytic materials are typically modeled as two independent tasks: the former predicts target properties from given structures, whereas the latter generates candidate structures according to desired properties.；摘要证据边界为 Although the decoupled paradigm facilitates the implementation of a ``generation--evaluation--screening'' workflow, the inconsistency between the generative model and the property prediction model in terms of representation spaces and training objectives can readily introduce data…。逐项语义复核后，变化仍属于该 family 的单一任务、局部模型/优化器、专用数据集或 evaluator，未重新分配长期 state/data/control owner，也未改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存条件，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.17255	SF-2026-ARXIV-2605-17255	CAM-Bench: A Benchmark for Computational and Applied Mathematics in Lean	pre_denominator_closure	`CAM-Bench: A Benchmark for Computational and Applied Mathematics in Lean` 针对 We introduce CAM-Bench, a Lean 4 theorem-proving benchmark of 1,000 Lean proof targets in computational and applied mathematics, with coverage spanning optimization, numerical linear algebra, and numerical analysis.；摘要证据边界为 Formal theorem-proving benchmarks enable mechanically verifiable evaluation of mathematical reasoning in large language models.。逐项语义复核后，变化仍属于该 family 的单一任务、局部模型/优化器、专用数据集或 evaluator，未重新分配长期 state/data/control owner，也未改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存条件，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.17256	SF-2026-ARXIV-2605-17256	Latency-Aware Deep Learning Benchmark for Real-Time Cyber-Physical Attack and Fault Classification in Inverter-Dominated Power Grids	pre_denominator_closure	`Latency-Aware Deep Learning Benchmark for Real-Time Cyber-Physical Attack and Fault Classification in Inverter-Dominated Power Grids` 针对 This work introduces a latency-aware benchmarking framework for evaluating deep learning models in power system anomaly detection using high-fidelity, time-domain signals generated from an industry-grade electromagnetic transient simulator.；摘要证据边界为 The findings establish a reproducible benchmark for sub-cycle anomaly detection and provide guidance for transitioning machine learning methods from research prototypes to real-world protection applications.。逐项语义复核后，变化仍属于该 family 的单一任务、局部模型/优化器、专用数据集或 evaluator，未重新分配长期 state/data/control owner，也未改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存条件，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.17260	SF-2026-ARXIV-2605-17260	LiteFrame: Efficient Vision Encoders Unlock Frame Scaling in Video LLMs	retained	post-hoc visual-token reduction 会把瓶颈推回逐帧 vision encoder；compressed-token distillation 让 encoder 直接生成时空压缩表示，交换 teacher 成本、表示偏差和 frame coverage。	deep_complete	accessible	MULTIMODAL-REPRESENTATION	Integrate
2605.17261	SF-2026-ARXIV-2605-17261	Unlocking Biological Workflows for Robust Protein-Text Question Answering: A Dual-Dimensional RAG Framework	pre_denominator_closure	`Unlocking Biological Workflows for Robust Protein-Text Question Answering: A Dual-Dimensional RAG Framework` 针对 To bridge this gap, we propose 2D-ProteinRAG, a novel framework that empowers LLMs to operate within the gold-standard biological research workflow (BLAST).；摘要证据边界为 Extensive evaluations on both In-Distribution and diverse biological OOD benchmarks demonstrate that 2D-ProteinRAG consistently achieves state-of-the-art performance, outperforming fine-tuned baselines and other RAG methods.。逐项语义复核后，变化仍属于该 family 的单一任务、局部模型/优化器、专用数据集或 evaluator，未重新分配长期 state/data/control owner，也未改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存条件，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.17262	SF-2026-ARXIV-2605-17262	EgoIntrospect: An Egocentric Dataset and Benchmark for User-Centric Internal State Reasoning	pre_denominator_closure	`EgoIntrospect: An Egocentric Dataset and Benchmark for User-Centric Internal State Reasoning` 针对 In this work, we introduce EgoIntrospect, the first egocentric dataset captured in user-driven scenarios with self-annotations that explicitly reveal users' interactive intentions with AI assistants.；摘要证据边界为 Project page: https://ego-introspect.github.io/。逐项语义复核后，变化仍属于该 family 的单一任务、局部模型/优化器、专用数据集或 evaluator，未重新分配长期 state/data/control owner，也未改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存条件，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.17264	SF-2026-ARXIV-2605-17264	Stretch-ICP: A Continuous-Trajectory Registration and Deskewing Algorithm in Scenarios of Aggressive Motions	pre_denominator_closure	`Stretch-ICP: A Continuous-Trajectory Registration and Deskewing Algorithm in Scenarios of Aggressive Motions` 针对 To investigate this issue, we introduce the Tumbling-Induced Gyroscope Saturation (TIGS) dataset, which consists of recordings from a mechanical lidar and an Inertial Measurement Unit (IMU) tumbling down a hill.；摘要证据边界为 Together, these contributions improve the robustness and consistency of lidar-inertial state estimation under aggressive motions.。逐项语义复核后，变化仍属于该 family 的单一任务、局部模型/优化器、专用数据集或 evaluator，未重新分配长期 state/data/control owner，也未改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存条件，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.17265	SF-2026-ARXIV-2605-17265	When Molecular Similarity Works: Property Cliffs Reveal Hidden Errors	pre_denominator_closure	`When Molecular Similarity Works: Property Cliffs Reveal Hidden Errors` 针对 Accurate prediction of molecular properties underpins drug discovery and material design, yet even state-of-the-art models remain vulnerable to localized failure modes that aggregate metrics cannot detect.；摘要证据边界为 The places where molecular similarity should be most helpful are also places where standard evaluation can be most misleading.。逐项语义复核后，变化仍属于该 family 的单一任务、局部模型/优化器、专用数据集或 evaluator，未重新分配长期 state/data/control owner，也未改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存条件，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.17267	SF-2026-ARXIV-2605-17267	RAGR: Review-Augmented Generative Recommendation	pre_denominator_closure	`RAGR: Review-Augmented Generative Recommendation` 针对 Although recent generative recommendation (GR) methods introduce new machinery, such as semantic IDs, autoregressive decoding, and unified token spaces, they largely inherit the same item-only modeling assumption.；摘要证据边界为 Experiments on three real-world datasets show that RAGR yields consistent and significant gains over strong GR backbones.。逐项语义复核后，变化仍属于该 family 的单一任务、局部模型/优化器、专用数据集或 evaluator，未重新分配长期 state/data/control owner，也未改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存条件，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.17268	SF-2026-ARXIV-2605-17268	Is VLA Reasoning Faithful? Probing Safety of Chain-of-Causation in Autonomous Driving Models	retained	VLA 的自然语言 rationale 不能取得 trajectory safety authority；reasoning fidelity、entity/action consistency 与视觉扰动稳定性必须成为独立传感器并由安全控制器提交动作。	deep_complete	accessible	MULTIMODAL-EMBODIED-VLA	Integrate
2605.17269	SF-2026-ARXIV-2605-17269	Calibeating for general proper losses: A Bregman divergence approach	pre_denominator_closure	`Calibeating for general proper losses: A Bregman divergence approach` 针对 Of potential independent interest, we also show a new regret equality for the regret of Be The Regularized Leader.；摘要证据边界为 Of potential independent interest, we also show a new regret equality for the regret of Be The Regularized Leader.。逐项语义复核后，变化仍属于该 family 的单一任务、局部模型/优化器、专用数据集或 evaluator，未重新分配长期 state/data/control owner，也未改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存条件，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.17270	SF-2026-ARXIV-2605-17270	Beyond Detection: A Structure-Aware Framework for Scene Text Tracking	pre_denominator_closure	`Beyond Detection: A Structure-Aware Framework for Scene Text Tracking` 针对 Modern visual object trackers show impressive results on general targets, yet their performance drops substantially when dealing with scene text.；摘要证据边界为 Modern visual object trackers show impressive results on general targets, yet their performance drops substantially when dealing with scene text.。逐项语义复核后，变化仍属于该 family 的单一任务、局部模型/优化器、专用数据集或 evaluator，未重新分配长期 state/data/control owner，也未改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存条件，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.17271	SF-2026-ARXIV-2605-17271	Scalable Bi-causal Optimal Transport via KL Relaxation and Policy Gradients	pre_denominator_closure	`Scalable Bi-causal Optimal Transport via KL Relaxation and Policy Gradients` 针对 We develop a scalable stochastic-optimization framework for computing bi-causal OT couplings under general marginals.；摘要证据边界为 Numerical experiments show that the method accurately captures marginal laws and temporal dependence, and performs well in applications including robust subhedging and time series statistical downscaling.。逐项语义复核后，变化仍属于该 family 的单一任务、局部模型/优化器、专用数据集或 evaluator，未重新分配长期 state/data/control owner，也未改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存条件，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.17273	SF-2026-ARXIV-2605-17273	Position: State-of-the-Art Claims Require State-of-the-Art Evidence	retained	SOTA claim 需要 effect size、consistency、uncertainty 与 task-level superiority 证据，平均分第一只证明 aggregate ranking，不证明广泛优越。	deep_complete	accessible	PLATFORM-EVALUATION-SYSTEM	No Change — Existing Coverage
