arxiv_id	title	screening_status	screening_reason	owner_node
2606.05208	Transformer-Enhanced Reinforcement Learning: Fundamentals and Applications in Communication Networks	pre_denominator_closed	Transformer-Enhanced Reinforcement Learning: Fundamentals and Applications in Communication Networks 的具体方法/主张是：In this paper, we present a comprehensive survey of Transformer-based RL algorithms and their applications in communication networks.；摘要报告/目标为：We conclude the paper by discussing challenges, open issues, and notable future research directions, including Transformer-enhanced DRL algorithms for semantic communication and network optimization.。排除边界：它是局部训练/压缩技巧，未改变 dataset/objective/checkpoint/runtime 的长期所有权合同；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2606.07568	A Systematic Study of Behavioral Cloning for Scientific Data Annotation	pre_denominator_closed	A Systematic Study of Behavioral Cloning for Scientific Data Annotation 的具体方法/主张是：We introduce a framework for studying behavioral cloning on scientific annotation: 9 synthetic tasks paired with synthetic annotations that simulate realistic human strategies including exploration, mistake correction, and strategic decision-making.；摘要报告/目标为：Fourth, linear probes reveal that models internally represent latent variables of the annotation process such as task phase and data position; interestingly, we find a shared mistake representation that generalizes across different annotation tasks.。排除边界：它增加任务切片或指标，但没有改变可复算 evaluator identity、运行时证据对象或 release gate；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2606.07569	TriHead-GAN: A Generative Adversarial Network with Triple-Head Discriminator for Carbon Emission Time Series Generation	pre_denominator_closed	TriHead-GAN: A Generative Adversarial Network with Triple-Head Discriminator for Carbon Emission Time Series Generation 的具体方法/主张是：We propose TriHead-GAN, a Transformer-based adversarial framework whose triple-head discriminator jointly supervises three complementary aspects of the joint distribution: distributional authenticity via a Wasserstein critic, cross-variable dependency via leakage-free regression of the target variable, and step-wise temporal smoothness via adjacent-difference prediction.；摘要报告/目标为：Experiments on the self-collected Changsha Carbon dataset, two public carbon datasets (China, US), and the ETTh1 benchmark show that TriHead-GAN achieves favorable performance over mainstream baselines on the vast majority of settings, and that the resulting synthetic windows improve downstream forecasting accuracy in low-resource carbon monitoring scenarios.。排除边界：它优化特定领域 workload，没有重新分配通用系统状态、控制权或证据提交权；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2606.07570	Can LLMs extract scientific consensus? A case study in high-temperature superconductivity	pre_denominator_closed	Can LLMs extract scientific consensus? A case study in high-temperature superconductivity 的具体方法/主张是：Ablation studies on LLM further show that the global structure remains robust across prompting, decoding, and model variations.；摘要报告/目标为：Ablation studies on LLM further show that the global structure remains robust across prompting, decoding, and model variations.。排除边界：它是 Agent 局部能力/应用方案，尚未建立新的 authority、durable state、effect commit 或 recovery contract；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2606.07571	Enabling KV Caching of Shared Prefix for Diffusion Language Models	retained_exact_v1_author_complete	Enabling KV Caching of Shared Prefix for Diffusion Language Models 的具体机制是：Our experiments show that applying these techniques to DLMs causes model accuracy to collapse to near zero.。长期变化：DLM bidirectional attention invalidates the immutable shared-prefix KV assumption and requires depth-scoped refresh. 因而保留 exact-v1 challenge；摘要结果“Evaluations demonstrate that bicache significantly improves serving throughput by 36.3%-98.3% compared to existing techniques without accuracy collapse (only 0-1.8% difference).”不作为最终证据。	INFER-KV-CACHE
2606.07572	Forecasting Japanese elections: A nonlinear machine-learning approach	pre_denominator_closed	Forecasting Japanese elections: A nonlinear machine-learning approach 的具体方法/主张是：This study introduces nonlinear machine-learning forecasting models, based on decision tree and ensemble learning methods, for predicting the outcomes of Japanese lower-house elections.；摘要报告/目标为：It offers a replicable framework that, when combined with the country-specific electoral theories of other nations, may enhance the predictive performance of forecasting models in broader national contexts.。排除边界：它优化特定领域 workload，没有重新分配通用系统状态、控制权或证据提交权；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2606.07574	Accelerating Birkhoff Projection for Manifold-Constrained Hyper-Connections	pre_denominator_closed	Accelerating Birkhoff Projection for Manifold-Constrained Hyper-Connections 的具体方法/主张是：This design introduces substantial computation and memory overhead, and may also yield inaccurate projections when the algorithm converges slowly on challenging inputs, undermining the intended norm-control and stability guarantees of mHCs.；摘要报告/目标为：Extensive experiments against representative open-source baselines demonstrate that the proposed solver yields substantially more reliable doubly stochastic projections -- especially when the input magnitude is large -- and achieves significant end-to-end speedups (including the backward pass), reaching over 20x acceleration at large batch sizes while maintaining orders of magnitude smaller marginal errors.。排除边界：它是 Agent 局部能力/应用方案，尚未建立新的 authority、durable state、effect commit 或 recovery contract；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2606.07575	Forward-Looking Stress Testing Under Macro Scenarios: Stable SVaR Estimation Using a Hybrid GPR-HS Framework with SACS	pre_denominator_closed	Forward-Looking Stress Testing Under Macro Scenarios: Stable SVaR Estimation Using a Hybrid GPR-HS Framework with SACS 的具体方法/主张是：Regulatory stress testing frameworks, including the Comprehensive Capital Analysis and Review (CCAR) and the Internal Capital Adequacy Assessment Process (ICAAP), require robust Stressed Value-at-Risk (SVaR) estimation under forward-looking macroeconomic scenarios.；摘要报告/目标为：The results support GPR-HS with SACS as a stable and regulator-aligned approach for forward-looking SVaR and SES estimation in CCAR and ICAAP applications.。排除边界：它是 Agent 局部能力/应用方案，尚未建立新的 authority、durable state、effect commit 或 recovery contract；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2606.07576	When Should an AI Scientist Stop? Verifiable Experiment Steering and Refusal for Autonomous Discovery	pre_denominator_closed	When Should an AI Scientist Stop? Verifiable Experiment Steering and Refusal for Autonomous Discovery 的具体方法/主张是：We present CARTOGRAPH, a verification layer for AI scientists that couples unresolved-subspace experiment steering (select), explicit ambiguity closure (resolve), and residual-based library inadequacy detection (refuse).；摘要报告/目标为：Code is available at https://github.com/ai4science-boed/cartograph.git。排除边界：它是领域算法、理论或模型局部增量，未显示长期 state/data/control owner 或 evaluation contract 的变化；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2606.07577	OmniMem: Perturbation-aware Memory Compression for Streaming Audio-Visual LLMs	pre_denominator_closed	OmniMem: Perturbation-aware Memory Compression for Streaming Audio-Visual LLMs 的具体方法/主张是：We present OmniMem, a memory-efficient streaming framework designed specifically for audio-visual LLMs.；摘要报告/目标为：Experiments on VideoMME Long, LVBench, and LVOmniBench with video-SALMONN 2+ and Qwen-2.5-Omni show that OmniMem consistently improves over strong training-free compression baselines by 2-4% absolute accuracy under the same memory budgets, with an additional 1-2% gain after fine-tuning.。排除边界：它是 Agent 局部能力/应用方案，尚未建立新的 authority、durable state、effect commit 或 recovery contract；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2606.07578	MST-Direct at Scale: Multivariate and Conditional Geostatistical Simulation via Sinkhorn Optimal Transport	pre_denominator_closed	MST-Direct at Scale: Multivariate and Conditional Geostatistical Simulation via Sinkhorn Optimal Transport 的具体方法/主张是：Results show that MST-Direct reproduces the joint distribution with zero histogram error, exactly honours hard data, and accurately reproduces the prescribed spatial correlation structure, whereas PPMT remains an approximation.；摘要报告/目标为：Results show that MST-Direct reproduces the joint distribution with zero histogram error, exactly honours hard data, and accurately reproduces the prescribed spatial correlation structure, whereas PPMT remains an approximation.。排除边界：它增加任务切片或指标，但没有改变可复算 evaluator identity、运行时证据对象或 release gate；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2606.07580	Quantifying Uncertainty in Space Debris Capture with Active Tether-Net Systems Caused by Noisy Observations	pre_denominator_closed	Quantifying Uncertainty in Space Debris Capture with Active Tether-Net Systems Caused by Noisy Observations 的具体方法/主张是：As Low Earth Orbit has grown more crowded with space debris, the need for reliable and efficient debris removal solutions becomes more urgent.；摘要报告/目标为：A high-fidelity simulator and a lower-fidelity surrogate-based environment are used to demonstrate trade-offs between prediction accuracy versus ease of resolving uncertainties.。排除边界：它是领域算法、理论或模型局部增量，未显示长期 state/data/control owner 或 evaluation contract 的变化；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2606.07581	Training-Inference Kernel Contracts: Bounding Divergence in Post-Training and Deployment	retained_exact_v1_author_complete	Training-Inference Kernel Contracts: Bounding Divergence in Post-Training and Deployment 的具体机制是：A modern post-training pipeline often writes one symbol for its policy, pi_theta, while evaluating it through two different programs: a training kernel optimized for autograd and an inference kernel optimized for low-precision, fused, dynamically batched serving.。长期变化：training and serving kernels become explicit versioned execution identities with divergence clauses and promotion actions. 因而保留 exact-v1 challenge；摘要结果“This is a framework and vocabulary paper; we do not report production-scale empirical validation.”不作为最终证据。	PLATFORM-EVALUATION-SYSTEM
2606.07582	Customer Churn Prediction on Structured Data Using FT-Transformer and Stacking Ensembles	pre_denominator_closed	Customer Churn Prediction on Structured Data Using FT-Transformer and Stacking Ensembles 的具体方法/主张是：This study introduces a validated hybrid architecture that integrates feature-tokenized transformers (FT-Transformer) with gradient-boosted trees through calibration-aware stacking.；摘要报告/目标为：Ablation studies demonstrate that both the transformer component and stacking strategy contribute materially to performance.。排除边界：它增加任务切片或指标，但没有改变可复算 evaluator identity、运行时证据对象或 release gate；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2606.07583	Outage Detection in Self-Healing Smart Grids Using Reinforcement Learning with Spectral Graph Neural Networks	pre_denominator_closed	Outage Detection in Self-Healing Smart Grids Using Reinforcement Learning with Spectral Graph Neural Networks 的具体方法/主张是：In this paper, we propose a spectral graph reinforcement learning framework for outage management in distribution networks to enhance system resilience.；摘要报告/目标为：Experimental results show that our approach achieves near-optimal performance in real time and generalizes well across a wide range of outage scenarios.。排除边界：它是领域算法、理论或模型局部增量，未显示长期 state/data/control owner 或 evaluation contract 的变化；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2606.09855	MinhwaNet: Faithful but Insufficient Object Grounding in Korean Folk Painting	pre_denominator_closed	MinhwaNet: Faithful but Insufficient Object Grounding in Korean Folk Painting 的具体方法/主张是：Korean folk painting (minhwa) is built from a small vocabulary of auspicious symbols, a tiger for protection, a pair of birds for marital harmony, a peony for wealth, that recur across many of its painted genres.；摘要报告/目标为：Working with a public corpus that pairs whole paintings, eight-field bilingual curatorial captions, and a separate set of expert object crops, we find that this approach does not work.。排除边界：它增加任务切片或指标，但没有改变可复算 evaluator identity、运行时证据对象或 release gate；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2606.09856	Using Probabilistic Programs to Train Inductive Reasoning in Large Language Models	pre_denominator_closed	Using Probabilistic Programs to Train Inductive Reasoning in Large Language Models 的具体方法/主张是：In this work, we introduce a novel approach, called Program-based Posterior Training (PPT), to address these limitations: we use an LLM to generate diverse open-world scenarios as probabilistic programs, run probabilistic inference to produce distributional target responses to queries, and then fine-tune on these probabilistic soft labels.；摘要报告/目标为：Using this approach, we fine-tune LLMs on 10,000 programmatically generated scenarios and evaluate on held-out motifs, human-labeled judgments, and external benchmarks.。排除边界：它增加任务切片或指标，但没有改变可复算 evaluator identity、运行时证据对象或 release gate；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2606.20620	A Viscosity Semigroup Framework for Stable Image Reconstruction	pre_denominator_closed	A Viscosity Semigroup Framework for Stable Image Reconstruction 的具体方法/主张是：Starting from the axiomatic formulation of scale-space theory, we develop a viscosity-solution framework for multiscale image representations arising from degenerate elliptic-parabolic partial differential equations.；摘要报告/目标为：These observations are consistent with the stabilizing role suggested by the discussed viscosity theory.。排除边界：它是生成/表示质量的局部改进，未改变跨模态状态 owner、生成因子化、服务 commit 或物理闭环；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2606.20621	PEAR: Permutation-Equivariant Adaptive Routing Multi-Agent Debate	pre_denominator_closed	PEAR: Permutation-Equivariant Adaptive Routing Multi-Agent Debate 的具体方法/主张是：However, fixed topologies often introduce persistent positional biases, amplify unreliable agents, and cause high sensitivity to role assignments.；摘要报告/目标为：Comprehensive empirical evaluations across four reasoning benchmarks and six diverse LLM backbones demonstrate PEAR significantly improves average accuracy over the strongest debate baselines.。排除边界：它增加任务切片或指标，但没有改变可复算 evaluator identity、运行时证据对象或 release gate；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2606.20622	Darwin Mobile Agent: A Roadmap for Self-Evolution	pre_denominator_closed	Darwin Mobile Agent: A Roadmap for Self-Evolution 的具体方法/主张是：We propose the mobile Graphical User Interface (GUI) as a practical proxy for such a world and introduce Darwin Mobile Agent, an open-source infrastructure designed as a foundation for autonomous reinforcement learning in this domain.；摘要报告/目标为：This work establishes the practical and theoretical foundation necessary to move toward truly autonomous, self-evolving GUI agents.。排除边界：它是 Agent 局部能力/应用方案，尚未建立新的 authority、durable state、effect commit 或 recovery contract；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2606.20623	Path-dependent program induction under resource constraints explains human sequence learning	pre_denominator_closed	Path-dependent program induction under resource constraints explains human sequence learning 的具体方法/主张是：How do people build abstract, reusable knowledge from sequential experience under bounded cognitive resources?；摘要报告/目标为：These findings cast structured learning as bounded program induction in which the order of experience shapes future abstractions a learner builds.。排除边界：它是 Agent 局部能力/应用方案，尚未建立新的 authority、durable state、effect commit 或 recovery contract；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2606.20624	In LLM Reasoning, there is Irrationality on top of Value Misalignment	pre_denominator_closed	In LLM Reasoning, there is Irrationality on top of Value Misalignment 的具体方法/主张是：Significant progress has been made in aligning LLMs with target value functions.；摘要报告/目标为：The code is at https://github.com/EVIEHub/LLM-Rationality.。排除边界：它增加任务切片或指标，但没有改变可复算 evaluator identity、运行时证据对象或 release gate；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2606.20625	AlphaMemo: Structured Search-Process Memory for Self-Evolving Alpha Mining Agents	pre_denominator_closed	AlphaMemo: Structured Search-Process Memory for Self-Evolving Alpha Mining Agents 的具体方法/主张是：To address these challenges, we propose AlphaMemo, a self-evolving alpha mining agent with Structured Search-Process Memory.；摘要报告/目标为：Experiments on CSI 500 and S\&amp;P 500 show improved out-of-sample performance and fixed-budget discovery efficiency, with ablations validating the roles of residual learning, confidence gating, AST-diff motifs, and veto memory.。排除边界：它是 Agent 局部能力/应用方案，尚未建立新的 authority、durable state、effect commit 或 recovery contract；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2606.20626	Efficient Safety Benchmarking via Item Response Theory	pre_denominator_closed	Efficient Safety Benchmarking via Item Response Theory 的具体方法/主张是：First, we show that Item Response Theory (IRT) recovers interpretable structure on safety benchmarks, with ability estimates resolving differences among models that cluster at the ceiling of raw safety metrics.；摘要报告/目标为：Second, we show that adaptive item selection, which dynamically chooses informative items for each model based on its responses, approximates full-benchmark rankings while reducing evaluation cost by at least 80% on benchmarks where Spearman's $ρ&gt;$90% with full-benchmark is attainable, and by up to 99.9% on AIR-Bench 2024.。排除边界：它增加任务切片或指标，但没有改变可复算 evaluator identity、运行时证据对象或 release gate；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2606.20627	Latent Goal Prediction from Language for Model-Based Planning	pre_denominator_closed	Latent Goal Prediction from Language for Model-Based Planning 的具体方法/主张是：To address these challenges, we introduce Latent Goal Prediction from Language (LAGO), a framework that predicts both sequences of intermediate goal states from language instructions and action-conditioned rollouts, all within the same latent space.；摘要报告/目标为：By achieving robust and precise long-horizon planning purely from language, LAGO bridges the precision of visual goals with the flexibility of text-guided control.。排除边界：它增加任务切片或指标，但没有改变可复算 evaluator identity、运行时证据对象或 release gate；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26418	When Does Deep RL Beat Calibrated Baselines? A Benchmark Study on Adaptive Resource Control	pre_denominator_closed	When Does Deep RL Beat Calibrated Baselines? A Benchmark Study on Adaptive Resource Control 的具体方法/主张是：We study this in RLScale-Bench, a reproducible benchmark and evaluation protocol for DRL on adaptive resource control, where an agent allocates compute to a dynamic workload under cost and service-level constraints.；摘要报告/目标为：Three findings challenge common assumptions: (i) the calibrated controller achieves the lowest cost on all six workloads, though it trails the best RL agents on bursty and flash traffic; (ii) discrete-action algorithms outperform continuous-action ones by one to two orders of magnitude in constraint violations due to action-space mismatch; and (iii) no single algorithm dominates across workloads, with rankings shifti。排除边界：它增加任务切片或指标，但没有改变可复算 evaluator identity、运行时证据对象或 release gate；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26419	Amortized Factor Inference Networks for Posterior Inference	pre_denominator_closed	Amortized Factor Inference Networks for Posterior Inference 的具体方法/主张是：In this paper, we ask: is it possible to build a single inference network capable of generalizing across varying priors, likelihoods, and dimensionality?；摘要报告/目标为：Code is available at https://github.com/joohwanko/AFINs.。排除边界：它是局部训练/压缩技巧，未改变 dataset/objective/checkpoint/runtime 的长期所有权合同；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26421	HydraPrompt: An Adaptive and Asymmetric Framework of Vision-Language Models for Synthetic Image Detection	pre_denominator_closed	HydraPrompt: An Adaptive and Asymmetric Framework of Vision-Language Models for Synthetic Image Detection 的具体方法/主张是：To overcome this issue, we propose **HydraPrompt**, an asymmetric prompting framework that dynamically adjusts the category centers by aligning with fine-grained image cues.；摘要报告/目标为：Extensive experiments on popular SID benchmarks demonstrate the state-of-the-art performance of our framework.。排除边界：它增加任务切片或指标，但没有改变可复算 evaluator identity、运行时证据对象或 release gate；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26423	FM-fMRI: Event Conditioned Flow Matching for Rest-to-Task fMRI Time-Series Synthesis	pre_denominator_closed	FM-fMRI: Event Conditioned Flow Matching for Rest-to-Task fMRI Time-Series Synthesis 的具体方法/主张是：We propose FM-fMRI, an event-conditioned flow-matching model that learns a continuous-time conditional vector field to generate task ROI time series from a subject's rsfMRI and the task event information.；摘要报告/目标为：The code will be available on GitHub.。排除边界：其状态与验收属于医疗/科学领域任务，未改变通用 AI-System 的数据、runtime、deployment 或 evidence owner；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26424	Uniboost: Global Coordination with Value Alignment for Fair and Efficient Traffic Allocation	pre_denominator_closed	Uniboost: Global Coordination with Value Alignment for Fair and Efficient Traffic Allocation 的具体方法/主张是：To address these challenges, we propose Uniboost, a unified traffic allocation framework.；摘要报告/目标为：Collectively, our experiments show that Uniboost not only improves traffic allocation efficiency and recommendation performance at the micro level but also provides macro-level guidance for system iteration.。排除边界：它优化特定领域 workload，没有重新分配通用系统状态、控制权或证据提交权；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26428	Slide Deck Q&amp;A Quality Assurance App: A Multi-Stage Pipeline for Pedagogical Question Generation	pre_denominator_closed	Slide Deck Q&amp;A Quality Assurance App: A Multi-Stage Pipeline for Pedagogical Question Generation 的具体方法/主张是：Generating high-quality, pedagogically useful questions from lecture slide decks is difficult because important instructional content is distributed across both text and visual elements, and because useful questions must be scaffolded across the flow of a presentation rather than generated slide by slide in isolation.；摘要报告/目标为：The working system is at https://slidesqaqa-974767694043.us-west1.run.app The software repository is at https://github.com/blinding2submit/slidesqaqa。排除边界：它增加任务切片或指标，但没有改变可复算 evaluator identity、运行时证据对象或 release gate；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26429	Structure-Adaptive Conformal Inference for Large-Scale Out-of-Distribution Testing	pre_denominator_closed	Structure-Adaptive Conformal Inference for Large-Scale Out-of-Distribution Testing 的具体方法/主张是：To overcome this limitation, we propose the structure-adaptive conformal q-value (SCQ), a significance index that integrates individual test evidence with structural patterns.；摘要报告/目标为：Experiments on simulated and real data demonstrate that the proposed approach controls the false discovery rate and performs well across diverse settings.。排除边界：它是 Agent 局部能力/应用方案，尚未建立新的 authority、durable state、effect commit 或 recovery contract；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26430	Multi-Robot Box Transport over Different Surfaces with Decentralized Role-based Proportional Control	pre_denominator_closed	Multi-Robot Box Transport over Different Surfaces with Decentralized Role-based Proportional Control 的具体方法/主张是：Collaborative transport of objects via pushing by multiple robots has many applications, ranging from construction and warehouse environments to post disaster debris clean-up.；摘要报告/目标为：R2P2 is also successfully validated with a physical experiment, where it is executed onboard four turtlebots tasked with moving a 1.2 kg box.。排除边界：它是领域算法、理论或模型局部增量，未显示长期 state/data/control owner 或 evaluation contract 的变化；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26431	Probing LLMs for Syntactic Structure Beyond Universal Dependencies: A Minimalist Phase Account in English	pre_denominator_closed	Probing LLMs for Syntactic Structure Beyond Universal Dependencies: A Minimalist Phase Account in English 的具体方法/主张是：We show that LLMs encode syntactic distinctions not present in the Universal Dependencies (UD) tree distances that structural probes are trained to recover.；摘要报告/目标为：We show that LLMs encode syntactic distinctions not present in the Universal Dependencies (UD) tree distances that structural probes are trained to recover.。排除边界：它是领域算法、理论或模型局部增量，未显示长期 state/data/control owner 或 evaluation contract 的变化；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
