source_family_id	arxiv_id	route	title	abstract_basis	decision	decision_kind	stable_node_id	family_specific_reason
SF-2026-ARXIV-2606-24063	2606.24063	core_daily_semantic_review_required	Selective Capability Unlearning in End-to-End Spoken Language Understanding	Modern spoken language understanding (SLU) systems are increasingly deployed in real-world settings, where specific functionalities may need to be removed due to policy or safety constraints.	closed_pre_denominator	benchmark_only	—	`Selective Capability Unlearning in End-to-End Spoken Language Understanding`：Modern spoken language understanding (SLU) systems are increasingly deployed in real-world settings, where specific functionalities may need to be removed due to policy or safety constraints.；新增数据集或榜单但未改变通用 evaluation/release gate、failure authority 或平台 owner。
SF-2026-ARXIV-2606-24064	2606.24064	core_daily_semantic_review_required	Beyond Trajectory Imitation: Strategy-Guided Policy Optimization for LLM Reasoning	Distilling reasoning capabilities from strong to weak language models typically involves imitating specific solution trajectories, effectively transferring what to answer rather than how to reason.	closed_pre_denominator	benchmark_only	—	`Beyond Trajectory Imitation: Strategy-Guided Policy Optimization for LLM Reasoning`：Distilling reasoning capabilities from strong to weak language models typically involves imitating specific solution trajectories, effectively transferring what to answer rather than how to reason.；新增数据集或榜单但未改变通用 evaluation/release gate、failure authority 或平台 owner。
SF-2026-ARXIV-2606-24066	2606.24066	core_daily_semantic_review_required	VieSpeaker: A Large-Scale Vietnamese Speaker Recognition Dataset Beyond Visual Dependency	Speaker recognition has advanced rapidly with large-scale training datasets, yet Vietnamese remains under-resourced, with existing corpora limited in scale and acoustic diversity.	closed_pre_denominator	benchmark_only	—	`VieSpeaker: A Large-Scale Vietnamese Speaker Recognition Dataset Beyond Visual Dependency`：Speaker recognition has advanced rapidly with large-scale training datasets, yet Vietnamese remains under-resourced, with existing corpora limited in scale and acoustic diversity.；新增数据集或榜单但未改变通用 evaluation/release gate、failure authority 或平台 owner。
SF-2026-ARXIV-2606-24068	2606.24068	keyword_daily_semantic_review_required	ObsGraph: Hierarchical Observation Representation for Embodied Reasoning and Exploration	Embodied reasoning and exploration are increasingly considered crucial abilities for robots operating in complex and unfamiliar environments.	closed_pre_denominator	benchmark_only	—	`ObsGraph: Hierarchical Observation Representation for Embodied Reasoning and Exploration`：Embodied reasoning and exploration are increasingly considered crucial abilities for robots operating in complex and unfamiliar environments.；新增数据集或榜单但未改变通用 evaluation/release gate、failure authority 或平台 owner。
SF-2026-ARXIV-2606-24072	2606.24072	not_routed_by_keyword_contract	Fabric Image Demoiréing Benchmark from Synthesis to Restoration	Fabric moiré is a sampling-induced aliasing artifact caused by the interaction between fine textile patterns and camera sensor grids, producing structured interference that severely degrades image quality.	closed_pre_denominator	benchmark_only	—	`Fabric Image Demoiréing Benchmark from Synthesis to Restoration`：Fabric moiré is a sampling-induced aliasing artifact caused by the interaction between fine textile patterns and camera sensor grids, producing structured interference that severely degrades image quality.；新增数据集或榜单但未改变通用 evaluation/release gate、failure authority 或平台 owner。
SF-2026-ARXIV-2606-24073	2606.24073	core_daily_semantic_review_required	Hash Table Design for RDMA:Challenges and Opportunities	Hash tables complete the insertion, lookup, and deletion of a single key in constant time on average, and they are widely used in databases, key-value stores, and network systems.	closed_pre_denominator	outside_durable_scope	—	`Hash Table Design for RDMA:Challenges and Opportunities`：Hash tables complete the insertion, lookup, and deletion of a single key in constant time on average, and they are widely used in databases, key-value stores, and network systems.；主要对象不是长期 AI-System mechanism、state/data/control ownership 或 evaluation/release contract。
SF-2026-ARXIV-2606-24074	2606.24074	core_daily_semantic_review_required	Token Complexity of Certifying Stochastic-Oracle Reliability	Wang~\cite{Wang2026} introduced the Stochastic-Oracle Turing Machine (SOTM) framework and defined token complexity as the minimum expected cost of interacting with a stochastic oracle needed to attain a specified solution quality for a task.	retained_pending_exact_v1	durable_system_candidate	PLATFORM-EVALUATION-SYSTEM	`Token Complexity of Certifying Stochastic-Oracle Reliability` 明确改变 `PLATFORM-EVALUATION-SYSTEM` 的长期 mechanism/state/control 或 evaluation contract：Wang~\cite{Wang2026} introduced the Stochastic-Oracle Turing Machine (SOTM) framework and defined token complexity as the minimum expected cost of interacting with a stochastic oracle needed to attain a specified solution quality for a task.
SF-2026-ARXIV-2606-24075	2606.24075	core_daily_semantic_review_required	End-to-End Radar and Communication Modulation Recognition with Neuromorphic Computing	Although deep learning-based methods can achieve high accuracy in automatic modulation recognition (AMR) tasks, their high computational cost makes it difficult to strike a balance between accuracy and power consumption, thereby limiting their application on resource-constrained platforms.	closed_pre_denominator	benchmark_only	—	`End-to-End Radar and Communication Modulation Recognition with Neuromorphic Computing`：Although deep learning-based methods can achieve high accuracy in automatic modulation recognition (AMR) tasks, their high computational cost makes it difficult to strike a balance between accuracy and power consumption, thereby limiting their application on resource-constrained platforms.；新增数据集或榜单但未改变通用 evaluation/release gate、failure authority 或平台 owner。
SF-2026-ARXIV-2606-24077	2606.24077	core_daily_semantic_review_required	Sentence-Level Contextual Entrainment in Large Language Models	Contextual entrainment, which is a newly discovered phenomenon in large language models (LLMs), refers to the tendency of a model to assign higher probabilities to tokens that appear in its context.	closed_pre_denominator	benchmark_only	—	`Sentence-Level Contextual Entrainment in Large Language Models`：Contextual entrainment, which is a newly discovered phenomenon in large language models (LLMs), refers to the tendency of a model to assign higher probabilities to tokens that appear in its context.；新增数据集或榜单但未改变通用 evaluation/release gate、failure authority 或平台 owner。
SF-2026-ARXIV-2606-24078	2606.24078	not_routed_by_keyword_contract	MinInter: Minimizing Trajectory Interpolation During Data Augmentation for Imitation Learning	Imitation learning enables robots to acquire complex manipulation skills from demonstrations, but its effectiveness is limited by the cost of collecting high-quality data.	closed_pre_denominator	benchmark_only	—	`MinInter: Minimizing Trajectory Interpolation During Data Augmentation for Imitation Learning`：Imitation learning enables robots to acquire complex manipulation skills from demonstrations, but its effectiveness is limited by the cost of collecting high-quality data.；新增数据集或榜单但未改变通用 evaluation/release gate、failure authority 或平台 owner。
SF-2026-ARXIV-2606-24079	2606.24079	core_daily_semantic_review_required	Aquifer: Hierarchical Memory Pooling with CXL and RDMA for MicroVM Snapshots	Memory stranding wastes 25-35% of installed DRAM in production cloud clusters.	closed_pre_denominator	outside_durable_scope	—	`Aquifer: Hierarchical Memory Pooling with CXL and RDMA for MicroVM Snapshots`：Memory stranding wastes 25-35% of installed DRAM in production cloud clusters.；主要对象不是长期 AI-System mechanism、state/data/control ownership 或 evaluation/release contract。
SF-2026-ARXIV-2606-24080	2606.24080	keyword_daily_semantic_review_required	Audio--Image Alignment as a Continued-Pretraining Stage Improves Low-Resource ASR	Thousands of languages are spoken worldwide, yet many remain under-resourced for Automatic Speech Recognition (ASR) due to the limited availability of high-quality transcribed speech data.	closed_pre_denominator	benchmark_only	—	`Audio--Image Alignment as a Continued-Pretraining Stage Improves Low-Resource ASR`：Thousands of languages are spoken worldwide, yet many remain under-resourced for Automatic Speech Recognition (ASR) due to the limited availability of high-quality transcribed speech data.；新增数据集或榜单但未改变通用 evaluation/release gate、failure authority 或平台 owner。
SF-2026-ARXIV-2606-24081	2606.24081	core_daily_semantic_review_required	PixJail: Self-Evolving Paper-to-Pipeline Reproduction for Text-to-Image Jailbreak Evaluation	As Text-to-Image (T2I) jailbreak techniques evolve rapidly, existing benchmarks and reproduction workflows often struggle to keep pace.	retained_pending_exact_v1	durable_system_candidate	PLATFORM-EVALUATION-SYSTEM	`PixJail: Self-Evolving Paper-to-Pipeline Reproduction for Text-to-Image Jailbreak Evaluation` 明确改变 `PLATFORM-EVALUATION-SYSTEM` 的长期 mechanism/state/control 或 evaluation contract：As Text-to-Image (T2I) jailbreak techniques evolve rapidly, existing benchmarks and reproduction workflows often struggle to keep pace.
SF-2026-ARXIV-2606-24082	2606.24082	keyword_daily_semantic_review_required	Comparative Reasoning: Making an Audio Language Model Better at Comparing Emotions	Large audio-language models (LALMs) can reason about audio, yet it remains unclear whether they can perform comparative judgments between two speech signals along emotional, environmental, linguistic, prosodic, and interpersonal dimensions.	closed_pre_denominator	task_model_local	—	`Comparative Reasoning: Making an Audio Language Model Better at Comparing Emotions`：Large audio-language models (LALMs) can reason about audio, yet it remains unclear whether they can perform comparative judgments between two speech signals along emotional, environmental, linguistic, prosodic, and interpersonal dimensions.；贡献主要是单一预测/识别任务的模型或指标改进，不是长期 AI-System mechanism。
SF-2026-ARXIV-2606-24083	2606.24083	core_daily_semantic_review_required	CAVEWOMAN: How Large Language Models Behave Under Linguistic Input and Output Compression	"""Talk short."	closed_pre_denominator	benchmark_only	—	"`CAVEWOMAN: How Large Language Models Behave Under Linguistic Input and Output Compression`：""Talk short.；新增数据集或榜单但未改变通用 evaluation/release gate、failure authority 或平台 owner。"
SF-2026-ARXIV-2606-24084	2606.24084	core_daily_semantic_review_required	Blockwise Policy-Drift Gating for On-Policy Distillation	On-policy distillation (OPD) trains a student policy using teacher signals computed on trajectories sampled by the student itself.	closed_pre_denominator	benchmark_only	—	`Blockwise Policy-Drift Gating for On-Policy Distillation`：On-policy distillation (OPD) trains a student policy using teacher signals computed on trajectories sampled by the student itself.；新增数据集或榜单但未改变通用 evaluation/release gate、failure authority 或平台 owner。
SF-2026-ARXIV-2606-24086	2606.24086	not_routed_by_keyword_contract	A Fusion-Aware Two-Stage Framework for Mispronunciation Detection and Diagnosis in Low-Resource Modern Standard Arabic	Accurate phoneme recognition is pivotal for mispronunciation detection and diagnosis (MDD) in modern standard Arabic (MSA), yet remains constrained by data scarcity and the synthetic-real domain gap.	closed_pre_denominator	task_model_local	—	`A Fusion-Aware Two-Stage Framework for Mispronunciation Detection and Diagnosis in Low-Resource Modern Standard Arabic`：Accurate phoneme recognition is pivotal for mispronunciation detection and diagnosis (MDD) in modern standard Arabic (MSA), yet remains constrained by data scarcity and the synthetic-real domain gap.；贡献主要是单一预测/识别任务的模型或指标改进，不是长期 AI-System mechanism。
SF-2026-ARXIV-2606-24087	2606.24087	core_daily_semantic_review_required	NeuroSonic: Conditional Flow Matching for EEG-to-Speech Reconstruction	Reconstructing continuous speech from scalp electroencephalography (EEG) remains fundamentally challenging.	closed_pre_denominator	benchmark_only	—	`NeuroSonic: Conditional Flow Matching for EEG-to-Speech Reconstruction`：Reconstructing continuous speech from scalp electroencephalography (EEG) remains fundamentally challenging.；新增数据集或榜单但未改变通用 evaluation/release gate、failure authority 或平台 owner。
SF-2026-ARXIV-2606-24088	2606.24088	not_routed_by_keyword_contract	Autoencoder based optimized SSL representations: Complexity Minimization and improved Dysarthric ASR	Self-supervised learning (SSL) models extract rich speech representations but often come with high-dimensional features, increasing computational complexity.	closed_pre_denominator	outside_durable_scope	—	`Autoencoder based optimized SSL representations: Complexity Minimization and improved Dysarthric ASR`：Self-supervised learning (SSL) models extract rich speech representations but often come with high-dimensional features, increasing computational complexity.；主要对象不是长期 AI-System mechanism、state/data/control ownership 或 evaluation/release contract。
SF-2026-ARXIV-2606-24089	2606.24089	core_daily_semantic_review_required	DynaWM: Dynamics-Aware Distillation with World Model and Momentum Targets for Smooth Locomotion over Continuous Stairs	Recent advances in control have enabled bipedal-wheeled robots to traverse slopes and single-step obstacles, yet long staircase traversal remains challenging as current teacher-student frameworks suffer from weakened dynamics-aware representations and incomplete terrain geometry encoding.	closed_pre_denominator	embodied_task_local	—	`DynaWM: Dynamics-Aware Distillation with World Model and Momentum Targets for Smooth Locomotion over Continuous Stairs`：Recent advances in control have enabled bipedal-wheeled robots to traverse slopes and single-step obstacles, yet long staircase traversal remains challenging as current teacher-student frameworks suffer from weakened dynamics-aware representations and incomplete terrain geometry encoding.；具身任务增量没有形成跨环境可复用的 state/action ownership、fallback 与部署契约。
SF-2026-ARXIV-2606-24092	2606.24092	keyword_daily_semantic_review_required	Progressive Pixel-Neighborhood Deformable Cross-Attention for Multispectral Object Detection	Effective cross-modal feature alignment and interaction are central challenges in multispectral object detection.	closed_pre_denominator	task_model_local	—	`Progressive Pixel-Neighborhood Deformable Cross-Attention for Multispectral Object Detection`：Effective cross-modal feature alignment and interaction are central challenges in multispectral object detection.；贡献主要是单一预测/识别任务的模型或指标改进，不是长期 AI-System mechanism。
SF-2026-ARXIV-2606-24093	2606.24093	core_daily_semantic_review_required	Predicting Poets' Origins from Verse: A Computational Analysis of Regional Linguistic Fingerprints in the Complete Tang Poems	We ask whether the geographic origin of Tang-dynasty poets leaves a detectable linguistic trace in their work.	closed_pre_denominator	task_model_local	—	`Predicting Poets' Origins from Verse: A Computational Analysis of Regional Linguistic Fingerprints in the Complete Tang Poems`：We ask whether the geographic origin of Tang-dynasty poets leaves a detectable linguistic trace in their work.；贡献主要是单一预测/识别任务的模型或指标改进，不是长期 AI-System mechanism。
SF-2026-ARXIV-2606-24094	2606.24094	keyword_daily_semantic_review_required	Universal Guideline-Driven Image Clustering via a Hybrid LLM Agent	Unifying image clustering across different clustering scenarios remains challenging due to fundamental gaps among tasks.	closed_pre_denominator	model_or_agent_method_local	—	`Universal Guideline-Driven Image Clustering via a Hybrid LLM Agent`：Unifying image clustering across different clustering scenarios remains challenging due to fundamental gaps among tasks.；模型/Agent 方法或能力增量没有改变长期平台机制、资源边界、权威状态或 release contract。
SF-2026-ARXIV-2606-24096	2606.24096	core_daily_semantic_review_required	Beyond Bayer: Task-Optimal Sensor Co-Design for Robust Autonomous-Driving Segmentation	Robust perception underpins autonomous driving, and most recent progress comes from scaling the model-larger backbones, foundation models, and cooperative multi-agent fusion.	closed_pre_denominator	embodied_task_local	—	`Beyond Bayer: Task-Optimal Sensor Co-Design for Robust Autonomous-Driving Segmentation`：Robust perception underpins autonomous driving, and most recent progress comes from scaling the model-larger backbones, foundation models, and cooperative multi-agent fusion.；具身任务增量没有形成跨环境可复用的 state/action ownership、fallback 与部署契约。
SF-2026-ARXIV-2606-24098	2606.24098	core_daily_semantic_review_required	Is Higher Team Gender Diversity Correlated with Better Scientific Impact?	Collaborative research involving scholars of various genders constitutes a prominent theme in scientific research that has garnered substantial attention.	closed_pre_denominator	model_or_agent_method_local	—	`Is Higher Team Gender Diversity Correlated with Better Scientific Impact?`：Collaborative research involving scholars of various genders constitutes a prominent theme in scientific research that has garnered substantial attention.；模型/Agent 方法或能力增量没有改变长期平台机制、资源边界、权威状态或 release contract。
SF-2026-ARXIV-2606-24099	2606.24099	core_daily_semantic_review_required	Exploring Academic Influence of Algorithms by Co-occurrence Network Based on Full-text of Academic Papers	Algorithms have become central to scientific research in the era of artificial intelligence (AI).	closed_pre_denominator	survey_or_position	—	`Exploring Academic Influence of Algorithms by Co-occurrence Network Based on Full-text of Academic Papers`：Algorithms have become central to scientific research in the era of artificial intelligence (AI).；材料以综述/观点/分类为主，未给出可独立验收的 durable mechanism。
SF-2026-ARXIV-2606-24101	2606.24101	keyword_daily_semantic_review_required	NavWM: A Unified Navigation World Model for Foresight-Driven Planning	Conventional visual navigation policies often struggle with myopic decision-making and mode collapse in complex environments.	closed_pre_denominator	benchmark_only	—	`NavWM: A Unified Navigation World Model for Foresight-Driven Planning`：Conventional visual navigation policies often struggle with myopic decision-making and mode collapse in complex environments.；新增数据集或榜单但未改变通用 evaluation/release gate、failure authority 或平台 owner。
SF-2026-ARXIV-2606-24102	2606.24102	core_daily_semantic_review_required	PORTER: Language-Grounded Event Representations for Portable Structured EHR Foundation Models	Most electronic health record (EHR) foundation models encode clinical events as discrete event tokens from a fixed vocabulary and therefore cannot directly represent events containing unseen concepts or new combinations of concepts and attributes such as numeric values.	closed_pre_denominator	domain_result	—	`PORTER: Language-Grounded Event Representations for Portable Structured EHR Foundation Models`：Most electronic health record (EHR) foundation models encode clinical events as discrete event tokens from a fixed vocabulary and therefore cannot directly represent events containing unseen concepts or new combinations of concepts and attributes such as numeric values.；结论停留在医疗/临床数据或任务 owner，未改变跨任务 AI-System 的状态、控制或发布契约。
SF-2026-ARXIV-2606-24104	2606.24104	core_daily_semantic_review_required	The impact of generative artificial intelligence on academic development of Chinese students in humanities and social sciences	Generative artificial intelligence(GenAI) is reshaping learning in higher education, with particularly pronounced implications for the humanities and social sciences(HSS), where learning outcomes are commonly expressed through written and interpretive forms that align closely with GenAI's capabilities.	closed_pre_denominator	survey_or_position	—	`The impact of generative artificial intelligence on academic development of Chinese students in humanities and social sciences`：Generative artificial intelligence(GenAI) is reshaping learning in higher education, with particularly pronounced implications for the humanities and social sciences(HSS), where learning outcomes are commonly expressed through written and interpretive forms that align closely with GenAI's capabilities.；材料以综述/观点/分类为主，未给出可独立验收的 durable mechanism。
SF-2026-ARXIV-2606-24105	2606.24105	not_routed_by_keyword_contract	DoHFuse: A Dual-Branch Architecture with DMAGLSTM for Website Fingerprinting over DNS over HTTPS/3	As personal data privacy becomes increasingly critical in Internet of Things (IoT) environments, secure DNS protocols such as DNS over HTTPS (DoH) and DNS over TLS (DoT) have been widely adopted to protect device communications.	closed_pre_denominator	benchmark_only	—	`DoHFuse: A Dual-Branch Architecture with DMAGLSTM for Website Fingerprinting over DNS over HTTPS/3`：As personal data privacy becomes increasingly critical in Internet of Things (IoT) environments, secure DNS protocols such as DNS over HTTPS (DoH) and DNS over TLS (DoT) have been widely adopted to protect device communications.；新增数据集或榜单但未改变通用 evaluation/release gate、failure authority 或平台 owner。
SF-2026-ARXIV-2606-24107	2606.24107	core_daily_semantic_review_required	DramaDirector: Geometry-Guided Short Drama Generation	Short dramas, with their rapid shot rhythms, dialogue-driven focus shifts, and demanding cinematographic grounding, pose challenges that prompt-level or text-only video generation pipelines struggle to meet.	closed_pre_denominator	benchmark_only	—	`DramaDirector: Geometry-Guided Short Drama Generation`：Short dramas, with their rapid shot rhythms, dialogue-driven focus shifts, and demanding cinematographic grounding, pose challenges that prompt-level or text-only video generation pipelines struggle to meet.；新增数据集或榜单但未改变通用 evaluation/release gate、failure authority 或平台 owner。
SF-2026-ARXIV-2606-24112	2606.24112	core_daily_semantic_review_required	ReMMD: Realistic Multilingual Multi-Image Agentic Verification for Multimodal Misinformation Detection	Multimodal misinformation detection is increasingly important because viral posts now combine long multilingual narratives, several images, mixed provenance, and subtle cross-modal framing errors.	closed_pre_denominator	benchmark_only	—	`ReMMD: Realistic Multilingual Multi-Image Agentic Verification for Multimodal Misinformation Detection`：Multimodal misinformation detection is increasingly important because viral posts now combine long multilingual narratives, several images, mixed provenance, and subtle cross-modal framing errors.；新增数据集或榜单但未改变通用 evaluation/release gate、failure authority 或平台 owner。
SF-2026-ARXIV-2606-24113	2606.24113	core_daily_semantic_review_required	FedUP: One-Shot Federated Unlearning via Centroid-Guided Plug-in Filters	Federated unlearning (FU) is critical for complying with legal mandates like the right to be forgotten in decentralized systems, yet current methods face a persistent dilemma between non-target knowledge loss and high request latency.	closed_pre_denominator	outside_durable_scope	—	`FedUP: One-Shot Federated Unlearning via Centroid-Guided Plug-in Filters`：Federated unlearning (FU) is critical for complying with legal mandates like the right to be forgotten in decentralized systems, yet current methods face a persistent dilemma between non-target knowledge loss and high request latency.；主要对象不是长期 AI-System mechanism、state/data/control ownership 或 evaluation/release contract。
SF-2026-ARXIV-2606-24115	2606.24115	core_daily_semantic_review_required	A Benchmark for Hallucination Detection in VLMs for Gastrointestinal Endoscopy	Vision-language models (VLMs) are prone to hallucination, which remains a major barrier to their safe deployment in clinical practice.	closed_pre_denominator	domain_result	—	`A Benchmark for Hallucination Detection in VLMs for Gastrointestinal Endoscopy`：Vision-language models (VLMs) are prone to hallucination, which remains a major barrier to their safe deployment in clinical practice.；结论停留在医疗/临床数据或任务 owner，未改变跨任务 AI-System 的状态、控制或发布契约。
SF-2026-ARXIV-2606-24118	2606.24118	not_routed_by_keyword_contract	An LMM for Precisely Grounding Elements in Documents	Visual grounding in documents is a crucial ability for Large Multimodal Models (LMMs) in areas such as document understanding, deep research and document error detection.	closed_pre_denominator	benchmark_only	—	`An LMM for Precisely Grounding Elements in Documents`：Visual grounding in documents is a crucial ability for Large Multimodal Models (LMMs) in areas such as document understanding, deep research and document error detection.；新增数据集或榜单但未改变通用 evaluation/release gate、failure authority 或平台 owner。
SF-2026-ARXIV-2606-24119	2606.24119	core_daily_semantic_review_required	When Top-1 Fails: Calibrating LoRA Monitors for Masked Diffusion LMs	Discrete diffusion language model (DLM) fine-tuning inherits inexpensive diagnostics from denoising-time confidence monitors, but their PEFT-training meaning is untested.	retained_pending_exact_v1	durable_system_candidate	PLATFORM-MONITORING	`When Top-1 Fails: Calibrating LoRA Monitors for Masked Diffusion LMs` 明确改变 `PLATFORM-MONITORING` 的长期 mechanism/state/control 或 evaluation contract：Discrete diffusion language model (DLM) fine-tuning inherits inexpensive diagnostics from denoising-time confidence monitors, but their PEFT-training meaning is untested.
SF-2026-ARXIV-2606-24120	2606.24120	keyword_daily_semantic_review_required	Flood Mapping from RGB imagery using a Vision Foundation Model	Timely, high-resolution maps of flood extent around settlements are essential for emergency response and damage assessment.	closed_pre_denominator	benchmark_only	—	`Flood Mapping from RGB imagery using a Vision Foundation Model`：Timely, high-resolution maps of flood extent around settlements are essential for emergency response and damage assessment.；新增数据集或榜单但未改变通用 evaluation/release gate、failure authority 或平台 owner。
SF-2026-ARXIV-2606-24122	2606.24122	not_routed_by_keyword_contract	Bengal-HP_RU: A Dataset of Bengal People For Head Pose Estimation	Existing head pose datasets predominantly feature subjects of Western or East Asian origin, leaving South Asian populations, particularly Bengali individuals, largely underrepresented.	closed_pre_denominator	benchmark_only	—	`Bengal-HP_RU: A Dataset of Bengal People For Head Pose Estimation`：Existing head pose datasets predominantly feature subjects of Western or East Asian origin, leaving South Asian populations, particularly Bengali individuals, largely underrepresented.；新增数据集或榜单但未改变通用 evaluation/release gate、failure authority 或平台 owner。
SF-2026-ARXIV-2606-24123	2606.24123	keyword_daily_semantic_review_required	Aligning MusicLLM with Emotion using Instruction Tuning and Feedback-Driven Alignment	This paper investigates whether music large language models (MusicLLMs) can be aligned for emotion regression.	closed_pre_denominator	model_or_agent_method_local	—	`Aligning MusicLLM with Emotion using Instruction Tuning and Feedback-Driven Alignment`：This paper investigates whether music large language models (MusicLLMs) can be aligned for emotion regression.；模型/Agent 方法或能力增量没有改变长期平台机制、资源边界、权威状态或 release contract。
SF-2026-ARXIV-2606-24124	2606.24124	core_daily_semantic_review_required	VeryTrace: Verifying Reasoning Traces through Compilable Formalism and Structured Verification	Multi-step reasoning with Chain-of-Thought (CoT) prompting remains fragile: logical errors or hallucinations in early steps silently propagate, producing confident but incorrect conclusions.	retained_pending_exact_v1	durable_system_candidate	PLATFORM-EVALUATION-SYSTEM	`VeryTrace: Verifying Reasoning Traces through Compilable Formalism and Structured Verification` 明确改变 `PLATFORM-EVALUATION-SYSTEM` 的长期 mechanism/state/control 或 evaluation contract：Multi-step reasoning with Chain-of-Thought (CoT) prompting remains fragile: logical errors or hallucinations in early steps silently propagate, producing confident but incorrect conclusions.
