report_date	source_family	primary_identifier	stable_node	owner_path	body_locator	proof_kind	persistence_score	evidence_locator	delta_sha256	daily_delta	semantic_status	refine_disposition	finding
2026-06-02	SF-CONSERVE-CONVERSATION-PLACEMENT	arXiv:2606.01839v1	INFER-SCHEDULING	books/part-05-inference-system/56-inference-scheduling.md	## 从逐配置压测到校准后的配置搜索	fresh_receipt_plus_persisted_proposition	0.056458	## Review notes	b544977644575cdb	补 conversation-lifetime placement：一次 KV transfer 后固定 decoder，以可观察 state 取代逐 turn prediction。	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta b544977644575cdb 已对齐到具体正文命题 ## 从逐配置压测到校准后的配置搜索；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.056458；精确来源身份保留在 ## Review notes。
2026-06-02	SF-COMPRESSION-UNCERTAINTY	arXiv:2606.01850v1	PLATFORM-EVALUATION-SYSTEM	books/part-06-ai-infrastructure/66-evaluation-system.md	## 评估对象有四个层次	fresh_receipt_plus_persisted_proposition	0.053387	## Review notes	01c770df2e2d30cd	压缩评估通常只比较 accuracy/perplexity，却可能遗漏置信集合扩大与 selective-risk 变化。	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta 01c770df2e2d30cd 已对齐到具体正文命题 ## 评估对象有四个层次；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.053387；精确来源身份保留在 ## Review notes。
2026-06-02	SF-ASYNC-INFERENCE-OVERHEADS	arXiv:2606.01927v1	INFER-REQUEST-LIFECYCLE	books/part-05-inference-system/42-what-happens-during-inference.md	## 三层观察模型	fresh_receipt_plus_persisted_proposition	0.054848	## Review notes	6b4a5e3a5942f504	补 scheduling/I/O overlap、sequence-parallel sampling 与 Amdahl optimal-TP 边界。	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta 6b4a5e3a5942f504 已对齐到具体正文命题 ## 三层观察模型；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.054848；精确来源身份保留在 ## Review notes。
2026-06-02	SF-DRIFT-TELBENCH	arXiv:2606.02060v1	PLATFORM-EVALUATION-SYSTEM	books/part-06-ai-infrastructure/66-evaluation-system.md	## Scorer 不是绝对真相	fresh_receipt_plus_persisted_proposition	0.130178	## Review notes	cb5393a54a64fcbb	补 outcome→span→first harmful commitment→claim propagation。	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta cb5393a54a64fcbb 已对齐到具体正文命题 ## Scorer 不是绝对真相；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.130178；精确来源身份保留在 ## Review notes。
2026-06-02	SF-CONSENT-INTEGRITY	arXiv:2606.02668v1	PLATFORM-SECURITY	books/part-06-ai-infrastructure/72-security.md	## Prompt Injection 与 Tool Boundary	fresh_receipt_plus_persisted_proposition	0.065659	## Review notes	d4efdef8246b9653	由 agent 自己撰写 approval summary 时，人批准的是可伪造 narration 而非真实 action。	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta d4efdef8246b9653 已对齐到具体正文命题 ## Prompt Injection 与 Tool Boundary；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.065659；精确来源身份保留在 ## Review notes。
2026-06-02	SF-DFLARE-DIFFUSION-SPECULATION	arXiv:2606.02091v1	INFER-SPECULATIVE-DECODING	books/part-05-inference-system/48-speculative-decoding.md	## Drafter 的演进：从辅助模型到受治理的 Serving Artifact	fresh_receipt_plus_persisted_proposition	0.120282	## Review notes	d73fda50144ac855	增加 per-draft-layer target-feature fusion 作为扩大 draft capacity 的机制与成本。	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta d73fda50144ac855 已对齐到具体正文命题 ## Drafter 的演进：从辅助模型到受治理的 Serving Artifact；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.120282；精确来源身份保留在 ## Review notes。
2026-06-02	SF-STRAGGLER-AWARE-RL-GROUP	arXiv:2606.02218v1	TRAIN-GRPO	books/part-04-training-system/33-grpo.md	## Group Size 改变什么	fresh_receipt_plus_persisted_proposition	0.181806	## Review notes	79d3510a0cae3137	增加在保持同步 on-policy 下按 posterior straggler risk 动态选择 group size。	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta 79d3510a0cae3137 已对齐到具体正文命题 ## Group Size 改变什么；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.181806；精确来源身份保留在 ## Review notes。
2026-06-02	SF-LLMFI-ERROR-PROPAGATION	arXiv:2606.02430v1	PLATFORM-EVALUATION-SYSTEM	books/part-06-ai-infrastructure/66-evaluation-system.md	## 评估对象有四个层次	fresh_receipt_plus_persisted_proposition	0.089940	## Review notes	f20cfc9d2429f11b	补 LLM inference 中 layer/operation/token/task 的 propagation chain 与 mitigation evidence boundary。	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta f20cfc9d2429f11b 已对齐到具体正文命题 ## 评估对象有四个层次；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.089940；精确来源身份保留在 ## Review notes。
2026-06-02	SF-GHOST-TOOL-ISSUE-PRIVACY	arXiv:2606.02483v1	PLATFORM-SECURITY	books/part-06-ai-infrastructure/72-security.md	## 从机制演进到系统设计	fresh_receipt_plus_persisted_proposition	0.268229	## Review notes	af28a89b1807b404	增加 issue-time observation effect：外部调用发送即泄露，commit-time cleanup 不能撤回。	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta af28a89b1807b404 已对齐到具体正文命题 ## 从机制演进到系统设计；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.268229；精确来源身份保留在 ## Review notes。
2026-06-02	SF-SKILLHARM-LIFECYCLE	arXiv:2606.02540v1	PLATFORM-SECURITY	books/part-06-ai-infrastructure/72-security.md	## 风险管理而不是一次性认证	fresh_receipt_plus_persisted_proposition	0.058604	## Review notes	e6d0c86dd9b4b122	一次 session 的 poisoned skill 测试会漏掉 persistent package 被静默改写后在未来复用触发的 harm。	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta e6d0c86dd9b4b122 已对齐到具体正文命题 ## 风险管理而不是一次性认证；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.058604；精确来源身份保留在 ## Review notes。
2026-06-02	SF-CROWDED-EMBEDDING-EXTERNALITY	arXiv:2606.28343v1	AGENT-RAG	books/part-07-agent/76-rag.md	## 从机制演进到系统设计	fresh_receipt_plus_persisted_proposition	0.177491	## Review notes	d49583801ab1035f	把 corpus population density 与 cross-tenant crowding 作为共享 index failure mode 和 release monitor。	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta d49583801ab1035f 已对齐到具体正文命题 ## 从机制演进到系统设计；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.177491；精确来源身份保留在 ## Review notes。
2026-06-02	SF-ECHELON-AGGREGATE-ONLY-ADAPTATION	arXiv:2606.02958v1	TRAIN-DISTRIBUTED-TRAINING	books/part-04-training-system/36-distributed-training.md	### 条件化机制分支与共存边界	exact_source_binding	1.000000	## Review notes	7cff879658aa0c55	新增 administrative boundary 作为不可跨越的数据/状态 owner，并把 typed aggregate 与 audit log 变成训练协议。	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta 7cff879658aa0c55 已对齐到具体正文命题 ### 条件化机制分支与共存边界；proof=exact_source_binding；persistence_score=1.000000；精确来源身份保留在 ## Review notes。
2026-06-02	SF-DRIFTSCHED-TOKEN-DRIFT	arXiv:2606.02982v1	INFER-SCHEDULING	books/part-05-inference-system/56-inference-scheduling.md	## 本章在知识树中的位置	fresh_receipt_plus_persisted_proposition	0.087872	## Review notes	264835a4d8d32075	补 admission estimate 与 runtime token drift 的持续 reconciliation、SJF/aging coexistence。	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta 264835a4d8d32075 已对齐到具体正文命题 ## 本章在知识树中的位置；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.087872；精确来源身份保留在 ## Review notes。
2026-06-03	SF-FOLD-ONLINE-DEDUP	arXiv:2606.03001v1	TRAIN-DATA	books/part-04-training-system/27-data.md	### 条件化机制分支与共存边界	exact_source_binding	1.000000	## Review notes	59b42647c8e454fa	FOLD replaces repeatedly rescanned LSH buckets with an incrementally maintained HNSW index over bitmap signatures aligned to Jaccard similarity, then implements the search path in a multithreaded FAISS C++/Python system with SIMD and cached-popcount optimizations. Boundary: The exact-v1 demonstrates an online deduplication design under the selected Jaccard-signature and HNSW assumptions; it does not establish recall or cost for arbitrary languages, similarity functions, distribution drift or a complete training-quality outcome.	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta 59b42647c8e454fa 已对齐到具体正文命题 ### 条件化机制分支与共存边界；proof=exact_source_binding；persistence_score=1.000000；精确来源身份保留在 ## Review notes。
2026-06-03	SF-DELIBERATION-EVIDENCE-ATTRITION	arXiv:2606.03032v1	AGENT-MULTI-AGENT	books/part-07-agent/82-multi-agent.md	### 条件化机制分支与共存边界	exact_source_binding	1.000000	## Review notes	3208ca5203ec0a11	We formalize deliberation as an information-flow setting, where a factual background is (1) partially distributed across agents, (2) exchanged through discussion, and (3) evaluated by what survives after interaction. A deliberation object ℐ \mathcal{I} is defined as ℐ = ( ℬ , q ) \mathcal{I}=(\mathcal{B},q) , where ℬ \mathcal{B} denotes the background context and q q denotes the focal issue query. We represent ℬ \mathcal{B} as a set of atomic facts: ℬ = { c 1 , c 2 , … , c m } \mathcal{B}=\{c_{1},c_{2},\dots,c_{m}\} , where each c j c_{j} is a self-contained factual unit. Boundary: where π i \pi_{i} is the underlying LLM, ℬ i ⊆ ℬ \mathcal{B}_{i}\subseteq\mathcal{B} is the agent’s partial evidence, and θ i ∈ { Yes , No } \theta_{i}\in\{\textsc{Yes},\textsc{No}\} is the agent’s prior stance. Perspective selection details are provided in Appendix B.2 . This initialization creates a controlled abstraction of deliberative disagreement.	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta 3208ca5203ec0a11 已对齐到具体正文命题 ### 条件化机制分支与共存边界；proof=exact_source_binding；persistence_score=1.000000；精确来源身份保留在 ## Review notes。
2026-06-03	SF-JUDGE-SUBSPACE-ALIGNMENT	arXiv:2606.03043v1	PLATFORM-EVALUATION-SYSTEM	books/part-06-ai-infrastructure/66-evaluation-system.md	## Evaluation 与 Observability 的边界	fresh_receipt_plus_persisted_proposition	0.205027	## Review notes	4688c2fb1c6af1ba	The paper represents judge score matrices geometrically and compares score spread, effective rank, principal angles to the human subspace and stacked judge-human correlations, separating inter-LLM consensus from alignment to human evaluation axes. Boundary: The measured geometry is conditional on the selected community datasets, rubrics, languages, judge prompts and human pools; strong consensus or subspace angle is diagnostic evidence and does not prove general judge bias, causal alignment failure or every deployment's evaluation quality.	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta 4688c2fb1c6af1ba 已对齐到具体正文命题 ## Evaluation 与 Observability 的边界；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.205027；精确来源身份保留在 ## Review notes。
2026-06-03	SF-ASYMPO	arXiv:2606.03070v1	TRAIN-GRPO	books/part-04-training-system/33-grpo.md	## 同 Prompt 生成一组 Responses	fresh_receipt_plus_persisted_proposition	0.143980	## Review notes	4648d1f307decb47	Section 3 shows that a current-policy-only objective can become unstable when positive and negative advantage responses enter the loss at different current-policy scales. We therefore study a general scaled log-probability objective. For a prompt x x and response y g = ( a g , 1 , … , a g , m g ) y_{g}=(a_{g,1},\ldots,a_{g,m_{g}}) , let Given group-relative advantages { A g } g = 1 G \{A_{g}\}_{g=1}^{G} , we consider objectives of the form The central design question is how to choose the coefficient C g C_{g} using only current-policy probabilities. Boundary: This work studied current-policy-only optimization for asynchronous RL, where behavior-policy probabilities can correct distribution drift but substantially complicate the rollout–learner interface. We identified a loss-scale imbalance that arises when stale responses are evaluated under the current policy: although group-relative advantages sum to zero, positive and negative responses can have different current negative log-probability scales, causing one side of the policy loss to dominate. To address this failure mode without behavior-policy probabilities, we introduced two current-policy-only objectives: SPO, which reduces the influence of negative-advantage responses with a fixed coefficient, and ASymPO, which adaptively normalizes each response by its own current average token negative log-probability.	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta 4648d1f307decb47 已对齐到具体正文命题 ## 同 Prompt 生成一组 Responses；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.143980；精确来源身份保留在 ## Review notes。
2026-06-03	SF-LIBRA-AGENTIC-RL	arXiv:2606.03077v1	TRAIN-DISTRIBUTED-TRAINING	books/part-04-training-system/36-distributed-training.md	## 每种并行直接切什么	fresh_receipt_plus_persisted_proposition	0.077625	## Review notes	5ec479692fec66ef	Before the first tool call, all trajectories are placed in the shortest bucket. Because the initial prompt and early reasoning contents typically occupy limited context, assigning every request to a high-TP instance would reduce cluster-wide utilization. When the model emits a tool-call token, Libra pauses decoding, offloads the request from the GPU, and waits for the external environment to execute the tool asynchronously. Boundary: This paper presents Libra, a resource orchestration system designed for agentic RL post-training. Libra introduces a periodic global resource planner that jointly optimizes GPU allocation across rollout and training clusters, together with an elastic hybrid pool that enables lightweight, non-blocking worker reallocation between stages. In addition, Libra proposes a causality-driven multi-level feedback queue (C-MLFQ) scheduler that routes requests to heterogeneous rollout buckets based on causal signals from tool-return outcomes.	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta 5ec479692fec66ef 已对齐到具体正文命题 ## 每种并行直接切什么；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.077625；精确来源身份保留在 ## Review notes。
2026-06-03	SF-DECA-DECENTRALIZED-FPFT	arXiv:2606.03209v1	TRAIN-DISTRIBUTED-TRAINING	books/part-04-training-system/36-distributed-training.md	## 并行策略怎样消费通信原语	fresh_receipt_plus_persisted_proposition	0.117481	## Review notes	8343c8288ef220bc	Block-wise Adam partitions parameter and optimizer-state ownership across decentralized non-IID clients and changes the communication/memory contract for full-parameter fine-tuning. Boundary: Evidence is limited to Appendix B complexity; non-IID client, topology and model-scale boundary; it does not establish a universal production result outside the declared models, systems, workloads or topology.	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta 8343c8288ef220bc 已对齐到具体正文命题 ## 并行策略怎样消费通信原语；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.117481；精确来源身份保留在 ## Review notes。
2026-06-03	SF-CONTAMINATION-AUDIT-RELIABILITY	arXiv:2606.03305v1	PLATFORM-EVALUATION-SYSTEM	books/part-06-ai-infrastructure/66-evaluation-system.md	## Evaluation 与 Observability 的边界	fresh_receipt_plus_persisted_proposition	0.239418	## Review notes	528bff9101da77f4	"In our experiments, we use the following methods: Post-Hoc Dataset Inference, LLM Dataset Inference, and CoDeC, which are described in this section. This method [ 20 ] builds on membership inference attacks, but shifts the unit of analysis from individual samples to datasets . For LLMs, a single-sample MIA is often too noisy to be reliably useful: many sequences are “easy” (low loss) even if they were never seen during training, and the membership signal for any particular example becomes faint as models scale. Boundary: In this work, we examined the reliability of contamination detection methods by moving from the controlled settings of prior literature to the realistic, ""in-the-wild"" regime of modern instruction-tuned models 2 2 2 https://anonymous.4open.science/r/reliability-gap-benchmark-auditing/README.md . We stress-tested three leading detection paradigms against the complexities of post-training mixtures and opaque data provenance. Our findings reveal that the transition from academic validation to practical auditing is fraught with challenges: The I.I.D."	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta 528bff9101da77f4 已对齐到具体正文命题 ## Evaluation 与 Observability 的边界；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.239418；精确来源身份保留在 ## Review notes。
2026-06-03	SF-AI-MODEL-EXTRACTION-ATTACKS-BYPASSING-SINGLE-CLIENT-ASSUMPTIONS	arXiv:2606.03381v1	PLATFORM-SECURITY	books/part-06-ai-infrastructure/72-security.md	## Prompt Injection 与 Tool Boundary	fresh_receipt_plus_persisted_proposition	0.110179	## Review notes	9c5d1ae3266884fc	§IV–V: distributed identities partition a global extraction query budget; the defense must correlate state above any one API key/IP, while the harness separates attack, defense and target-model components. Boundary: The experiment establishes failure of per-client state and fragility of naive global aggregation for this threat construction; it does not prove a production-ready identity-independent detector.	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta 9c5d1ae3266884fc 已对齐到具体正文命题 ## Prompt Injection 与 Tool Boundary；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.110179；精确来源身份保留在 ## Review notes。
2026-06-03	SF-OVERLAYING-GOVERNANCE-COMPOSITIONAL-AUTHORIZATION-FRAMEWORK-DELEGATION-S	arXiv:2606.03518v1	PLATFORM-SECURITY	books/part-06-ai-infrastructure/72-security.md	## 从 Trace 检查到受限状态空间验证	fresh_receipt_plus_persisted_proposition	0.102828	## Review notes	20e2b2c356855735	Our model construction is guided by a single question: “Why is agent A A allowed to perform action X X on resource O O on behalf of user U U ?” To encode this reasoning, we introduce three families of relations: (i) delegation : who may act for whom; (ii) scope : under which contextual constraints a delegation is valid; and (iii) resource linkage : how human permissions lift to agents. We use OpenFGA syntax to present types and relations, focusing on the key relations for view / viewer ; additional permissions (e.g., editor ) follow analogously. We first model the principal entities: users and agents (agent’s syntax omitted for readability). Boundary: Agentic AI introduces a new operational model in which autonomous agents can act, reason, delegate, and collaborate with minimal human supervision. Such behavior challenges long-standing assumptions in IAM, where delegation is typically modeled as a static, token-mediated act. Modern agent ecosystems, however, require delegation and scoping to function as dynamic governance primitives that support continuous enforcement and auditability.	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta 20e2b2c356855735 已对齐到具体正文命题 ## 从 Trace 检查到受限状态空间验证；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.102828；精确来源身份保留在 ## Review notes。
2026-06-03	SF-COLLABORATIVE-DISAGREEMENT-RESOLUTION	arXiv:2607.01251v1	PLATFORM-EVALUATION-SYSTEM	books/part-06-ai-infrastructure/66-evaluation-system.md	## Release Gate 不是一个万能阈值	fresh_receipt_plus_persisted_proposition	0.121333	## Review notes	720ab26319eb710a	§3: consultants may revise beliefs and answers, isolate a disputed crux and converge; the weaker judge verifies the terminal consensus/crux instead of arbitrating fixed adversarial positions. Boundary: Results depend on at least one initially correct consultant, generally instruction-following consultants, filtered natural disagreements and API-hosted models; dishonest collusion and both-wrong starts are not solved.	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta 720ab26319eb710a 已对齐到具体正文命题 ## Release Gate 不是一个万能阈值；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.121333；精确来源身份保留在 ## Review notes。
2026-06-03	SF-COVERT-INFLUENCE-BETWEEN-LANGUAGE-MODELS	arXiv:2606.04071v1	PLATFORM-SECURITY	books/part-06-ai-infrastructure/72-security.md	## Prompt Injection 与 Tool Boundary	fresh_receipt_plus_persisted_proposition	0.103850	## Review notes	b2fc01ab2739e2dd	§3–4: a sender model can encode influence in apparently ordinary generated content consumed by a receiver, shifting provenance and trust ownership from human-visible text to the model-to-model channel. Boundary: The experiments demonstrate a model-to-model covert channel in tested settings; they do not establish prevalence in production or a complete detector.	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta b2fc01ab2739e2dd 已对齐到具体正文命题 ## Prompt Injection 与 Tool Boundary；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.103850；精确来源身份保留在 ## Review notes。
