report_date	source_family	primary_identifier	stable_node	owner_path	books_disposition	books_review_ref	trace_kind	trace_location	owner_trace_lines	foreign_paths	audit_state	semantic_status	semantic_locator	semantic_finding
2026-06-02	SF-CONSERVE-CONVERSATION-PLACEMENT	arXiv:2606.01839v1	INFER-SCHEDULING	books/part-05-inference-system/56-inference-scheduling.md	Integrate	books-review:SF-CONSERVE-CONVERSATION-PLACEMENT	source_family	review_only	813;814;817		semantic_verified	verified_integration	## 从逐配置压测到校准后的配置搜索	Daily Books delta b544977644575cdb 已对齐到具体正文命题 ## 从逐配置压测到校准后的配置搜索；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.056458；精确来源身份保留在 ## Review notes。
2026-06-02	SF-COMPRESSION-UNCERTAINTY	arXiv:2606.01850v1	PLATFORM-EVALUATION-SYSTEM	books/part-06-ai-infrastructure/66-evaluation-system.md	Integrate	books-review:SF-COMPRESSION-UNCERTAINTY	source_family	review_only	2251;2252;2255		semantic_verified	verified_integration	## 评估对象有四个层次	Daily Books delta 01c770df2e2d30cd 已对齐到具体正文命题 ## 评估对象有四个层次；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.053387；精确来源身份保留在 ## Review notes。
2026-06-02	SF-ASYNC-INFERENCE-OVERHEADS	arXiv:2606.01927v1	INFER-REQUEST-LIFECYCLE	books/part-05-inference-system/42-what-happens-during-inference.md	Integrate	books-review:SF-ASYNC-INFERENCE-OVERHEADS	source_family	review_only	407;408;411		semantic_verified	verified_integration	## 三层观察模型	Daily Books delta 6b4a5e3a5942f504 已对齐到具体正文命题 ## 三层观察模型；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.054848；精确来源身份保留在 ## Review notes。
2026-06-02	SF-DRIFT-TELBENCH	arXiv:2606.02060v1	PLATFORM-EVALUATION-SYSTEM	books/part-06-ai-infrastructure/66-evaluation-system.md	Integrate	books-review:SF-DRIFT-TELBENCH	source_family	review_only	2257;2258;2261		semantic_verified	verified_integration	## Scorer 不是绝对真相	Daily Books delta cb5393a54a64fcbb 已对齐到具体正文命题 ## Scorer 不是绝对真相；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.130178；精确来源身份保留在 ## Review notes。
2026-06-02	SF-CONSENT-INTEGRITY	arXiv:2606.02668v1	PLATFORM-SECURITY	books/part-06-ai-infrastructure/72-security.md	Integrate	books-review:SF-CONSENT-INTEGRITY	source_family	review_only	1216;1217;1220		semantic_verified	verified_integration	## Prompt Injection 与 Tool Boundary	Daily Books delta d4efdef8246b9653 已对齐到具体正文命题 ## Prompt Injection 与 Tool Boundary；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.065659；精确来源身份保留在 ## Review notes。
2026-06-02	SF-DFLARE-DIFFUSION-SPECULATION	arXiv:2606.02091v1	INFER-SPECULATIVE-DECODING	books/part-05-inference-system/48-speculative-decoding.md	Integrate	books-review:SF-DFLARE-DIFFUSION-SPECULATION	source_family	review_only	763;764;767		semantic_verified	verified_integration	## Drafter 的演进：从辅助模型到受治理的 Serving Artifact	Daily Books delta d73fda50144ac855 已对齐到具体正文命题 ## Drafter 的演进：从辅助模型到受治理的 Serving Artifact；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.120282；精确来源身份保留在 ## Review notes。
2026-06-02	SF-STRAGGLER-AWARE-RL-GROUP	arXiv:2606.02218v1	TRAIN-GRPO	books/part-04-training-system/33-grpo.md	Integrate	books-review:SF-STRAGGLER-AWARE-RL-GROUP	source_family	review_only	1498;1499;1502		semantic_verified	verified_integration	## Group Size 改变什么	Daily Books delta 79d3510a0cae3137 已对齐到具体正文命题 ## Group Size 改变什么；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.181806；精确来源身份保留在 ## Review notes。
2026-06-02	SF-LLMFI-ERROR-PROPAGATION	arXiv:2606.02430v1	PLATFORM-EVALUATION-SYSTEM	books/part-06-ai-infrastructure/66-evaluation-system.md	Integrate	books-review:SF-LLMFI-ERROR-PROPAGATION	source_family	review_only	2263;2264;2267		semantic_verified	verified_integration	## 评估对象有四个层次	Daily Books delta f20cfc9d2429f11b 已对齐到具体正文命题 ## 评估对象有四个层次；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.089940；精确来源身份保留在 ## Review notes。
2026-06-02	SF-GHOST-TOOL-ISSUE-PRIVACY	arXiv:2606.02483v1	PLATFORM-SECURITY	books/part-06-ai-infrastructure/72-security.md	Integrate	books-review:SF-GHOST-TOOL-ISSUE-PRIVACY	source_family	review_only	1228;1229;1232		semantic_verified	verified_integration	## 从机制演进到系统设计	Daily Books delta af28a89b1807b404 已对齐到具体正文命题 ## 从机制演进到系统设计；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.268229；精确来源身份保留在 ## Review notes。
2026-06-02	SF-SKILLHARM-LIFECYCLE	arXiv:2606.02540v1	PLATFORM-SECURITY	books/part-06-ai-infrastructure/72-security.md	Integrate	books-review:SF-SKILLHARM-LIFECYCLE	source_family	review_only	1234;1235;1238		semantic_verified	verified_integration	## 风险管理而不是一次性认证	Daily Books delta e6d0c86dd9b4b122 已对齐到具体正文命题 ## 风险管理而不是一次性认证；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.058604；精确来源身份保留在 ## Review notes。
2026-06-02	SF-CROWDED-EMBEDDING-EXTERNALITY	arXiv:2606.28343v1	AGENT-RAG	books/part-07-agent/76-rag.md	Integrate	books-review:SF-CROWDED-EMBEDDING-EXTERNALITY	source_family	review_only	571;572;575		semantic_verified	verified_integration	## 从机制演进到系统设计	Daily Books delta d49583801ab1035f 已对齐到具体正文命题 ## 从机制演进到系统设计；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.177491；精确来源身份保留在 ## Review notes。
2026-06-02	SF-ECHELON-AGGREGATE-ONLY-ADAPTATION	arXiv:2606.02958v1	TRAIN-DISTRIBUTED-TRAINING	books/part-04-training-system/36-distributed-training.md	Integrate	books-review:SF-ECHELON-AGGREGATE-ONLY-ADAPTATION	source_family	main_body	723;725;915;916;919		semantic_verified	verified_integration	### 条件化机制分支与共存边界	Daily Books delta 7cff879658aa0c55 已对齐到具体正文命题 ### 条件化机制分支与共存边界；proof=exact_source_binding；persistence_score=1.000000；精确来源身份保留在 ## Review notes。
2026-06-02	SF-DRIFTSCHED-TOKEN-DRIFT	arXiv:2606.02982v1	INFER-SCHEDULING	books/part-05-inference-system/56-inference-scheduling.md	Integrate	books-review:SF-DRIFTSCHED-TOKEN-DRIFT	source_family	review_only	819;820;823		semantic_verified	verified_integration	## 本章在知识树中的位置	Daily Books delta 264835a4d8d32075 已对齐到具体正文命题 ## 本章在知识树中的位置；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.087872；精确来源身份保留在 ## Review notes。
2026-06-03	SF-FOLD-ONLINE-DEDUP	arXiv:2606.03001v1	TRAIN-DATA	books/part-04-training-system/27-data.md	Integrate	books-review:SF-FOLD-ONLINE-DEDUP	source_family	main_body	580;582;774;775;778		semantic_verified	verified_integration	### 条件化机制分支与共存边界	Daily Books delta 59b42647c8e454fa 已对齐到具体正文命题 ### 条件化机制分支与共存边界；proof=exact_source_binding；persistence_score=1.000000；精确来源身份保留在 ## Review notes。
2026-06-03	SF-DELIBERATION-EVIDENCE-ATTRITION	arXiv:2606.03032v1	AGENT-MULTI-AGENT	books/part-07-agent/82-multi-agent.md	Integrate	books-review:SF-DELIBERATION-EVIDENCE-ATTRITION	source_family	main_body	464;466;615;616;619		semantic_verified	verified_integration	### 条件化机制分支与共存边界	Daily Books delta 3208ca5203ec0a11 已对齐到具体正文命题 ### 条件化机制分支与共存边界；proof=exact_source_binding；persistence_score=1.000000；精确来源身份保留在 ## Review notes。
2026-06-03	SF-JUDGE-SUBSPACE-ALIGNMENT	arXiv:2606.03043v1	PLATFORM-EVALUATION-SYSTEM	books/part-06-ai-infrastructure/66-evaluation-system.md	Integrate	books-review:SF-JUDGE-SUBSPACE-ALIGNMENT	source_family	review_only	2281;2282;2285		semantic_verified	verified_integration	## Evaluation 与 Observability 的边界	Daily Books delta 4688c2fb1c6af1ba 已对齐到具体正文命题 ## Evaluation 与 Observability 的边界；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.205027；精确来源身份保留在 ## Review notes。
2026-06-03	SF-ASYMPO	arXiv:2606.03070v1	TRAIN-GRPO	books/part-04-training-system/33-grpo.md	Integrate	books-review:SF-ASYMPO	source_family	review_only	1504;1505;1508		semantic_verified	verified_integration	## 同 Prompt 生成一组 Responses	Daily Books delta 4648d1f307decb47 已对齐到具体正文命题 ## 同 Prompt 生成一组 Responses；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.143980；精确来源身份保留在 ## Review notes。
2026-06-03	SF-LIBRA-AGENTIC-RL	arXiv:2606.03077v1	TRAIN-DISTRIBUTED-TRAINING	books/part-04-training-system/36-distributed-training.md	Integrate	books-review:SF-LIBRA-AGENTIC-RL	source_family	review_only	933;934;937		semantic_verified	verified_integration	## 每种并行直接切什么	Daily Books delta 5ec479692fec66ef 已对齐到具体正文命题 ## 每种并行直接切什么；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.077625；精确来源身份保留在 ## Review notes。
2026-06-03	SF-DECA-DECENTRALIZED-FPFT	arXiv:2606.03209v1	TRAIN-DISTRIBUTED-TRAINING	books/part-04-training-system/36-distributed-training.md	Integrate	books-review:SF-DECA-DECENTRALIZED-FPFT	source_family	review_only	927;928;931		semantic_verified	verified_integration	## 并行策略怎样消费通信原语	Daily Books delta 8343c8288ef220bc 已对齐到具体正文命题 ## 并行策略怎样消费通信原语；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.117481；精确来源身份保留在 ## Review notes。
2026-06-03	SF-CONTAMINATION-AUDIT-RELIABILITY	arXiv:2606.03305v1	PLATFORM-EVALUATION-SYSTEM	books/part-06-ai-infrastructure/66-evaluation-system.md	Integrate	books-review:SF-CONTAMINATION-AUDIT-RELIABILITY	source_family	review_only	2275;2276;2279		semantic_verified	verified_integration	## Evaluation 与 Observability 的边界	Daily Books delta 528bff9101da77f4 已对齐到具体正文命题 ## Evaluation 与 Observability 的边界；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.239418；精确来源身份保留在 ## Review notes。
2026-06-03	SF-AI-MODEL-EXTRACTION-ATTACKS-BYPASSING-SINGLE-CLIENT-ASSUMPTIONS	arXiv:2606.03381v1	PLATFORM-SECURITY	books/part-06-ai-infrastructure/72-security.md	Integrate	books-review:SF-AI-MODEL-EXTRACTION-ATTACKS-BYPASSING-SINGLE-CLIENT-ASSUMPTIONS	source_family	review_only	1240;1241;1244		semantic_verified	verified_integration	## Prompt Injection 与 Tool Boundary	Daily Books delta 9c5d1ae3266884fc 已对齐到具体正文命题 ## Prompt Injection 与 Tool Boundary；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.110179；精确来源身份保留在 ## Review notes。
2026-06-03	SF-OVERLAYING-GOVERNANCE-COMPOSITIONAL-AUTHORIZATION-FRAMEWORK-DELEGATION-S	arXiv:2606.03518v1	PLATFORM-SECURITY	books/part-06-ai-infrastructure/72-security.md	Integrate	books-review:SF-OVERLAYING-GOVERNANCE-COMPOSITIONAL-AUTHORIZATION-FRAMEWORK-DELEGATION-S	source_family	review_only	1252;1253;1256		semantic_verified	verified_integration	## 从 Trace 检查到受限状态空间验证	Daily Books delta 20e2b2c356855735 已对齐到具体正文命题 ## 从 Trace 检查到受限状态空间验证；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.102828；精确来源身份保留在 ## Review notes。
2026-06-03	SF-COLLABORATIVE-DISAGREEMENT-RESOLUTION	arXiv:2607.01251v1	PLATFORM-EVALUATION-SYSTEM	books/part-06-ai-infrastructure/66-evaluation-system.md	Integrate	books-review:SF-COLLABORATIVE-DISAGREEMENT-RESOLUTION	source_family	review_only	2269;2270;2273		semantic_verified	verified_integration	## Release Gate 不是一个万能阈值	Daily Books delta 720ab26319eb710a 已对齐到具体正文命题 ## Release Gate 不是一个万能阈值；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.121333；精确来源身份保留在 ## Review notes。
2026-06-03	SF-COVERT-INFLUENCE-BETWEEN-LANGUAGE-MODELS	arXiv:2606.04071v1	PLATFORM-SECURITY	books/part-06-ai-infrastructure/72-security.md	Integrate	books-review:SF-COVERT-INFLUENCE-BETWEEN-LANGUAGE-MODELS	source_family	review_only	1246;1247;1250		semantic_verified	verified_integration	## Prompt Injection 与 Tool Boundary	Daily Books delta b2fc01ab2739e2dd 已对齐到具体正文命题 ## Prompt Injection 与 Tool Boundary；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.103850；精确来源身份保留在 ## Review notes。
2026-06-03	SF-AGENT-LIBOS	arXiv:2606.03895v1	AGENT-PLATFORM	books/part-07-agent/84-agent-platform.md	Integrate	books-review:SF-AGENT-LIBOS	source_family	review_only	773;774;777		semantic_verified	verified_integration	## Scheduling 不只是 GPU	Daily Books delta c66ae93505173567 已对齐到具体正文命题 ## Scheduling 不只是 GPU；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.093786；精确来源身份保留在 ## Review notes。
2026-06-03	SF-NETKV	arXiv:2606.03910v1	INFER-SCHEDULING	books/part-05-inference-system/56-inference-scheduling.md	Integrate	books-review:SF-NETKV	source_family	review_only	831;832;835		semantic_verified	verified_integration	## Routing、Placement 与 Autoscaling	Daily Books delta 8ade95525b726cb7 已对齐到具体正文命题 ## Routing、Placement 与 Autoscaling；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.163803；精确来源身份保留在 ## Review notes。
2026-06-03	SF-P-CAST-PRECISION-FP8-ATTENTION-SINK-INDUCED	arXiv:2606.06521v1	INFER-TENSORRT-LLM	books/part-05-inference-system/49-tensorrt-llm.md	Integrate	books-review:SF-P-CAST-PRECISION-FP8-ATTENTION-SINK-INDUCED	source_family	review_only	1132;1133;1136		semantic_verified	verified_integration	## 量化为什么不自动带来加速	Daily Books delta 168b18aef34c4649 已对齐到具体正文命题 ## 量化为什么不自动带来加速；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.281989；精确来源身份保留在 ## Review notes。
2026-06-03	SF-LEAN4AGENT	arXiv:2606.06523v1	AGENT-WORKFLOW	books/part-07-agent/81-workflow.md	Integrate	books-review:SF-LEAN4AGENT	source_family	review_only	901;902;905		semantic_verified	verified_integration	## Evaluator-Driven Search：可执行反馈如何变成 Workflow	Daily Books delta 1b2dd81f9ee58c9f 已对齐到具体正文命题 ## Evaluator-Driven Search：可执行反馈如何变成 Workflow；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.119681；精确来源身份保留在 ## Review notes。
2026-06-03	SF-EVALSTOP	arXiv:2606.04145v1	TRAIN-RLHF	books/part-04-training-system/31-rlhf.md	Integrate	books-review:SF-EVALSTOP	source_family	review_only	501;502;505		semantic_verified	verified_integration	## RLHF、RLAIF 与 Verifiable Reward	Daily Books delta c0dcb26c6a096c25 已对齐到具体正文命题 ## RLHF、RLAIF 与 Verifiable Reward；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.128619；精确来源身份保留在 ## Review notes。
2026-06-04	SF-2026-ARXIV-2606-04929	arXiv:2606.04929v1	PLATFORM-SECURITY	books/part-06-ai-infrastructure/72-security.md	Integrate	books-review:SF-2026-ARXIV-2606-04929	source_family	main_body	826;828;1258;1259;1262		semantic_verified	verified_integration	### 条件化机制分支与共存边界	Daily Books delta 0d519eea816c18e7 已对齐到具体正文命题 ### 条件化机制分支与共存边界；proof=exact_source_binding；persistence_score=1.000000；精确来源身份保留在 ## Review notes。
2026-06-04	SF-2026-ARXIV-2606-05304	arXiv:2606.05304v1	AGENT-MULTI-AGENT	books/part-07-agent/82-multi-agent.md	Integrate	books-review:SF-2026-ARXIV-2606-05304	source_family	review_only	621;622;625		semantic_verified	verified_integration	## 先建立单 Agent Baseline	Daily Books delta 064710940f6a8666 已对齐到具体正文命题 ## 先建立单 Agent Baseline；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.087827；精确来源身份保留在 ## Review notes。
2026-06-05	SF-2026-ARXIV-2606-05679	arXiv:2606.05679v1	PLATFORM-SECURITY	books/part-06-ai-infrastructure/72-security.md	Integrate	books-review:SF-2026-ARXIV-2606-05679	source_family	review_only	1264;1265;1268		semantic_verified	verified_integration	## Prompt Injection 与 Tool Boundary	Daily Books delta 9a1aea7ea47ce77b 已对齐到具体正文命题 ## Prompt Injection 与 Tool Boundary；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.135477；精确来源身份保留在 ## Review notes。
2026-06-05	SF-2026-ARXIV-2606-05933	arXiv:2606.05933v1	INFER-SCHEDULING	books/part-05-inference-system/56-inference-scheduling.md	Integrate	books-review:SF-2026-ARXIV-2606-05933	source_family	review_only	837;838;841		semantic_verified	verified_integration	## Trade-off	Daily Books delta 2b83518776ac5d42 已对齐到具体正文命题 ## Trade-off；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.123339；精确来源身份保留在 ## Review notes。
2026-06-05	SF-2026-ARXIV-2606-05951	arXiv:2606.05951v1	TRAIN-DISTRIBUTED-TRAINING	books/part-04-training-system/36-distributed-training.md	Integrate	books-review:SF-2026-ARXIV-2606-05951	source_family	review_only	939;940;943		semantic_verified	verified_integration	## MPI、NCCL、UCX、UCC 与 NIXL 的边界	Daily Books delta caa6dee13abe9dcc 已对齐到具体正文命题 ## MPI、NCCL、UCX、UCC 与 NIXL 的边界；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.171394；精确来源身份保留在 ## Review notes。
2026-06-05	SF-2026-ARXIV-2606-06090	arXiv:2606.06090v1	AGENT-MEMORY	books/part-07-agent/77-memory.md	Integrate	books-review:SF-2026-ARXIV-2606-06090	source_family	review_only	1240;1241;1244		semantic_verified	verified_integration	## Memory 安全	Daily Books delta 4c42e248803ef768 已对齐到具体正文命题 ## Memory 安全；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.153384；精确来源身份保留在 ## Review notes。
2026-06-05	SF-2026-ARXIV-2606-06240	arXiv:2606.06240v1	AGENT-MEMORY	books/part-07-agent/77-memory.md	Integrate	books-review:SF-2026-ARXIV-2606-06240	source_family	review_only	1246;1247;1250		semantic_verified	verified_integration	## 派生 Memory 的组织、适用性与验证	Daily Books delta 0f07c0ef4724003c 已对齐到具体正文命题 ## 派生 Memory 的组织、适用性与验证；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.191625；精确来源身份保留在 ## Review notes。
2026-06-05	SF-2026-ARXIV-2606-06256	arXiv:2606.06256v1	INFER-KV-CACHE	books/part-05-inference-system/45-why-kv-cache-speeds-up.md	Integrate	books-review:SF-2026-ARXIV-2606-06256	source_family	review_only	988;989;992		semantic_verified	verified_integration	## 一致性不变量	Daily Books delta 14db236be3e502c5 已对齐到具体正文命题 ## 一致性不变量；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.129796；精确来源身份保留在 ## Review notes。
2026-06-05	SF-2026-ARXIV-2606-06453	arXiv:2606.06453v1	INFER-PAGED-ATTENTION	books/part-05-inference-system/47-pagedattention.md	Integrate	books-review:SF-2026-ARXIV-2606-06453	source_family	review_only	233;234;237		semantic_verified	verified_integration	## 逻辑连续，物理离散	Daily Books delta 57e47989120cc311 已对齐到具体正文命题 ## 逻辑连续，物理离散；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.098748；精确来源身份保留在 ## Review notes。
2026-06-05	SF-2026-ARXIV-2606-06697	arXiv:2606.06697v1	PLATFORM-SECURITY	books/part-06-ai-infrastructure/72-security.md	Integrate	books-review:SF-2026-ARXIV-2606-06697	source_family	review_only	1270;1271;1274		semantic_verified	verified_integration	## Supply-chain Integrity	Daily Books delta fc32706eb16a97f2 已对齐到具体正文命题 ## Supply-chain Integrity；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.108236；精确来源身份保留在 ## Review notes。
2026-06-06	SF-2026-ARXIV-2606-06818	arXiv:2606.06818v1	PLATFORM-GPU-SCHEDULER	books/part-06-ai-infrastructure/63-gpu-scheduler.md	Integrate	books-review:SF-2026-ARXIV-2606-06818	source_family	main_body	219;221;300;301;304		semantic_verified	verified_integration	### 条件化机制分支与共存边界	Daily Books delta 9e30c02e669c4d30 已对齐到具体正文命题 ### 条件化机制分支与共存边界；proof=exact_source_binding；persistence_score=1.000000；精确来源身份保留在 ## Review notes。
2026-06-06	SF-2026-ARXIV-2606-06888	arXiv:2606.06888v1	TRAIN-PRETRAINING	books/part-04-training-system/28-pretraining.md	Integrate	books-review:SF-2026-ARXIV-2606-06888	source_family	main_body	706;708;876;877;880		semantic_verified	verified_integration	### 条件化机制分支与共存边界	Daily Books delta 9e30c02e669c4d30 已对齐到具体正文命题 ### 条件化机制分支与共存边界；proof=exact_source_binding；persistence_score=1.000000；精确来源身份保留在 ## Review notes。
2026-06-06	SF-2026-ARXIV-2606-06924	arXiv:2606.06924v1	INFER-SCHEDULING	books/part-05-inference-system/56-inference-scheduling.md	Integrate	books-review:SF-2026-ARXIV-2606-06924	source_family	review_only	843;844;847		semantic_verified	verified_integration	## Routing、Placement 与 Autoscaling	Daily Books delta 9e30c02e669c4d30 已对齐到具体正文命题 ## Routing、Placement 与 Autoscaling；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.105521；精确来源身份保留在 ## Review notes。
2026-06-06	SF-2026-ARXIV-2606-07019	arXiv:2606.07019v1	TRAIN-DISTRIBUTED-TRAINING	books/part-04-training-system/36-distributed-training.md	Integrate	books-review:SF-2026-ARXIV-2606-07019	source_family	review_only	945;946;949		semantic_verified	verified_integration	## 先分清五个通信层次	Daily Books delta 9e30c02e669c4d30 已对齐到具体正文命题 ## 先分清五个通信层次；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.136698；精确来源身份保留在 ## Review notes。
