arxiv_id	submitted_v1_utc	first_public_date_beijing	title	abstract	categories	doi	screening_route	screening_decision	source_family_id	stable_node_id	score_v2	closure_reason
2605.01292	2026-05-02T07:02:29Z	2026-05-02	Addressing Data Scarcity in Bangla Fake News Detection: An LLM-Based Dataset Augmentation Approach	The growing spread of misinformation in digital media highlights the need for reliable fake news detection systems, yet progress in under-resourced languages such as Bangla is limited by small and imbalanced datasets. This study investigates whether Large Language Model (LLM) based augmentation can effectively address this limitation and improve Bangla fake news classification. Existing datasets remain valuable but highly imbalanced, limiting model performance, and LLM based augmentation for Bangla has been scarcely explored. To fill this gap, we propose a systematic augmentation framework that generates synthetic Bangla news articles using the instruction tuned Gemma 3 27B IT model, supported by semantic filtering and controlled subsampling to preserve label consistency and diversity. We compare zero shot and few shot prompting, evaluate multiple augmentation rates, and examine random versus similarity-based selection strategies. Our experiments show that augmenting only the minority class with a high augmentation rate and random subsampling yields the strongest gains, raising the Fake News F1 score from 0.85 to 0.88. To support reproducibility and further research in this low-resource domain, we publicly release 4,545 synthetically generated Bangla fake news samples along with our full implementation. These findings demonstrate that well-designed LLM-driven augmentation can significantly improve fake news detection in low resource settings and provide a practical foundation for advancing multilingual misinformation research.	['cs.CL']	10.48550/arxiv.2605.01292	core_daily_full_semantic	pre_denominator_closure	—	—		《Addressing Data Scarcity in Bangla Fake News Detection: An LLM-Based Dataset Augmentation Approach》：title+abstract screening 将问题定位为“The growing spread of misinformation in digital media highlights the need for reliable fake news detection systems, yet progress in under-resourced languages such as Bangla is limited by small and imbalanced datasets.”；其公开机制/实验主张是“To fill this gap, we propose a systematic augmentation framework that generates synthetic Bangla news articles using the instruction tuned Gemma 3 27B IT model, supported by semantic filtering and controlled subsampling to preserve label c…”。具体 exclusion boundary：现有证据只验证了To fill this gap, we propose a systematic augmentation framework that generates synthetic Bangla news articles using the instruction tuned Gemma 3 27B IT model, supported by seman… 在 The growing spread of misinformation in digital media highlights the need for reliable fake news detection systems, yet progress in under-resourced l… 所定义的局部 workload 中的主张；它没有建立 state estimate、planner、low-level controller 与 safety envelope 的可迁移责任边界，所以不能仅因主题可映射到 ROADMAP 就进入 Candidate Denominator。重开条件：该 family 的后续版本需针对上述局部机制 在真实 closed loop 与 OOD 下证明 state/control handoff、deadline、failure detector 和 safety fallback。
2605.01293	2026-05-02T07:06:01Z	2026-05-02	Lifting Traces to Logic: Programmatic Skill Induction with Neuro-Symbolic Learning for Long-Horizon Agentic Tasks	Foundation model-driven agents often struggle with long-horizon planning due to the transient nature of purely prompting-based reasoning. While existing skill induction methods mitigate this by distilling experience into state-blind parameterized scripts, they fail to capture the conditional logic required for robust execution in dynamic environments. In this paper, we propose Neuro-Symbolic Skill Induction (NSI), a framework that lifts interaction traces into modular, \textit{logic-grounded} programs. By synthesizing explicit control flows and dynamic variable binding, NSI empowers agents to discover \textit{when} and \textit{why} to act. This paradigm enables the efficient generalization, allowing agents to induce skills from few-shot examples and flexibly adapt to unseen goals. Experiments on a series of agentic tasks demonstrate that NSI consistently outperforms state-of-the-art baselines, empowering agents to self-evolve into architects of logic-grounded skills.	['cs.AI']	10.48550/arxiv.2605.01293	core_daily_full_semantic	retain	SF-LOGIC-GROUNDED-SKILL-INDUCTION	AGENT-WORKFLOW	[3, 3, 3]	—
2605.01295	2026-05-02T07:11:38Z	2026-05-02	Autonomous Drift Learning in Data Streams: A Unified Perspective	In the pursuit of autonomous learning systems, the foundational assumption of stationarity, the premise that data distributions and model behaviors remain constant, is fundamentally untenable. Historically, the research community has addressed non-stationary environments almost exclusively under the scope of concept drift, focusing primarily on temporal shifts in streams. However, as learning systems become increasingly autonomous and complex, merely adapting to temporal non-stationarity is no longer sufficient. Evolving beyond this traditional perspective, we propose a novel, three-dimensional taxonomy that systematizes the field based on the operational state of the system. First, time stream drift distinguishes between stochastic arbitrary patterns and structural rhythmic dynamics. Second, data stream drift disentangles shifts in feature representations, identified as representation drift, from changes in underlying semantics, recognized as semantic drift. Third, model stream drift characterizes the internal endogenous divergence of learning systems through the lenses of sequential plasticity, decentralized heterogeneity, and policy instability. Based on this framework, we systematically review 193 representative studies and identify key open challenges. By bridging the fragmented paradigms of drift adaptation, continual learning, and temporal generalization, this survey outlines a roadmap for building self-evolving intelligent systems capable of learning autonomously through continuous change.	['cs.AI', 'cs.LG']	10.48550/arxiv.2605.01295	core_daily_full_semantic	pre_denominator_closure	—	—		《Autonomous Drift Learning in Data Streams: A Unified Perspective》：title+abstract screening 将问题定位为“In the pursuit of autonomous learning systems, the foundational assumption of stationarity, the premise that data distributions and model behaviors remain constant, is fundamentally untenable.”；其公开机制/实验主张是“Evolving beyond this traditional perspective, we propose a novel, three-dimensional taxonomy that systematizes the field based on the operational state of the system.”。具体 exclusion boundary：现有证据只验证了Evolving beyond this traditional perspective, we propose a novel, three-dimensional taxonomy that systematizes the field based on the operational state of the system. 在 In the pursuit of autonomous learning systems, the foundational assumption of stationarity, the premise that data distributions and model behaviors r… 所定义的局部 workload 中的主张；它没有建立 跨任务 information/action/workflow state 的 owner、commit 点与恢复责任，所以不能仅因主题可映射到 ROADMAP 就进入 Candidate Denominator。重开条件：该 family 的后续版本需针对上述局部机制 证明可跨任务复用的持久状态、action boundary 或 recovery control contract，并披露失败路径与回滚条件。
2605.01296	2026-05-02T07:13:50Z	2026-05-02	SIFT-VTON: Geometric Correspondence Supervision on Cross-Attention for Virtual Try-On	Diffusion-based virtual try-on methods achieve photorealistic synthesis through cross-attention mechanisms that transfer garment features to target body regions. However, these approaches rely on implicit learning of spatial correspondences, struggling to preserve fine details such as text and illustrations. We propose a novel approach, which we call SIFT-VTON, that utilizes SIFT keypoint matching to provide explicit geometric guidance for diffusion-based virtual try-on. Our method applies domain-specific filtering to SIFT keypoint matches between garment and person images, then converts these correspondences into spatial probability distributions that supervise cross-attention layers during training. This explicit supervision guides the model to learn precise spatial alignment, concentrating attention on geometrically consistent garment regions. Experiments on the VITON-HD dataset demonstrate significant improvements on unpaired metrics while maintaining competitive paired reconstruction metrics. Qualitative comparisons show superior preservation of text clarity and pattern alignment. Attention visualizations confirm that our method produces sharply focused attention on relevant garment details. This work demonstrates that classical geometric correspondence methods can effectively enhance modern diffusion models for conditional synthesis tasks. The source code will be available at https://github.com/takesukeDS/SIFT-VTON.	['cs.CV']	10.48550/arxiv.2605.01296	keyword_category_semantic_or_false_negative_audit	pre_denominator_closure	—	—		《SIFT-VTON: Geometric Correspondence Supervision on Cross-Attention for Virtual Try-On》：title+abstract screening 将问题定位为“Diffusion-based virtual try-on methods achieve photorealistic synthesis through cross-attention mechanisms that transfer garment features to target body regions.”；其公开机制/实验主张是“We propose a novel approach, which we call SIFT-VTON, that utilizes SIFT keypoint matching to provide explicit geometric guidance for diffusion-based virtual try-on.”。具体 exclusion boundary：现有证据只验证了We propose a novel approach, which we call SIFT-VTON, that utilizes SIFT keypoint matching to provide explicit geometric guidance for diffusion-based virtual try-on. 在 Diffusion-based virtual try-on methods achieve photorealistic synthesis through cross-attention mechanisms that transfer garment features to target b… 所定义的局部 workload 中的主张；它没有建立 data/objective/optimizer/checkpoint ownership、跨规模稳定性与恢复合同，所以不能仅因主题可映射到 ROADMAP 就进入 Candidate Denominator。重开条件：该 family 的后续版本需针对上述局部机制 给出跨规模机制、收敛/稳定性边界和相对现有训练分支的可复现 trade-off，使 Training 设计判断改变。
2605.01297	2026-05-02T07:13:50Z	2026-05-02	Are we Doomed to an AI Race? Why Self-Interest Could Drive Countries Towards a Moratorium on Superintelligence	This paper uses game theory to argue that, contrary to the prevailing view, a moratorium on Artificial Superintelligence (ASI) can be in a state's self-interest. By formalizing trategic interactions between geopolitical superpowers, we model the trade-off between the benefits of technological supremacy and the catastrophic risks of uncontrolled ASI. The analysis reveals that as the perceived cost of loss of control increases sufficiently relative to other parameters, it becomes in each state's self-interest to impose a moratorium. We further provide empirical evidence suggesting that the global perception of ASI risk is rising, making a stable, rational moratorium increasingly plausible in the current geopolitical landscape.	['cs.AI', 'cs.CY']	10.48550/arxiv.2605.01297	core_daily_full_semantic	pre_denominator_closure	—	—		《Are we Doomed to an AI Race? Why Self-Interest Could Drive Countries Towards a Moratorium on Superintelligence》：title+abstract screening 将问题定位为“This paper uses game theory to argue that, contrary to the prevailing view, a moratorium on Artificial Superintelligence (ASI) can be in a state's self-interest.”；其公开机制/实验主张是“By formalizing trategic interactions between geopolitical superpowers, we model the trade-off between the benefits of technological supremacy and the catastrophic risks of uncontrolled ASI.”。具体 exclusion boundary：现有证据只验证了By formalizing trategic interactions between geopolitical superpowers, we model the trade-off between the benefits of technological supremacy and the catastrophic risks of uncontr… 在 This paper uses game theory to argue that, contrary to the prevailing view, a moratorium on Artificial Superintelligence (ASI) can be in a state's se… 所定义的局部 workload 中的主张；它没有建立 state estimate、planner、low-level controller 与 safety envelope 的可迁移责任边界，所以不能仅因主题可映射到 ROADMAP 就进入 Candidate Denominator。重开条件：该 family 的后续版本需针对上述局部机制 在真实 closed loop 与 OOD 下证明 state/control handoff、deadline、failure detector 和 safety fallback。
2605.01298	2026-05-02T07:14:49Z	2026-05-02	Checkerboard: Closed-Form and Data-Independent Trigger Design for Clean-Label Backdoor Attacks	"Backdoor attacks threaten the deep-learning supply chain by poisoning a small fraction of the training data so that a model behaves normally on clean inputs but maps triggered inputs to an attacker-chosen class. Clean-label backdoor attacks are especially difficult to audit because poisoned examples preserve their semantic labels. Yet existing clean-label attacks often require surrogate model training, auxiliary data access, or iterative optimization.
 In this paper, we present \emph{Checkerboard}, a clean-label backdoor attack with closed-form, data-independent trigger design. We formulate trigger design through an input-space Fisher-separability objective and, under a ridge four-neighbor local-smoothness prior for natural images, obtain the pixel-wise checkerboard as a closed-form maximizer of the resulting design proxy without data access, model training, or optimization. Across four benchmark datasets, Checkerboard outperforms the evaluated norm-bounded clean-label attacks and achieves state-of-the-art performance under low global poisoning rates. For example, on CIFAR-10, under a trigger perturbation of $10/255$, poisoning 20 training samples achieves $95.72\%$ Attack Success Rate (ASR). On IN-100, a global poisoning rate of only $0.4\%$ yields over $83\%$ ASR without degrading clean accuracy. The proposed attack also remains effective against state-of-the-art backdoor defenses and shows resistance to adaptive defenses under simple modification."	['cs.CR', 'cs.CV']	10.48550/arxiv.2605.01298	keyword_category_semantic_or_false_negative_audit	pre_denominator_closure	—	—		《Checkerboard: Closed-Form and Data-Independent Trigger Design for Clean-Label Backdoor Attacks》：title+abstract screening 将问题定位为“Backdoor attacks threaten the deep-learning supply chain by poisoning a small fraction of the training data so that a model behaves normally on clean inputs but maps triggered inputs to an attacker-chosen class.”；其公开机制/实验主张是“In this paper, we present \emph{Checkerboard}, a clean-label backdoor attack with closed-form, data-independent trigger design.”。具体 exclusion boundary：现有证据只验证了In this paper, we present \emph{Checkerboard}, a clean-label backdoor attack with closed-form, data-independent trigger design. 在 Backdoor attacks threaten the deep-learning supply chain by poisoning a small fraction of the training data so that a model behaves normally on clean… 所定义的局部 workload 中的主张；它没有建立 data/objective/optimizer/checkpoint ownership、跨规模稳定性与恢复合同，所以不能仅因主题可映射到 ROADMAP 就进入 Candidate Denominator。重开条件：该 family 的后续版本需针对上述局部机制 给出跨规模机制、收敛/稳定性边界和相对现有训练分支的可复现 trade-off，使 Training 设计判断改变。
2605.01299	2026-05-02T07:15:31Z	2026-05-02	GA-VisAgent: A Multi-Agent application for code generation and visualization in interactive learning	Geometric Algebra (GA) presents challenges to learners due to its highly abstract mathematical structure and complex operational rules, as translating algebraic manipulations into concrete geometric interpretations is a non-intuitive process when developing related code. Currently, some existing GA software packages rely on manually written scripts for code generation and visualization, but their high learning curve hinders widespread adoption. Meanwhile, methods based on Large Language Models (LLMs) often produce logical errors when generating specific GA scripts, such as GAALOPScript, resulting in generally low accuracy. To address these issues, this study proposes GA-VisAgent -- a multi-agent interactive learning application for GA code generation and visualization -- building upon a Geometric algebra large language model (GAGPT). Integrating task planning mechanisms with ReAct reasoning strategies, GA-VisAgent can decompose complex operations into five standardized subtasks, including core operations like geometric products, rotations, and reflections. It supports natural language and mathematical formulas as input to automatically generate executable code, accompanied by interactive visualizations to aid user comprehension. Experimental results show that GA-VisAgent achieved a 90% code generation success rate across 40 typical Conformal GA tasks, representing a 70% improvement over GPT-4o. This application introduces an extensible new paradigm for teaching GA and developing visualization tools for related mathematical concepts. The online service for this project will be available at http://gagis.cn/gacrac.	['cs.LG']	10.48550/arxiv.2605.01299	core_daily_full_semantic	pre_denominator_closure	—	—		《GA-VisAgent: A Multi-Agent application for code generation and visualization in interactive learning》：title+abstract screening 将问题定位为“Geometric Algebra (GA) presents challenges to learners due to its highly abstract mathematical structure and complex operational rules, as translating algebraic manipulations into concrete geometric interpretations is a non-intuitive proce…”；其公开机制/实验主张是“Currently, some existing GA software packages rely on manually written scripts for code generation and visualization, but their high learning curve hinders widespread adoption.”。具体 exclusion boundary：现有证据只验证了Currently, some existing GA software packages rely on manually written scripts for code generation and visualization, but their high learning curve hinders widespread adoption. 在 Geometric Algebra (GA) presents challenges to learners due to its highly abstract mathematical structure and complex operational rules, as translatin… 所定义的局部 workload 中的主张；它没有建立 跨任务 information/action/workflow state 的 owner、commit 点与恢复责任，所以不能仅因主题可映射到 ROADMAP 就进入 Candidate Denominator。重开条件：该 family 的后续版本需针对上述局部机制 证明可跨任务复用的持久状态、action boundary 或 recovery control contract，并披露失败路径与回滚条件。
2605.01301	2026-05-02T07:21:22Z	2026-05-02	From Stealthy Data Fabrication to Unsafe Driving: Realistic Scenario Attacks on Collaborative Perception	Collaborative perception allows connected and autonomous vehicles (CAVs) to improve perception by sharing sensory data, but it also introduces security risks from manipulated inputs. Prior work shows that attackers can spoof or remove objects by fabricating shared data, yet the practicality of such attacks in real-world driving remains unclear. Existing attacks are often detectable or evaluated in manually constructed scenarios, leaving open whether they can induce safety-critical outcomes in dynamic environments. To bridge this gap, we present a stealthy, scenario-realistic data fabrication attack that induces unsafe driving behaviors through end-to-end system effects. Instead of creating large, easily detectable anomalies, our attack subtly manipulates the poses of existing objects in shared perception results, keeping perturbations below detection thresholds. These small errors are then propagated through downstream modules, including object tracking and trajectory prediction, leading to significant deviations in predicted behaviors and ultimately unsafe driving decisions. We further design an online, scenario-aware attack framework that adapts to dynamic traffic conditions and optimizes attack strategies at runtime. Experiments on OPV2V and V2X-Real demonstrate that the attack achieves over 90% success in inducing detection errors and triggers safety-critical behaviors, such as unnecessary hard braking, in up to 50% of scenarios, while largely evading state-of-the-art defenses. We also propose a mitigation that focuses on detecting anomalies in localized, safety-critical regions, achieving an 80% detection rate on the small pose perturbation compared to 11% for the best existing methods.	['cs.CR']	10.48550/arxiv.2605.01301	keyword_category_semantic_or_false_negative_audit	pre_denominator_closure	—	—		《From Stealthy Data Fabrication to Unsafe Driving: Realistic Scenario Attacks on Collaborative Perception》：title+abstract screening 将问题定位为“Collaborative perception allows connected and autonomous vehicles (CAVs) to improve perception by sharing sensory data, but it also introduces security risks from manipulated inputs.”；其公开机制/实验主张是“To bridge this gap, we present a stealthy, scenario-realistic data fabrication attack that induces unsafe driving behaviors through end-to-end system effects.”。具体 exclusion boundary：现有证据只验证了To bridge this gap, we present a stealthy, scenario-realistic data fabrication attack that induces unsafe driving behaviors through end-to-end system effects. 在 Collaborative perception allows connected and autonomous vehicles (CAVs) to improve perception by sharing sensory data, but it also introduces securi… 所定义的局部 workload 中的主张；它没有建立 可迁移的 threat model、运行时 enforcement owner、false-positive budget 与 release boundary，所以不能仅因主题可映射到 ROADMAP 就进入 Candidate Denominator。重开条件：该 family 的后续版本需针对上述局部机制 补齐攻击者能力、执行时 enforcement、绕过实验和跨系统复现，足以修正 Security/Evaluation 的既有 contract。
2605.01302	2026-05-02T07:22:24Z	2026-05-02	Beyond Semantic Relevance: Counterfactual Risk Minimization for Robust Retrieval-Augmented Generation	Standard Retrieval-Augmented Generation (RAG) systems predominantly rely on semantic relevance as a proxy for utility. However, this assumption collapses in realistic decision-making scenarios where user queries are laden with cognitive biases, such as false premises or confirmation bias. In such cases, maximizing relevance paradoxically promotes the retrieval of sycophantic evidence that reinforces hallucinations, a critical failure we term the ``Relevance-Robustness Gap''. To bridge this gap, we propose CoRM-RAG (Counterfactual Risk Minimization for RAG), a framework that aligns retrieval with decision safety rather than mere similarity. Grounded in causal intervention, we introduce a Cognitive Perturbation Protocol to simulate user biases during training, which is then distilled into a lightweight Evidence Critic. This scoring module learns to identify documents that possess sufficient evidential strength to steer the model toward correctness despite adversarial query perturbations. Extensive experiments on decision-making benchmarks demonstrate that CoRM-RAG significantly outperforms strong dense retrievers and LLM-based rerankers in adversarial settings, while enabling effective risk-aware abstention through reliable robustness scoring. Our code is available at https://github.com/PeiYangLiu/CoRM-RAG.git.	['cs.CL', 'cs.IR']	10.48550/arxiv.2605.01302	core_daily_full_semantic	retain	SF-COUNTERFACTUAL-RISK-RAG	AGENT-RAG	[3, 3, 2]	—
2605.01306	2026-05-02T07:28:27Z	2026-05-02	Machine Learning Enhanced Laser Spectroscopy for Multi-Species Gas Detection in Complex and Harsh Environments	Laser absorption spectroscopy (LAS) is a well-established technique for non-intrusive measurement of gas species in combustion and atmospheric environments, but conventional methods struggle with multi-species mixtures under dynamic or interference-laden conditions. Overlapping spectral features, noise, and incomplete reference data limit reliability when unknown or weakly absorbing species are present. This dissertation develops diagnostics combining LAS with machine learning (ML) to address these limitations. Deep denoising autoencoders (DDAEs) are applied to shock-tube measurements during high-speed hydrocarbon pyrolysis, improving signal fidelity and detection limits for trace species. A structured unsupervised framework, HT-SIMNet, then mitigates interference from unknown species without full calibration data, using spectral augmentation and a Noise2Noise-inspired scheme to isolate species in reactive systems. Where reference spectra are unavailable, UnblindMix, an autoencoder-based blind source separation method, reconstructs concentrations and spectral signatures directly from mixture data, validated on mixtures of up to eight components. To recover weakly absorbing species masked by broader absorbers, a feature-engineering method based on first derivatives and convolutions selectively highlights minor species. Finally, VOC-certifire combines randomized smoothing with Voigt-based spectral perturbation to provide certifiable classification of volatile organic compounds under varying conditions. All techniques are experimentally validated and benchmarked. The integration of spectroscopic hardware with ML offers a path toward real-time, interference-resilient, reference-free gas detection for combustion science, environmental monitoring, and industrial safety.	['cs.LG', 'physics.app-ph', 'physics.optics']	10.48550/arxiv.2605.01306	core_daily_full_semantic	pre_denominator_closure	—	—		《Machine Learning Enhanced Laser Spectroscopy for Multi-Species Gas Detection in Complex and Harsh Environments》：title+abstract screening 将问题定位为“Laser absorption spectroscopy (LAS) is a well-established technique for non-intrusive measurement of gas species in combustion and atmospheric environments, but conventional methods struggle with multi-species mixtures under dynamic or int…”；其公开机制/实验主张是“Overlapping spectral features, noise, and incomplete reference data limit reliability when unknown or weakly absorbing species are present.”。具体 exclusion boundary：现有证据只验证了Overlapping spectral features, noise, and incomplete reference data limit reliability when unknown or weakly absorbing species are present. 在 Laser absorption spectroscopy (LAS) is a well-established technique for non-intrusive measurement of gas species in combustion and atmospheric enviro… 所定义的局部 workload 中的主张；它没有建立 可迁移的 threat model、运行时 enforcement owner、false-positive budget 与 release boundary，所以不能仅因主题可映射到 ROADMAP 就进入 Candidate Denominator。重开条件：该 family 的后续版本需针对上述局部机制 补齐攻击者能力、执行时 enforcement、绕过实验和跨系统复现，足以修正 Security/Evaluation 的既有 contract。
2605.01307	2026-05-02T07:30:37Z	2026-05-02	Spectral- and Energy-efficient Multi-BS Multi-RIS Pinching-antenna Systems: A GNN-based Approach	This paper investigates coordinated downlink transmission in a multi-base station (multi-BS) multi-reconfigurable intelligent surface (multi-RIS)-assisted pinching-antenna (PA) system, where each user equipment (UE) is associated with a single BS and each BS is equipped with movable PAs deployed on parallel waveguides. We formulate sum rate (SR) and energy efficiency (EE) maximization problems by jointly optimizing PA placement, RIS phase shifts, transmit beamforming, and BS-UE association under constraints of inter-PA spacing, power budget, and unit-modulus phase shift. To address the resulting highly coupled mixed-variable problem, we propose a three-stage graph neural network (GNN) that integrates heterogeneous and homogeneous graph representations and is trained end-to-end in an unsupervised manner. Extensive numerical results demonstrate that the proposed three-stage GNN consistently outperforms representative system and learning baselines, generalizes well to unseen numbers of UEs, RISs, and BSs, and maintains millisecond-level inference time. Besides, the results validate the effectiveness of the proposed design from both system and architectural perspectives. Moreover, PAs are shown to enhance SR and EE, and the performance gain is enlarged with increasing number of PAs.	['cs.AI', 'cs.NI', 'eess.SP']	10.48550/arxiv.2605.01307	core_daily_full_semantic	pre_denominator_closure	—	—		《Spectral- and Energy-efficient Multi-BS Multi-RIS Pinching-antenna Systems: A GNN-based Approach》：title+abstract screening 将问题定位为“This paper investigates coordinated downlink transmission in a multi-base station (multi-BS) multi-reconfigurable intelligent surface (multi-RIS)-assisted pinching-antenna (PA) system, where each user equipment (UE) is associated with a si…”；其公开机制/实验主张是“We formulate sum rate (SR) and energy efficiency (EE) maximization problems by jointly optimizing PA placement, RIS phase shifts, transmit beamforming, and BS-UE association under constraints of inter-PA spacing, power budget, and unit-mod…”。具体 exclusion boundary：现有证据只验证了We formulate sum rate (SR) and energy efficiency (EE) maximization problems by jointly optimizing PA placement, RIS phase shifts, transmit beamforming, and BS-UE association under… 在 This paper investigates coordinated downlink transmission in a multi-base station (multi-BS) multi-reconfigurable intelligent surface (multi-RIS)-ass… 所定义的局部 workload 中的主张；它没有建立 AI workload 的状态放置、同步/调度 owner、correctness invariant 与端到端 SLO，所以不能仅因主题可映射到 ROADMAP 就进入 Candidate Denominator。重开条件：该 family 的后续版本需针对上述局部机制 在相同 workload 下补齐 topology、hardware、precision、length、batch/concurrency 与 SLO，并证明控制权或状态边界发生可复现变化。
2605.01309	2026-05-02T07:51:19Z	2026-05-02	CUE: Concept-Aware Multi-Label Expansion to Mitigate Concept Confusion in Long-Tailed Learning	Long-tailed distributions are common in real-world recognition tasks, where a few head classes have many samples while most tail classes have very few. Recently, fine-tuning foundation models for long-tailed learning has gained attention due to their excellent performance. However, most existing methods focus solely on mitigating long-tailed distribution bias while overlooking concept confusion caused by the long-tailed distribution. In this paper, we study this problem and attribute it to the mutual exclusivity of single-label supervision under long-tailed distributions, which suppresses feature sharing among related classes and amplifies the dominance of head classes, leading to disrupted inter-class discriminability. To address this, we propose CUE, Concept-aware mUlti-label Expansion, which introduces multi-label concept signals to preserve disrupted inter-class relationships. Specifically, CUE constructs concept sets by (i) extracting instance-level visual cues from zero-shot CLIP and (ii) generating class-level semantic cues with LLM; the two cues are incorporated via separately weighted Binary Logit-Adjustment (BLA) auxiliary losses and jointly optimized with the baseline Logit-Adjustment (LA) loss. Experiments on several long-tailed benchmarks, CUE achieves balanced and strong performance, surpassing recent state-of-the-art methods. Code is available at: https://github.com/zhangruichi/CUE.	['cs.CV']	10.48550/arxiv.2605.01309	keyword_category_semantic_or_false_negative_audit	pre_denominator_closure	—	—		《CUE: Concept-Aware Multi-Label Expansion to Mitigate Concept Confusion in Long-Tailed Learning》：title+abstract screening 将问题定位为“Long-tailed distributions are common in real-world recognition tasks, where a few head classes have many samples while most tail classes have very few.”；其公开机制/实验主张是“In this paper, we study this problem and attribute it to the mutual exclusivity of single-label supervision under long-tailed distributions, which suppresses feature sharing among related classes and amplifies the dominance of head classes…”。具体 exclusion boundary：现有证据只验证了In this paper, we study this problem and attribute it to the mutual exclusivity of single-label supervision under long-tailed distributions, which suppresses feature sharing among… 在 Long-tailed distributions are common in real-world recognition tasks, where a few head classes have many samples while most tail classes have very fe… 所定义的局部 workload 中的主张；它没有建立 data/objective/optimizer/checkpoint ownership、跨规模稳定性与恢复合同，所以不能仅因主题可映射到 ROADMAP 就进入 Candidate Denominator。重开条件：该 family 的后续版本需针对上述局部机制 给出跨规模机制、收敛/稳定性边界和相对现有训练分支的可复现 trade-off，使 Training 设计判断改变。
2605.01310	2026-05-02T07:54:52Z	2026-05-02	GraphSculptor: Sculpting Pre-training Coreset for Graph Self-supervised Learning	Graph self-supervised learning typically relies on large-scale unlabeled datasets, heavily inflating computational costs. However, empirical evidence suggests that these datasets contain substantial redundancy-our analysis reveals that uniformly subsampling 50% of graphs retains over 96% of downstream performance. To exploit this redundancy, we introduce GraphSculptor for pre-training coreset construction. Unlike methods dependent on additional training-time signals or limited solely to topological statistics, GraphSculptor provides a label-free solution that constructs coresets via two complementary perspectives: intrinsic structure and contextual semantics. Concretely, structural diversity is quantified using intrinsic graph statistics, yielding a structural feature vector for each graph, while semantic diversity is captured by utilizing a pre-trained language model to encode descriptions generated via graph-to-text. GraphSculptor integrates these signals into a unified metric space and performs cluster-aware selection to preserve joint structural-semantic diversity. We further derive a theoretical bound on the loss gap between coreset and full-data pre-training, offering theoretical motivation for our selection formulation. Extensive experiments demonstrate that GraphSculptor effectively sculpts the dataset: a 10% coreset achieves 99.6% of full-data performance while reducing pre-training time by nearly 90%, offering a scalable solution for data-efficient graph pre-training.	['cs.AI', 'cs.LG']	10.48550/arxiv.2605.01310	core_daily_full_semantic	pre_denominator_closure	—	—		《GraphSculptor: Sculpting Pre-training Coreset for Graph Self-supervised Learning》：title+abstract screening 将问题定位为“Graph self-supervised learning typically relies on large-scale unlabeled datasets, heavily inflating computational costs.”；其公开机制/实验主张是“To exploit this redundancy, we introduce GraphSculptor for pre-training coreset construction.”。具体 exclusion boundary：现有证据只验证了To exploit this redundancy, we introduce GraphSculptor for pre-training coreset construction. 在 Graph self-supervised learning typically relies on large-scale unlabeled datasets, heavily inflating computational costs. 所定义的局部 workload 中的主张；它没有建立 data/objective/optimizer/checkpoint ownership、跨规模稳定性与恢复合同，所以不能仅因主题可映射到 ROADMAP 就进入 Candidate Denominator。重开条件：该 family 的后续版本需针对上述局部机制 给出跨规模机制、收敛/稳定性边界和相对现有训练分支的可复现 trade-off，使 Training 设计判断改变。
2605.01311	2026-05-02T07:55:55Z	2026-05-02	The Partial Testimony of Logs: Evaluation of Language Model Generation under Confounded Model Choice	Offline evaluation of language models from usage logs is biased when model choice is confounded: the same user-side factors that influence which model is used can also influence how its output is judged, so raw comparisons of logged scores mix self-selected populations rather than estimating a common quantity of interest. A small randomized experiment can break this bias by overriding model choice, but in practice such experiments are scarce and costly. We study a three-source design that combines a large confounded observational log (OBS) for scale, a small randomized experiment (EXP) for unconfounded scoring, and an offline simulator (SIM) that replays candidate models on cached contexts. Our main result is an identification theorem showing that the randomized experiment and the simulator are together enough to recover causal model values; the observational log enters only afterward, to reduce estimation error rather than to make the causal comparison valid. Six estimator families are evaluated in a controlled semi-synthetic validation and in two real-task cached benchmarks for summarization and coding. No family dominates every regime; relative performance depends on the amount of unbiased EXP supervision and on how closely the target reward aligns with OBS-derived structure.	['cs.LG', 'econ.EM', 'stat.AP', 'stat.ML']	10.48550/arxiv.2605.01311	core_daily_full_semantic	retain	SF-CONFOUNDED-LOG-EVALUATION	PLATFORM-EVALUATION-SYSTEM	{'design_delta': 3, 'system_reach': 3, 'durability': 3, 'total': 9}	—
