arxiv_id	source_family_id	title	status	reason	review	access	owner	score	disposition	audit
2606.14718	SF-2026-ARXIV-2606-14718	Gender Differences in AI Literacy Workshop Outcomes and Deepfake Engagement	pre_denominator_closure	`Gender Differences in AI Literacy Workshop Outcomes and Deepfake Engagement`（cs.AI, cs.CY）：As Artificial Intelligence (AI) literacy initiatives expand in K-12 settings, understanding how gender shapes student baseline perceptions, tool-use, and responsiveness to interventions is essential for equitable curriculum design. This study examines gender differences in AI literacy, safety awareness, and STEM career aspirations among Australian secondary students (Years 7, 8, and 10; N(pre) = 199, n(post) = 136) from two co-educational government schools who participated in a one-day AI literacy workshop. 该局部方法没有改变长期 state/data/control owner、evaluation/release contract 或生产 fallback。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.19230	SF-2026-ARXIV-2605-19230	Robust Mitigation of Age-Dependent Confounding Effects via Sample-Difficulty Decorrelation	pre_denominator_closure	`Robust Mitigation of Age-Dependent Confounding Effects via Sample-Difficulty Decorrelation`（cs.CV, cs.LG）：Age dependent performance disparities in medical image classification often arise because age acts as a confounder, linking imaging morphology with disease prevalence. In practice, disparities can manifest as overdiagnosis at ages where disease prevalence is higher and underdiagnosis at ages where prevalence is lower, and can worsen under train test shifts in the age distribution. 机制和证据绑定垂直领域任务，尚不能推出 AI System 的通用 data/state/control ownership 变化。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.19231	SF-2026-ARXIV-2605-19231	DeRegiME: Deep Regime Mixtures for Probabilistic Forecasting under Distribution Shift	pre_denominator_closure	`DeRegiME: Deep Regime Mixtures for Probabilistic Forecasting under Distribution Shift`（cs.LG, stat.ML）：We introduce DeRegiME -- Deep Regime Mixture of Experts -- a direct multi-horizon probabilistic forecaster that separates latent uncertainty regimes from the underlying signal and softly assigns each forecast location to learned recurring regimes using a sparse variational Gaussian process (GP) whose nonstationary regime-mixing kernel and Student-t likelihood combine per-regime sub-kernels and noise processes via a shared gate. This yields a single sparse-GP posterior, not a mixture of GP experts. 结果集中在模型/任务局部精度，未建立训练、推理、平台或 Agent 的长期系统契约变化。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.19232	SF-2026-ARXIV-2605-19232	Devilray: A Systematic Adversarial Model Revealing Blind Spots in Fake Base Station Detection	pre_denominator_closure	`Devilray: A Systematic Adversarial Model Revealing Blind Spots in Fake Base Station Detection`（cs.CR）：Fake Base Station (FBS) detection has been a critical focus of cellular security research for over two decades. However, significant financial and regulatory barriers to accessing commercial FBS (C-FBS) devices have limited direct visibility into real-world operations, forcing detection systems to be designed and evaluated around self-built prototypes. 该局部方法没有改变长期 state/data/control owner、evaluation/release contract 或生产 fallback。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.19233	SF-2026-ARXIV-2605-19233	Quantum Machine Learning for Cyber-Physical Anomaly Detection in Unmanned Aerial Vehicles: A Leakage-Free Evaluation with Proxy-Audited Feature Sets	pre_denominator_closure	`Quantum Machine Learning for Cyber-Physical Anomaly Detection in Unmanned Aerial Vehicles: A Leakage-Free Evaluation with Proxy-Audited Feature Sets`（cs.CR, cs.LG, quant-ph）：Unmanned aerial vehicles (UAVs) are cyber-physical systems whose attack surface spans networked avionics and on-board sensor fusion: a compromised GPS or battery module can mimic a benign mission segment and evade naive anomaly detectors. We present a leakage-free evaluation of quantum machine learning for UAV anomaly detection on the multi-sensor TLM:UAV benchmark. 机制和证据绑定垂直领域任务，尚不能推出 AI System 的通用 data/state/control ownership 变化。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.19234	SF-2026-ARXIV-2605-19234	AI Technologies in Language Access: Attitudes Towards AI and the Human Value of Language Access Managers	pre_denominator_closure	`AI Technologies in Language Access: Attitudes Towards AI and the Human Value of Language Access Managers`（cs.AI, cs.CL）：The rapid emergence of AI technologies is reshaping translation practices and theory across the board. This paper deals with the impact of AI in language access. 该局部方法没有改变长期 state/data/control owner、evaluation/release contract 或生产 fallback。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.19235	SF-2026-ARXIV-2605-19235	GAE Falls Short in Imperfect-Information Self-Play Reinforcement Learning	pre_denominator_closure	`GAE Falls Short in Imperfect-Information Self-Play Reinforcement Learning`（cs.GT, cs.LG）：Competitive multi-agent reinforcement learning in imperfect-information games requires agents to act under partial observability and against adversarial opponents, necessitating stochastic policies. While self-play reinforcement learning with Proximal Policy Optimization (PPO) has achieved strong empirical success, its standard advantage estimator, generalized advantage estimation, suffers from additional variance due to the sampling of stochastic future actions. 该局部方法没有改变长期 state/data/control owner、evaluation/release contract 或生产 fallback。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.19237	SF-2026-ARXIV-2605-19237	Generalized Compare-and-Swap and Space-Efficient Universal Constructions for the Infinite-Arrival Model	pre_denominator_closure	`Generalized Compare-and-Swap and Space-Efficient Universal Constructions for the Infinite-Arrival Model`（cs.DC）：We introduce GCAS, a natural generalization of the well-known compare-and-swap (CAS) object. Intuitively, GCAS just replaces the fixed equality test of CAS with a parametrized comparator chosen from $\{&lt;, =, &gt;\}$. 该局部方法没有改变长期 state/data/control owner、evaluation/release contract 或生产 fallback。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.19240	SF-2026-ARXIV-2605-19240	CASPIAN: Online Detection and Attribution of Cascade Attacks in LLM Multi-Agent Systems via Cross-Channel Causal Monitoring	retained	Therefore, we propose CASPIAN, the first framework that provides a unified, cross-channel causal analysis of cascade behavior in LLM-MAS through online monitoring of dynamic influence propagation across agents.	deep_complete	accessible	PLATFORM-SECURITY	8	Integrate	retain_reconfirmed
2605.19242	SF-2026-ARXIV-2605-19242	PhyWorld: Physics-Faithful World Model for Video Generation	retained	We propose PhyWorld, a video generation world model designed to produce temporally coherent and physically faithful scene continuations through two-stage post-training.	deep_complete	accessible	MULTIMODAL-WORLD-MODELS	8	No Change — Existing Coverage	retain_reconfirmed
2605.19243	SF-2026-ARXIV-2605-19243	Euclidean Embedding of Data Using Local Distances	pre_denominator_closure	`Euclidean Embedding of Data Using Local Distances`（cs.AI, cs.CG, cs.LG）：We study the problem of recovering a globally consistent Euclidean embedding of data, given only a local distance graph and propose a method that optimally represents these distances. The method operates solely on a neighborhood graph weighted by pairwise distances, without requiring any prior vector representation of the data. 该局部方法没有改变长期 state/data/control owner、evaluation/release contract 或生产 fallback。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.19246	SF-2026-ARXIV-2605-19246	Example-Driven Intent Synthesis for Constrained Data Bundle Retrieval: Focused Text Snippet Extraction and Beyond	pre_denominator_closure	`Example-Driven Intent Synthesis for Constrained Data Bundle Retrieval: Focused Text Snippet Extraction and Beyond`（cs.DB）：Selecting a bundle of items that collectively satisfies constraints is a fundamental task across databases, recommender systems, and text summarization. Unlike traditional retrieval that returns individual or top-k items, bundle retrieval is inherently combinatorial and, in general, NP-hard. 机制和证据绑定垂直领域任务，尚不能推出 AI System 的通用 data/state/control ownership 变化。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.19247	SF-2026-ARXIV-2605-19247	Structuring Open-Ended NAS: Semi-Automated Design Knowledge Structuring with LLMs for Efficient Neural Architecture Search	pre_denominator_closure	`Structuring Open-Ended NAS: Semi-Automated Design Knowledge Structuring with LLMs for Efficient Neural Architecture Search`（cs.CV）：Current neural architecture search (NAS) methods are often limited by their predefined, restrictive search spaces. While recent large language model (LLM)-assisted NAS methods enable open-ended search spaces, they often suffer from inefficient exploration due to biased or low-quality design ideas. 该局部方法没有改变长期 state/data/control owner、evaluation/release contract 或生产 fallback。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.19249	SF-2026-ARXIV-2605-19249	Beyond Extrapolation: Knowledge Utilization Paradigm with Bidirectional Inspiration for Time Series Forecasting	pre_denominator_closure	`Beyond Extrapolation: Knowledge Utilization Paradigm with Bidirectional Inspiration for Time Series Forecasting`（cs.LG）：Time-series forecasting is critical in various scenarios, such as energy, transportation, and public health. However, most existing forecasters rely primarily on one-way inference, \textit{i.e.}, mapping \textbf{history} to \textbf{target}, and overlook the structural information provided by a revised natural chain (``\textbf{history} (model input) -- \textbf{target} (ground-truth output) -- \textbf{post-target continuation}''). 结果集中在模型/任务局部精度，未建立训练、推理、平台或 Agent 的长期系统契约变化。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.19250	SF-2026-ARXIV-2605-19250	Causal Evidence for Attention Head Imbalance in Modality Conflict Hallucination	pre_denominator_closure	`Causal Evidence for Attention Head Imbalance in Modality Conflict Hallucination`（cs.AI）：Modality-conflict hallucination occurs when multimodal large language models (MLLMs) prioritize erroneous textual premises over contradictory visual evidence. To understand why visual evidence fails to prevail during generation, we take a mechanistic perspective and examine which internal components drive or resist this failure. 结果集中在模型/任务局部精度，未建立训练、推理、平台或 Agent 的长期系统契约变化。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.19253	SF-2026-ARXIV-2605-19253	Detecting and Mitigating Backdoor Attacks in OTA-FL Systems: A Two-Stage Robust Aggregation Scheme	pre_denominator_closure	`Detecting and Mitigating Backdoor Attacks in OTA-FL Systems: A Two-Stage Robust Aggregation Scheme`（cs.CR, eess.SY）：Over-the-air federated learning (OTA-FL) improves communication efficiency by exploiting the superposition property of wireless channels, but this same property also creates a critical security vulnerability: the parameter server (PS) cannot access individual local updates, making it difficult to identify and exclude poisoned gradients. The challenge is further exacerbated under non-independent and identically distributed (Non-IID) training data, where benign gradient drift can closely resemble malicious updates. 结果集中在模型/任务局部精度，未建立训练、推理、平台或 Agent 的长期系统契约变化。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.19255	SF-2026-ARXIV-2605-19255	Bilateral Teleoperation with Compliant 6-DOF Pose-and-Force Sensing	pre_denominator_closure	`Bilateral Teleoperation with Compliant 6-DOF Pose-and-Force Sensing`（cs.RO）：Existing bilateral teleoperation platforms still rely on costly rigid six-axis force/torque sensors, tightly coupled leader-follower hardware, and kilohertz control loops. We present a Cartesian bilateral framework built on the hardware-agnostic WinGs Operating Studio (WOS) middleware, in which a low-cost compliant 6-DOF pose-and-force sensing end-effector, Delta6, is mounted on both sides so that each manipulator behaves as an end-effector 6-DOF series elastic actuator (SEA). 该局部方法没有改变长期 state/data/control owner、evaluation/release contract 或生产 fallback。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.19256	SF-2026-ARXIV-2605-19256	Distribution Matching Distillation without Fake Score Network	pre_denominator_closure	`Distribution Matching Distillation without Fake Score Network`（cs.CV）：Distribution Matching Distillation (DMD) provides an effective distribution-level correction for few-step generation, while relying on an auxiliary fake-score network to track the evolving generative distribution. Recent work combines DMD-style objectives with flow-map generators to exploit both forward-divergence training and reverse-divergence correction. 该局部方法没有改变长期 state/data/control owner、evaluation/release contract 或生产 fallback。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.19257	SF-2026-ARXIV-2605-19257	PRISM-SLAM: Probabilistic Ray-Grounded Inference for Scale-aware Metric SLAM	pre_denominator_closure	`PRISM-SLAM: Probabilistic Ray-Grounded Inference for Scale-aware Metric SLAM`（cs.RO）：Monocular SLAM historically suffers from scale ambiguity and tracking failure in dynamic environments. While recent vision foundation models (VFMs) provide remarkable zero-shot depth priors, naively integrating these deterministic predictions ignores predictive uncertainty and frame-to-frame scale inconsistencies. 结果集中在模型/任务局部精度，未建立训练、推理、平台或 Agent 的长期系统契约变化。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.19258	SF-2026-ARXIV-2605-19258	ExECG: An Explainable AI Framework for ECG models	pre_denominator_closure	`ExECG: An Explainable AI Framework for ECG models`（cs.AI, cs.LG）：Deep learning has enabled ECG diagnostic models with strong performance in tasks such as arrhythmia classification and abnormality detection. However, accuracy alone is insufficient for clinical deployment because it does not explain why a specific output was produced, limiting justification, error analysis, and trust. 机制和证据绑定垂直领域任务，尚不能推出 AI System 的通用 data/state/control ownership 变化。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.19260	SF-2026-ARXIV-2605-19260	AQuaUI: Visual Token Reduction for GUI Agents with Adaptive Quadtrees	pre_denominator_closure	`AQuaUI: Visual Token Reduction for GUI Agents with Adaptive Quadtrees`（cs.AI, cs.CV, cs.MA）：Large Multimodal Models (LMMs) have recently emerged as promising backbones for GUI-agent models, where high-resolution GUI screenshots are introduced to the prompts at each iteration step. However, these screenshots exhibit highly non-uniform spatial information density: large regions may carry little information and are visually homogeneous, while key text and icons may require high visual fidelity. 结果集中在模型/任务局部精度，未建立训练、推理、平台或 Agent 的长期系统契约变化。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.19261	SF-2026-ARXIV-2605-19261	When Web Apps Heal Themselves: A MAPE-K Based Approach to Fault Tolerance and Adaptive Recovery	pre_denominator_closure	`When Web Apps Heal Themselves: A MAPE-K Based Approach to Fault Tolerance and Adaptive Recovery`（cs.AI, cs.HC, cs.PL, cs.SE）：Ensuring the reliability and resilience of modern web applications remains a critical challenge due to increasing system complexity and dynamic runtime environments. This study proposes a modular self-healing framework based on the monitor-analyze-plan-execute over a shared knowledge base (MAPE-K) model, integrated with an AutoFix-inspired mechanism for adaptive fault recovery. 该局部方法没有改变长期 state/data/control owner、evaluation/release contract 或生产 fallback。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.19262	SF-2026-ARXIV-2605-19262	Backdooring Masked Diffusion Language Models	retained	In this work, we present the first systematic study of training-time backdoor attacks on MDLMs.	deep_complete	accessible	PLATFORM-SECURITY	7	No Change — Existing Coverage	retain_reconfirmed
2605.19263	SF-2026-ARXIV-2605-19263	From Simple to Complex: Curriculum-Guided Physics-Informed Neural Networks via Gaussian Mixture Models	pre_denominator_closure	`From Simple to Complex: Curriculum-Guided Physics-Informed Neural Networks via Gaussian Mixture Models`（cs.LG, math.NA）：Physics-informed neural networks (PINNs) offer a mesh-free framework for solving partial differential equations (PDEs), yet training often suffers from gradient pathologies, spectral bias, and poor convergence, especially for problems with strong nonlinearity, sharp gradients, or multiscale features. We propose the Curriculum-Guided Gaussian Mixture Physics-Informed Neural Network (CGMPINN), which integrates Gaussian mixture modeling with dynamic curriculum learning. 该局部方法没有改变长期 state/data/control owner、evaluation/release contract 或生产 fallback。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.19264	SF-2026-ARXIV-2605-19264	Swimming with Whales: Analysis of Power Imbalances in Stake-Weighted Governance	pre_denominator_closure	`Swimming with Whales: Analysis of Power Imbalances in Stake-Weighted Governance`（cs.AI, cs.MA）：Voting methods weighted by stakes are the fundamental governance paradigm in Proof-of-Stake (PoS) blockchains. Such a paradigm is known to be prone to power distortions: a few users possessing large stakes may completely control decision making, even without owning the totality of the stakes. 该局部方法没有改变长期 state/data/control owner、evaluation/release contract 或生产 fallback。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.19265	SF-2026-ARXIV-2605-19265	MuMuTestUp: Mutation-based Multi-Agent Test Case Update	pre_denominator_closure	`MuMuTestUp: Mutation-based Multi-Agent Test Case Update`（cs.SE）：Modern software systems evolve rapidly under CI/CD practices, where tests are critical for quality. However, substantial code changes often render existing test cases obsolete, causing pipeline disruptions, reduced productivity, and compromised quality. 该局部方法没有改变长期 state/data/control owner、evaluation/release contract 或生产 fallback。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.19266	SF-2026-ARXIV-2605-19266	FormalASR: End-to-End Spoken Chinese to Formal Text	pre_denominator_closure	`FormalASR: End-to-End Spoken Chinese to Formal Text`（cs.AI, cs.CL）：Automatic speech recognition (ASR) systems are typically optimized for verbatim transcription, which preserves disfluencies, filler words, and informal spoken structures that are often unsuitable for downstream writing-oriented applications. A common workaround is a two-stage ASR+LLM pipeline for post-editing, but this design increases latency and memory cost and is difficult to deploy on-device. 机制和证据绑定垂直领域任务，尚不能推出 AI System 的通用 data/state/control ownership 变化。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.19269	SF-2026-ARXIV-2605-19269	CODA: Rewriting Transformer Blocks as GEMM-Epilogue Programs	retained	We introduce CODA, a GPU kernel abstraction that expresses these computations as GEMM-plus-epilogue programs.	deep_complete	accessible	INFER-TENSORRT-LLM	8	Integrate	retain_reconfirmed
2605.19270	SF-2026-ARXIV-2605-19270	DECOR: Auditing LLM Deception via Information Manipulation Theory	pre_denominator_closure	`DECOR: Auditing LLM Deception via Information Manipulation Theory`（cs.CL）：Large language models can deceive by subtly manipulating truthful information -- omitting key facts, shifting focus, or obscuring meaning -- making such behavior difficult to detect. Existing black-box methods rely on coarse-grained judgments, offering limited interpretability and failing to pinpoint which facts were distorted and how. 该局部方法没有改变长期 state/data/control owner、evaluation/release contract 或生产 fallback。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
