source_family_id	disposition	owner	adjacent	evidence	result
SF-2026-ARXIV-2606-27757	No Change — Existing Coverage	books/part-07-agent/79-planning.md	books/part-07-agent/78-tool-calling.md	re-read `books/part-07-agent/79-planning.md` at `## 完成证据与 Verification` and adjacent `books/part-07-agent/78-tool-calling.md`; existing=Ch79 已区分 plan proposal、pre-commit verifier、environment feedback 与 executable commit。 本 family 的 source-specific delta 为：把 symbolic verifier、reachability recognizer 与 revision loop 放到 long-horizon plan 的显式控制流。 Fresh adjacent review at books/part-07-agent/78-tool-calling.md found no competing owner.; bounded delta=把 symbolic verifier、reachability recognizer 与 revision loop 放到 long-horizon plan 的显式控制流。	PASS
SF-2026-ARXIV-2606-27780	No Change — Existing Coverage	books/part-03-multimodal-world-models/25-multimodal-world-models.md	books/part-03-multimodal-world-models/24-multimodal-generative-paradigms.md	re-read `books/part-03-multimodal-world-models/25-multimodal-world-models.md` at `## State ownership` and adjacent `books/part-03-multimodal-world-models/24-multimodal-generative-paradigms.md`; existing=Ch25 已分离 belief/latent state、action-conditioned transition、physical truth 与 commit authority。 本 family 的 source-specific delta 为：给 graph world-model rollout 建立 topology/model factor 分解与 dynamic-edge error feedback contract。 Fresh adjacent review at books/part-03-multimodal-world-models/24-multimodal-generative-paradigms.md found no competing owner.; bounded delta=给 graph world-model rollout 建立 topology/model factor 分解与 dynamic-edge error feedback contract。	PASS
SF-2026-ARXIV-2606-27791	Weekly Only — Context	books/part-02-model/22-long-context.md	books/part-02-model/21-moe.md	re-read `books/part-02-model/22-long-context.md` at `### 从 Dense Checkpoint 迁移到 Hybrid State Model` and adjacent `books/part-02-model/21-moe.md`; existing=The long-context owner already assigns hybrid full-attention placement to calibrated layer selection; answer-token NLL is a local selector, not a new owner boundary.; bounded delta=以 answer-token NLL degradation 选择保留 full-attention 的层，改变 hybrid attention 的 calibration owner。	PASS
SF-2026-ARXIV-2606-27797	Integrate	books/part-04-training-system/36-distributed-training.md	books/part-04-training-system/37-tensor-parallel.md	unique Review note line 646; reviewed owner block equals ready packet	PASS
SF-2026-ARXIV-2606-27806	Integrate	books/part-07-agent/79-planning.md	books/part-07-agent/78-tool-calling.md	unique Review note line 284; reviewed owner block equals ready packet	PASS
SF-2026-ARXIV-2606-27814	No Change — Existing Coverage	books/part-04-training-system/33-grpo.md	books/part-04-training-system/32-ppo.md	re-read `books/part-04-training-system/33-grpo.md` at `### 从一个终局标量到 Typed Credit：Reward 必须匹配决策边界` and adjacent `books/part-04-training-system/32-ppo.md`; existing=Ch33 已分离 trajectory owner、outcome verifier、teacher guidance 与 typed credit，避免 teacher 获得 reward sign authority。 本 family 的 source-specific delta 为：在 multi-turn agent training 中按 competence/turn state 退火切换 on-policy distillation 与 environment reward。 Fresh adjacent review at books/part-04-training-system/32-ppo.md found no competing owner.; bounded delta=在 multi-turn agent training 中按 competence/turn state 退火切换 on-policy distillation 与 environment reward。	PASS
SF-2026-ARXIV-2606-27826	No Change — Existing Coverage	books/part-06-ai-infrastructure/66-evaluation-system.md	books/part-06-ai-infrastructure/67-monitoring.md	re-read `books/part-06-ai-infrastructure/66-evaluation-system.md` at `### Evaluator 可以主动制造 Probe，但不能冒充被动观察` and adjacent `books/part-06-ai-infrastructure/67-monitoring.md`; existing=Ch66 已把 subject identity、EvalSpec、scorer、slice 与 release decision 分成版本化证据对象。 本 family 的 source-specific delta 为：把 embodied-agent goal success 与未明示社会规范的自主识别/遵守拆成渐进 guidance evaluation contract。 Fresh adjacent review at books/part-06-ai-infrastructure/67-monitoring.md found no competing owner.; bounded delta=把 embodied-agent goal success 与未明示社会规范的自主识别/遵守拆成渐进 guidance evaluation contract。	PASS
SF-2026-ARXIV-2606-27841	Integrate	books/part-06-ai-infrastructure/70-cost.md	books/part-06-ai-infrastructure/69-trace.md	unique Review note line 120; reviewed owner block equals ready packet	PASS
SF-2026-ARXIV-2606-27866	No Change — Existing Coverage	books/part-02-model/21-moe.md	books/part-02-model/20-sampling.md	re-read `books/part-02-model/21-moe.md` at `### 从局部结果到可执行的系统边界` and adjacent `books/part-02-model/20-sampling.md`; existing=The MoE owner already defines a shared checkpoint plus sampled subnet profiles, independent quality envelopes and online budget selection; nested intra-expert pruning is covered.; bounded delta=把一次性 MoE compression artifact 改成 nested subnet family 与可在线切换的 budget state。	PASS
SF-2026-ARXIV-2606-27906	Integrate	books/part-05-inference-system/42-what-happens-during-inference.md	books/part-05-inference-system/43-prefill.md	unique Review note line 93; reviewed owner block equals ready packet	PASS
SF-2026-ARXIV-2606-27934	No Change — Existing Coverage	books/part-06-ai-infrastructure/66-evaluation-system.md	books/part-06-ai-infrastructure/67-monitoring.md	re-read `books/part-06-ai-infrastructure/66-evaluation-system.md` at `### Evaluator 可以主动制造 Probe，但不能冒充被动观察` and adjacent `books/part-06-ai-infrastructure/67-monitoring.md`; existing=Ch66 已把 subject identity、EvalSpec、scorer、slice 与 release decision 分成版本化证据对象。 本 family 的 source-specific delta 为：用 hash-linked measurement/evidence graph 与 output-derived challenge 让硬件 benchmark 可离线验证。 Fresh adjacent review at books/part-06-ai-infrastructure/67-monitoring.md found no competing owner.; bounded delta=用 hash-linked measurement/evidence graph 与 output-derived challenge 让硬件 benchmark 可离线验证。	PASS
SF-2026-ARXIV-2606-27936	No Change — Existing Coverage	books/part-06-ai-infrastructure/72-security.md	books/part-06-ai-infrastructure/71-multi-tenant.md	re-read `books/part-06-ai-infrastructure/72-security.md` at `## 风险管理而不是一次性认证` and adjacent `books/part-06-ai-infrastructure/71-multi-tenant.md`; existing=Ch72 已把不可信内容、model context 与 tool/action authority 分离，并要求 model 外的 fail-closed gate。 本 family 的 source-specific delta 为：证明 agentic open-web resolution 把 mobility re-identification 从专家手工能力改成可规模化 threat model。 Fresh adjacent review at books/part-06-ai-infrastructure/71-multi-tenant.md found no competing owner.; bounded delta=证明 agentic open-web resolution 把 mobility re-identification 从专家手工能力改成可规模化 threat model。	PASS
SF-2026-ARXIV-2606-27944	No Change — Existing Coverage	books/part-06-ai-infrastructure/72-security.md	books/part-06-ai-infrastructure/71-multi-tenant.md	re-read `books/part-06-ai-infrastructure/72-security.md` at `## 风险管理而不是一次性认证` and adjacent `books/part-06-ai-infrastructure/71-multi-tenant.md`; existing=Ch72 已把不可信内容、model context 与 tool/action authority 分离，并要求 model 外的 fail-closed gate。 本 family 的 source-specific delta 为：以真实 phone/app side effects 揭示 safety awareness 与 execution authorization 分离后的 misuse failure。 Fresh adjacent review at books/part-06-ai-infrastructure/71-multi-tenant.md found no competing owner.; bounded delta=以真实 phone/app side effects 揭示 safety awareness 与 execution authorization 分离后的 misuse failure。	PASS
SF-2026-ARXIV-2606-27962	No Change — Existing Coverage	books/part-06-ai-infrastructure/57-what-is-ai-platform.md	books/part-06-ai-infrastructure/58-kubeflow.md	re-read `books/part-06-ai-infrastructure/57-what-is-ai-platform.md` at `## Paved Road 与 Escape Hatch` and adjacent `books/part-06-ai-infrastructure/58-kubeflow.md`; existing=Ch57 已把 paved road、escape hatch、artifact/environment identity 与 lifecycle control 分开。 本 family 的 source-specific delta 为：把 embodied simulation 的 environment、trajectory、evaluation、data 与 elastic cloud scheduling 统一成闭环平台。 Fresh adjacent review at books/part-06-ai-infrastructure/58-kubeflow.md found no competing owner.; bounded delta=把 embodied simulation 的 environment、trajectory、evaluation、data 与 elastic cloud scheduling 统一成闭环平台。	PASS
SF-2026-ARXIV-2606-27976	No Change — Existing Coverage	books/part-07-agent/76-rag.md	books/part-07-agent/77-memory.md	re-read `books/part-07-agent/76-rag.md` at `## Offline Ingestion 不是预处理细节` and adjacent `books/part-07-agent/77-memory.md`; existing=Ch76 已让 index/source provenance、retrieval evidence 与 context admission 分别持有状态和权限。 本 family 的 source-specific delta 为：把 private dense retrieval 的 routing prefix、cell-local residual key、CKKS rerank 与 linkage risk 分开声明。 Fresh adjacent review at books/part-07-agent/77-memory.md found no competing owner.; bounded delta=把 private dense retrieval 的 routing prefix、cell-local residual key、CKKS rerank 与 linkage risk 分开声明。	PASS
SF-2026-ARXIV-2606-27997	No Change — Existing Coverage	books/part-06-ai-infrastructure/66-evaluation-system.md	books/part-06-ai-infrastructure/67-monitoring.md	re-read `books/part-06-ai-infrastructure/66-evaluation-system.md` at `### Evaluator 可以主动制造 Probe，但不能冒充被动观察` and adjacent `books/part-06-ai-infrastructure/67-monitoring.md`; existing=Ch66 已把 subject identity、EvalSpec、scorer、slice 与 release decision 分成版本化证据对象。 本 family 的 source-specific delta 为：把 benchmark task subset selection 绑定 rank-preservation uncertainty，而非把少量数据集当作无损代理。 Fresh adjacent review at books/part-06-ai-infrastructure/67-monitoring.md found no competing owner.; bounded delta=把 benchmark task subset selection 绑定 rank-preservation uncertainty，而非把少量数据集当作无损代理。	PASS
SF-2026-ARXIV-2606-28011	No Change — Existing Coverage	books/part-07-agent/81-workflow.md	books/part-07-agent/80-reflection.md	re-read `books/part-07-agent/81-workflow.md` at `## State Machine 是基本模型` and adjacent `books/part-07-agent/80-reflection.md`; existing=Ch81 已把 artifact state、deterministic interlock、verifier 与 retry/fallback 组织为可提交状态机。 本 family 的 source-specific delta 为：把 LLM recovery proposal 放在 plant twin simulation、deterministic interlock validation 与 bounded fallback 之后。 Fresh adjacent review at books/part-07-agent/80-reflection.md found no competing owner.; bounded delta=把 LLM recovery proposal 放在 plant twin simulation、deterministic interlock validation 与 bounded fallback 之后。	PASS
SF-2026-ARXIV-2606-28013	Integrate	books/part-06-ai-infrastructure/66-evaluation-system.md	books/part-06-ai-infrastructure/67-monitoring.md	unique Review note line 366; reviewed owner block equals ready packet	PASS
SF-2026-ARXIV-2606-28037	No Change — Existing Coverage	books/part-06-ai-infrastructure/66-evaluation-system.md	books/part-06-ai-infrastructure/67-monitoring.md	re-read `books/part-06-ai-infrastructure/66-evaluation-system.md` at `### Evaluator 可以主动制造 Probe，但不能冒充被动观察` and adjacent `books/part-06-ai-infrastructure/67-monitoring.md`; existing=Ch66 已把 subject identity、EvalSpec、scorer、slice 与 release decision 分成版本化证据对象。 本 family 的 source-specific delta 为：以原模型 gradient behavior vector 和 parameter delta 做 evolution-aware regression-test prioritization。 Fresh adjacent review at books/part-06-ai-infrastructure/67-monitoring.md found no competing owner.; bounded delta=以原模型 gradient behavior vector 和 parameter delta 做 evolution-aware regression-test prioritization。	PASS
SF-2026-ARXIV-2606-28050	No Change — Existing Coverage	books/part-06-ai-infrastructure/66-evaluation-system.md	books/part-06-ai-infrastructure/67-monitoring.md	re-read `books/part-06-ai-infrastructure/66-evaluation-system.md` at `### Evaluator 可以主动制造 Probe，但不能冒充被动观察` and adjacent `books/part-06-ai-infrastructure/67-monitoring.md`; existing=Ch66 已把 subject identity、EvalSpec、scorer、slice 与 release decision 分成版本化证据对象。 本 family 的 source-specific delta 为：用 controlled in-context QA 反证 self-evaluation 普遍比 generation 更容易的默认假设。 Fresh adjacent review at books/part-06-ai-infrastructure/67-monitoring.md found no competing owner.; bounded delta=用 controlled in-context QA 反证 self-evaluation 普遍比 generation 更容易的默认假设。	PASS
SF-2026-ARXIV-2606-28061	No Change — Existing Coverage	books/part-06-ai-infrastructure/72-security.md	books/part-06-ai-infrastructure/71-multi-tenant.md	re-read `books/part-06-ai-infrastructure/72-security.md` at `## 风险管理而不是一次性认证` and adjacent `books/part-06-ai-infrastructure/71-multi-tenant.md`; existing=Ch72 已把不可信内容、model context 与 tool/action authority 分离，并要求 model 外的 fail-closed gate。 本 family 的 source-specific delta 为：把 tool-agent privacy 从最终文本扩展到每个 tool argument、sink 与 purpose-bound information flow。 Fresh adjacent review at books/part-06-ai-infrastructure/71-multi-tenant.md found no competing owner.; bounded delta=把 tool-agent privacy 从最终文本扩展到每个 tool argument、sink 与 purpose-bound information flow。	PASS
SF-2026-ARXIV-2606-28070	No Change — Existing Coverage	books/part-06-ai-infrastructure/57-what-is-ai-platform.md	books/part-06-ai-infrastructure/58-kubeflow.md	re-read `books/part-06-ai-infrastructure/57-what-is-ai-platform.md` at `## Paved Road 与 Escape Hatch` and adjacent `books/part-06-ai-infrastructure/58-kubeflow.md`; existing=Ch57 已把 paved road、escape hatch、artifact/environment identity 与 lifecycle control 分开。 本 family 的 source-specific delta 为：提供 ontology、knowledge production、model evolution、unified data/service tunnel 在工业规模下的统一平台合同。 Fresh adjacent review at books/part-06-ai-infrastructure/58-kubeflow.md found no competing owner.; bounded delta=提供 ontology、knowledge production、model evolution、unified data/service tunnel 在工业规模下的统一平台合同。	PASS
SF-2026-ARXIV-2606-28116	Integrate	books/part-06-ai-infrastructure/67-monitoring.md	books/part-06-ai-infrastructure/66-evaluation-system.md	unique Review note line 219; reviewed owner block equals ready packet	PASS
SF-2026-ARXIV-2606-28128	No Change — Existing Coverage	books/part-03-multimodal-world-models/25-multimodal-world-models.md	books/part-03-multimodal-world-models/24-multimodal-generative-paradigms.md	re-read `books/part-03-multimodal-world-models/25-multimodal-world-models.md` at `## State ownership` and adjacent `books/part-03-multimodal-world-models/24-multimodal-generative-paradigms.md`; existing=Ch25 已分离 belief/latent state、action-conditioned transition、physical truth 与 commit authority。 本 family 的 source-specific delta 为：把 video-world-simulator 的 contact/trajectory physics supervision 与 downstream closed-loop policy effect 联结。 Fresh adjacent review at books/part-03-multimodal-world-models/24-multimodal-generative-paradigms.md found no competing owner.; bounded delta=把 video-world-simulator 的 contact/trajectory physics supervision 与 downstream closed-loop policy effect 联结。	PASS
SF-2026-ARXIV-2606-28153	No Change — Existing Coverage	books/part-06-ai-infrastructure/72-security.md	books/part-06-ai-infrastructure/71-multi-tenant.md	re-read `books/part-06-ai-infrastructure/72-security.md` at `## 风险管理而不是一次性认证` and adjacent `books/part-06-ai-infrastructure/71-multi-tenant.md`; existing=Ch72 已把不可信内容、model context 与 tool/action authority 分离，并要求 model 外的 fail-closed gate。 本 family 的 source-specific delta 为：区分被攻击抑制与仍持续存在的 safety attention heads，并验证其 causal/monitoring 边界。 Fresh adjacent review at books/part-06-ai-infrastructure/71-multi-tenant.md found no competing owner.; bounded delta=区分被攻击抑制与仍持续存在的 safety attention heads，并验证其 causal/monitoring 边界。	PASS
SF-2026-ARXIV-2606-28166	Weekly Only — Context	books/part-04-training-system/33-grpo.md	books/part-04-training-system/32-ppo.md	re-read `books/part-04-training-system/33-grpo.md` at `### 从一个终局标量到 Typed Credit：Reward 必须匹配决策边界` and adjacent `books/part-04-training-system/32-ppo.md`; existing=The GRPO owner already assigns trajectory state to the student, teacher signal to bounded guidance and verifier to reward direction; alternating senior/junior generation is a local rollout design.; bounded delta=让 senior/junior 交替共同生成 RLVR rollout，把 handoff compatibility 变成训练目标。	PASS
SF-2026-ARXIV-2606-28187	No Change — Existing Coverage	books/part-07-agent/82-multi-agent.md	books/part-07-agent/81-workflow.md	re-read `books/part-07-agent/82-multi-agent.md` at `### 共享 Repository 需要 Commitment Protocol，不只是更多消息` and adjacent `books/part-07-agent/81-workflow.md`; existing=The multi-agent owner already represents interaction edges and attribution/noise boundaries; differentiable connection weights are a local optimizer, not a new coordination owner.; bounded delta=把 multi-agent interaction 建成可反传 attribution graph，以 token-level influence 分配错误责任。	PASS
SF-2026-ARXIV-2606-28235	No Change — Existing Coverage	books/part-07-agent/84-agent-platform.md	books/part-07-agent/83-mcp.md	re-read `books/part-07-agent/84-agent-platform.md` at `## Agent Runtime State Machine` and adjacent `books/part-07-agent/83-mcp.md`; existing=Ch84 已把 workspace/runtime、intent、acceptance predicate、trace/replay 与 promotion gate 分开。 本 family 的 source-specific delta 为：用大规模 PR 数据把 coding-agent 风险 owner 从单次 agent score 移到 repository-level integration friction。 Fresh adjacent review at books/part-07-agent/83-mcp.md found no competing owner.; bounded delta=用大规模 PR 数据把 coding-agent 风险 owner 从单次 agent score 移到 repository-level integration friction。	PASS
SF-2026-ARXIV-2606-28276	Integrate	books/part-03-multimodal-world-models/26-multimodal-embodied-vla.md	books/part-03-multimodal-world-models/25-multimodal-world-models.md	unique Review note line 322; reviewed owner block equals ready packet	PASS
SF-2026-ARXIV-2606-28277	No Change — Existing Coverage	books/part-06-ai-infrastructure/66-evaluation-system.md	books/part-06-ai-infrastructure/67-monitoring.md	re-read `books/part-06-ai-infrastructure/66-evaluation-system.md` at `### Evaluator 可以主动制造 Probe，但不能冒充被动观察` and adjacent `books/part-06-ai-infrastructure/67-monitoring.md`; existing=Ch66 已把 subject identity、EvalSpec、scorer、slice 与 release decision 分成版本化证据对象。 本 family 的 source-specific delta 为：把 agentic scientific review 的 verification depth 与 human decision authority 分层，并给出部署证据。 Fresh adjacent review at books/part-06-ai-infrastructure/67-monitoring.md found no competing owner.; bounded delta=把 agentic scientific review 的 verification depth 与 human decision authority 分层，并给出部署证据。	PASS
SF-2026-ARXIV-2606-28279	No Change — Existing Coverage	books/part-07-agent/81-workflow.md	books/part-07-agent/80-reflection.md	re-read `books/part-07-agent/81-workflow.md` at `## State Machine 是基本模型` and adjacent `books/part-07-agent/80-reflection.md`; existing=Ch81 已把 artifact state、deterministic interlock、verifier 与 retry/fallback 组织为可提交状态机。 本 family 的 source-specific delta 为：用 compiled project pack、acceptance predicate、isolated worktree 与 trace/replay 管理 repository-scale hardware agent。 Fresh adjacent review at books/part-07-agent/80-reflection.md found no competing owner.; bounded delta=用 compiled project pack、acceptance predicate、isolated worktree 与 trace/replay 管理 repository-scale hardware agent。	PASS
SF-2026-ARXIV-2606-28322	No Change — Existing Coverage	books/part-06-ai-infrastructure/66-evaluation-system.md	books/part-06-ai-infrastructure/67-monitoring.md	re-read `books/part-06-ai-infrastructure/66-evaluation-system.md` at `### Evaluator 可以主动制造 Probe，但不能冒充被动观察` and adjacent `books/part-06-ai-infrastructure/67-monitoring.md`; existing=Ch66 已把 subject identity、EvalSpec、scorer、slice 与 release decision 分成版本化证据对象。 本 family 的 source-specific delta 为：以 Must-Right/Easy-Wrong atomic rubrics 与 gated penalty 替代会掩盖必需事实失败的平均分。 Fresh adjacent review at books/part-06-ai-infrastructure/67-monitoring.md found no competing owner.; bounded delta=以 Must-Right/Easy-Wrong atomic rubrics 与 gated penalty 替代会掩盖必需事实失败的平均分。	PASS
SF-2026-ARXIV-2606-28430	No Change — Existing Coverage	books/part-06-ai-infrastructure/66-evaluation-system.md	books/part-06-ai-infrastructure/67-monitoring.md	re-read `books/part-06-ai-infrastructure/66-evaluation-system.md` at `### Evaluator 可以主动制造 Probe，但不能冒充被动观察` and adjacent `books/part-06-ai-infrastructure/67-monitoring.md`; existing=Ch66 已把 subject identity、EvalSpec、scorer、slice 与 release decision 分成版本化证据对象。 本 family 的 source-specific delta 为：用 no-op ablation 揭示 coding agent 可通过 oracle 却未交付可复用 artifact 的 construction-validity failure。 Fresh adjacent review at books/part-06-ai-infrastructure/67-monitoring.md found no competing owner.; bounded delta=用 no-op ablation 揭示 coding agent 可通过 oracle 却未交付可复用 artifact 的 construction-validity failure。	PASS
SF-2026-ARXIV-2606-28433	No Change — Existing Coverage	books/part-06-ai-infrastructure/66-evaluation-system.md	books/part-06-ai-infrastructure/67-monitoring.md	re-read `books/part-06-ai-infrastructure/66-evaluation-system.md` at `### Evaluator 可以主动制造 Probe，但不能冒充被动观察` and adjacent `books/part-06-ai-infrastructure/67-monitoring.md`; existing=Ch66 已把 subject identity、EvalSpec、scorer、slice 与 release decision 分成版本化证据对象。 本 family 的 source-specific delta 为：要求 RL evaluation 区分把 simulator 当目标与把 simulator 当 deployment proxy 的两套约束。 Fresh adjacent review at books/part-06-ai-infrastructure/67-monitoring.md found no competing owner.; bounded delta=要求 RL evaluation 区分把 simulator 当目标与把 simulator 当 deployment proxy 的两套约束。	PASS
SF-2026-ARXIV-2606-28434	No Change — Existing Coverage	books/part-07-agent/77-memory.md	books/part-07-agent/76-rag.md	re-read `books/part-07-agent/77-memory.md` at `## Consolidation 与 Forgetting` and adjacent `books/part-07-agent/76-rag.md`; existing=Ch77 已让 write/read/compress/delete、provenance 与 remaining-context state 共同决定 memory 行为。 本 family 的 source-specific delta 为：把 coding-agent compression timing、granularity 与剩余 context budget 变成 agent-controlled memory action。 Fresh adjacent review at books/part-07-agent/76-rag.md found no competing owner.; bounded delta=把 coding-agent compression timing、granularity 与剩余 context budget 变成 agent-controlled memory action。	PASS
