source_family_id	arxiv_id	route	title	abstract_basis	decision	decision_kind	stable_node_id	family_specific_reason
SF-2026-ARXIV-2606-25280	2606.25280	keyword_daily_semantic_review_required	EvoFlock: evolved inverse design of multi-agent motion	This paper describes an automatic method for adjusting or tuning models of multi-agent motion.	closed_pre_denominator	embodied_task_local	—	`EvoFlock: evolved inverse design of multi-agent motion`：This paper describes an automatic method for adjusting or tuning models of multi-agent motion.；具身或控制任务增量未形成跨环境可复用的 owner、fallback 与部署契约。
SF-2026-ARXIV-2606-25284	2606.25284	not_routed_by_keyword_contract	Evaluation Protocols and Validation for Cameras in Indoor Healthcare Monitoring	Camera-based monitoring systems are increasingly adopted in healthcare settings for the continuous assessment of patient movement and activities.	closed_pre_denominator	domain_result	—	`Evaluation Protocols and Validation for Cameras in Indoor Healthcare Monitoring`：Camera-based monitoring systems are increasingly adopted in healthcare settings for the continuous assessment of patient movement and activities.；医疗/临床任务证据没有改写跨任务 AI-System 的状态、控制或发布契约。
SF-2026-ARXIV-2606-25285	2606.25285	core_daily_semantic_review_required	EPTS: Elastic Post-Training Sparsity for Efficient Large Language Model Compression	Post-Training Sparsity (PTS) has emerged as a crucial paradigm for compressing Large Language Models to facilitate efficient deployment on resource-constrained devices.	retained	durable_system_candidate	INFER-GPU-MEMORY	`EPTS: Elastic Post-Training Sparsity for Efficient Large Language Model Compression` 改变 `INFER-GPU-MEMORY` 的长期机制或验收边界：Post-Training Sparsity (PTS) has emerged as a crucial paradigm for compressing Large Language Models to facilitate efficient deployment on resource-constrained devices.
SF-2026-ARXIV-2606-25293	2606.25293	core_daily_semantic_review_required	Communicability-Inspired Positional Encoding (CIPE)	Positional encodings (PEs) are essential for Transformers.	closed_pre_denominator	benchmark_only	—	`Communicability-Inspired Positional Encoding (CIPE)`：Positional encodings (PEs) are essential for Transformers.；数据集或任务榜单没有改变通用 evaluation/release gate。
SF-2026-ARXIV-2606-25295	2606.25295	not_routed_by_keyword_contract	DynaMOMA: Instantaneous Prediction of Grasp Poses for Mobile Manipulation of Dynamic Objects	Mobile manipulation is a fundamental robotics task and has advanced rapidly in recent years, enabling robots to navigate, reach, and interact with objects in complex environments.	closed_pre_denominator	embodied_task_local	—	`DynaMOMA: Instantaneous Prediction of Grasp Poses for Mobile Manipulation of Dynamic Objects`：Mobile manipulation is a fundamental robotics task and has advanced rapidly in recent years, enabling robots to navigate, reach, and interact with objects in complex environments.；具身或控制任务增量未形成跨环境可复用的 owner、fallback 与部署契约。
SF-2026-ARXIV-2606-25296	2606.25296	keyword_daily_semantic_review_required	SafeGen: LLM-Driven Assertion Generation and Fault Criticality Evaluation for Functional Safety	With advances in autonomous driving and electric vehicle technologies, functional safety has become a critical requirement in automotive chip design.	retained	durable_system_candidate	PLATFORM-SECURITY	`SafeGen: LLM-Driven Assertion Generation and Fault Criticality Evaluation for Functional Safety` 改变 `PLATFORM-SECURITY` 的长期机制或验收边界：With advances in autonomous driving and electric vehicle technologies, functional safety has become a critical requirement in automotive chip design.
SF-2026-ARXIV-2606-25297	2606.25297	not_routed_by_keyword_contract	Minimalist Preprocessing Approach for Image Synthesis Detection	Generative models have significantly advanced image generation, resulting in synthesized images that are increasingly indistinguishable from authentic ones.	closed_pre_denominator	benchmark_only	—	`Minimalist Preprocessing Approach for Image Synthesis Detection`：Generative models have significantly advanced image generation, resulting in synthesized images that are increasingly indistinguishable from authentic ones.；数据集或任务榜单没有改变通用 evaluation/release gate。
SF-2026-ARXIV-2606-25298	2606.25298	not_routed_by_keyword_contract	KidRisk: Benchmark Dataset for Children Dangerous Action Recognition	Children are naturally energetic, and during their spontaneous activities, they often encounter potentially dangerous situations, especially when lacking parental supervision.	closed_pre_denominator	benchmark_only	—	`KidRisk: Benchmark Dataset for Children Dangerous Action Recognition`：Children are naturally energetic, and during their spontaneous activities, they often encounter potentially dangerous situations, especially when lacking parental supervision.；数据集或任务榜单没有改变通用 evaluation/release gate。
SF-2026-ARXIV-2606-25299	2606.25299	not_routed_by_keyword_contract	WaveForward: An Omnidirectional Passive Wheeled Quadruped Robot with Casters	Wheeled-legged robots possess both agile mobility for traversing complex terrains and high efficiency, making them suitable for long-distance transportation applications.	closed_pre_denominator	embodied_task_local	—	`WaveForward: An Omnidirectional Passive Wheeled Quadruped Robot with Casters`：Wheeled-legged robots possess both agile mobility for traversing complex terrains and high efficiency, making them suitable for long-distance transportation applications.；具身或控制任务增量未形成跨环境可复用的 owner、fallback 与部署契约。
SF-2026-ARXIV-2606-25300	2606.25300	keyword_daily_semantic_review_required	HiFiVe: High-Fidelity Vehicle Generation Leveraging Auto-Regressive 2D Generative Priors	Existing 3D vehicle generation methods often suffer from low geometric fidelity and blurry textures, hindering their downstream applications.	closed_pre_denominator	benchmark_only	—	`HiFiVe: High-Fidelity Vehicle Generation Leveraging Auto-Regressive 2D Generative Priors`：Existing 3D vehicle generation methods often suffer from low geometric fidelity and blurry textures, hindering their downstream applications.；数据集或任务榜单没有改变通用 evaluation/release gate。
SF-2026-ARXIV-2606-25306	2606.25306	core_daily_semantic_review_required	Physics Question Scene Graph: Fine-grained Evaluation of Physical Plausibility in Text-to-Video Generation	Video generation models are increasingly capable of producing realistic videos, but they still struggle to generate videos that follow basic physical laws.	closed_pre_denominator	benchmark_only	—	`Physics Question Scene Graph: Fine-grained Evaluation of Physical Plausibility in Text-to-Video Generation`：Video generation models are increasingly capable of producing realistic videos, but they still struggle to generate videos that follow basic physical laws.；数据集或任务榜单没有改变通用 evaluation/release gate。
SF-2026-ARXIV-2606-25307	2606.25307	core_daily_semantic_review_required	Measuring Research Difficulty of Academic Papers: A Case Study in Natural Language Processing	With the rapid growth of the number of academic papers, systematically evaluating the difficulty of research and its relationship to academic impact offers important significance for research topic selection and resource allocation.	closed_pre_denominator	model_or_domain_local	—	`Measuring Research Difficulty of Academic Papers: A Case Study in Natural Language Processing`：With the rapid growth of the number of academic papers, systematically evaluating the difficulty of research and its relationship to academic impact offers important significance for research topic selection and resource allocation.；论文贡献未改变长期 mechanism、state/data/control ownership、evaluation/release contract 或平台设计。
SF-2026-ARXIV-2606-25312	2606.25312	keyword_daily_semantic_review_required	LEVIRDet: A Million-Scale 159-Category Dataset and Foundation Model for Universal Remote Sensing Object Detection	Remote sensing object detection has advanced rapidly with the development of large-scale benchmarks and modern detection architectures.	closed_pre_denominator	survey_or_position	—	`LEVIRDet: A Million-Scale 159-Category Dataset and Foundation Model for Universal Remote Sensing Object Detection`：Remote sensing object detection has advanced rapidly with the development of large-scale benchmarks and modern detection architectures.；综述/观点/分类没有形成可独立验收的 durable mechanism。
SF-2026-ARXIV-2606-25313	2606.25313	core_daily_semantic_review_required	Programmable Probabilistic Computer with 1,000,000 p-bits	Probabilistic computers built from p-bits have been proposed as hardware accelerators for sampling and optimizing Ising models, but existing systems have been confined to a single chip, capped by its capacity and memory bandwidth.	closed_pre_denominator	model_or_domain_local	—	`Programmable Probabilistic Computer with 1,000,000 p-bits`：Probabilistic computers built from p-bits have been proposed as hardware accelerators for sampling and optimizing Ising models, but existing systems have been confined to a single chip, capped by its capacity and memory bandwidth.；论文贡献未改变长期 mechanism、state/data/control ownership、evaluation/release contract 或平台设计。
SF-2026-ARXIV-2606-25317	2606.25317	core_daily_semantic_review_required	ESTANet: Efficient Online Error Detection in Procedural Videos via Prediction Inconsistency	An efficient and accurate system for detecting errors in procedural tasks is crucial for supporting human needs in daily life, as it can provide instant notifications and guide people to correct mistakes.	closed_pre_denominator	survey_or_position	—	`ESTANet: Efficient Online Error Detection in Procedural Videos via Prediction Inconsistency`：An efficient and accurate system for detecting errors in procedural tasks is crucial for supporting human needs in daily life, as it can provide instant notifications and guide people to correct mistakes.；综述/观点/分类没有形成可独立验收的 durable mechanism。
SF-2026-ARXIV-2606-25318	2606.25318	core_daily_semantic_review_required	REViT: Roto-reflection Equivariant Convolutional Vision Transformer	In this paper, we propose a discrete roto-reflection group equivariant vision transformer with convolutional attention.	closed_pre_denominator	task_model_local	—	`REViT: Roto-reflection Equivariant Convolutional Vision Transformer`：In this paper, we propose a discrete roto-reflection group equivariant vision transformer with convolutional attention.；单任务模型/指标改进不是长期 AI-System mechanism。
SF-2026-ARXIV-2606-25319	2606.25319	keyword_daily_semantic_review_required	V-Zero: Answer-Label-Free On-Policy Distillation with Contrastive Evidence Gating for Fine-Grained Visual Reasoning	Fine-grained visual reasoning requires multimodal large language models (MLLMs) to identify task-relevant visual evidence and ground their reasoning in local image regions.	closed_pre_denominator	survey_or_position	—	`V-Zero: Answer-Label-Free On-Policy Distillation with Contrastive Evidence Gating for Fine-Grained Visual Reasoning`：Fine-grained visual reasoning requires multimodal large language models (MLLMs) to identify task-relevant visual evidence and ground their reasoning in local image regions.；综述/观点/分类没有形成可独立验收的 durable mechanism。
SF-2026-ARXIV-2606-25320	2606.25320	core_daily_semantic_review_required	Data-Driven Evolution of Library and Information Science Research Methods (1990-2022): A Perspective Based on Fine-grained Method Entities	Since the 1990s, advancements in big data and information technology have increasingly driven data-centric research in the field of Library and Information Science (LIS).	closed_pre_denominator	survey_or_position	—	`Data-Driven Evolution of Library and Information Science Research Methods (1990-2022): A Perspective Based on Fine-grained Method Entities`：Since the 1990s, advancements in big data and information technology have increasingly driven data-centric research in the field of Library and Information Science (LIS).；综述/观点/分类没有形成可独立验收的 durable mechanism。
SF-2026-ARXIV-2606-25324	2606.25324	keyword_daily_semantic_review_required	Efficient Remote Sensing Instance Segmentation with Linear-Time State Space Distilled Visual Foundation Models	The computational complexity of Transformers scales quadratically with the number of tokens, which significantly constrains the efficiency of vision models, particularly recent ViT-based foundation models in dense prediction tasks.	closed_pre_denominator	benchmark_only	—	`Efficient Remote Sensing Instance Segmentation with Linear-Time State Space Distilled Visual Foundation Models`：The computational complexity of Transformers scales quadratically with the number of tokens, which significantly constrains the efficiency of vision models, particularly recent ViT-based foundation models in dense prediction tasks.；数据集或任务榜单没有改变通用 evaluation/release gate。
SF-2026-ARXIV-2606-25325	2606.25325	core_daily_semantic_review_required	Omni-Perception Policy Optimization for Multimodal Emotion Reasoning	We find that current emotion-oriented Omni-MLLMs still lack reliable omni-modal perception: they (i) underutilize multimodal cues in their reasoning trajectories and (ii) exhibit unfaithful behavior, often hallucinating modality-specific statements from other modalities.	closed_pre_denominator	benchmark_only	—	`Omni-Perception Policy Optimization for Multimodal Emotion Reasoning`：We find that current emotion-oriented Omni-MLLMs still lack reliable omni-modal perception: they (i) underutilize multimodal cues in their reasoning trajectories and (ii) exhibit unfaithful behavior, often hallucinating modality-specific statements from other modalities.；数据集或任务榜单没有改变通用 evaluation/release gate。
SF-2026-ARXIV-2606-25328	2606.25328	core_daily_semantic_review_required	Supervised Post-training of Speech Foundation Models for Robust Adaptation in Speech Deepfake Detection	Large speech foundation models have shown strong potential for speech deepfake detection, but direct fine-tuning is limited by a mismatch between self-supervised pre-training objectives and spoof-specific artifacts.	closed_pre_denominator	task_model_local	—	`Supervised Post-training of Speech Foundation Models for Robust Adaptation in Speech Deepfake Detection`：Large speech foundation models have shown strong potential for speech deepfake detection, but direct fine-tuning is limited by a mismatch between self-supervised pre-training objectives and spoof-specific artifacts.；单任务模型/指标改进不是长期 AI-System mechanism。
SF-2026-ARXIV-2606-25329	2606.25329	core_daily_semantic_review_required	State Space Models Meet Remote Sensing: A Survey	State Space Models (SSMs), designed for long-range modeling, offer linear computational complexity and strong capabilities in capturing long-range dependencies.	closed_pre_denominator	survey_or_position	—	`State Space Models Meet Remote Sensing: A Survey`：State Space Models (SSMs), designed for long-range modeling, offer linear computational complexity and strong capabilities in capturing long-range dependencies.；综述/观点/分类没有形成可独立验收的 durable mechanism。
SF-2026-ARXIV-2606-25331	2606.25331	core_daily_semantic_review_required	Improved Large Language Diffusion Models	Modern large language models are predominantly trained with autoregressive factorization and causal attention.	closed_pre_denominator	benchmark_only	—	`Improved Large Language Diffusion Models`：Modern large language models are predominantly trained with autoregressive factorization and causal attention.；数据集或任务榜单没有改变通用 evaluation/release gate。
SF-2026-ARXIV-2606-25332	2606.25332	core_daily_semantic_review_required	Decoupling Reconnaissance and Exploitation: Measuring the Capability Boundaries of LLM-Based Web Penetration Testing	Large Language Models (LLMs) have shown promise for automated penetration testing, yet existing end-to-end black-box evaluations are highly susceptible to error cascading: failures in early reconnaissance can mask an agent's actual ability to exploit vulnerabilities.	closed_pre_denominator	benchmark_only	—	`Decoupling Reconnaissance and Exploitation: Measuring the Capability Boundaries of LLM-Based Web Penetration Testing`：Large Language Models (LLMs) have shown promise for automated penetration testing, yet existing end-to-end black-box evaluations are highly susceptible to error cascading: failures in early reconnaissance can mask an agent's actual ability to exploit vulnerabilities.；数据集或任务榜单没有改变通用 evaluation/release gate。
SF-2026-ARXIV-2606-25334	2606.25334	keyword_daily_semantic_review_required	Bridging the Post-discharge Gap: A Traceable Multi-agent Framework for Safe and Continuous Care	Post-discharge clinical follow-up is critical for maintaining continuity of care and mitigating long-term health risks.	closed_pre_denominator	domain_result	—	`Bridging the Post-discharge Gap: A Traceable Multi-agent Framework for Safe and Continuous Care`：Post-discharge clinical follow-up is critical for maintaining continuity of care and mitigating long-term health risks.；医疗/临床任务证据没有改写跨任务 AI-System 的状态、控制或发布契约。
SF-2026-ARXIV-2606-25335	2606.25335	core_daily_semantic_review_required	Stagnant Neuron: Towards Understanding the Plasticity Loss in Multi-Agent Reinforcement Learning Value Factorization Methods	Multi-Agent Reinforcement Learning (MARL) value factorization methods can suffer from a loss of plasticity, gradually failing to adapt when transferring to new task instances.	closed_pre_denominator	model_or_domain_local	—	`Stagnant Neuron: Towards Understanding the Plasticity Loss in Multi-Agent Reinforcement Learning Value Factorization Methods`：Multi-Agent Reinforcement Learning (MARL) value factorization methods can suffer from a loss of plasticity, gradually failing to adapt when transferring to new task instances.；论文贡献未改变长期 mechanism、state/data/control ownership、evaluation/release contract 或平台设计。
SF-2026-ARXIV-2606-25337	2606.25337	core_daily_semantic_review_required	AI Coaching for Accelerating Human Skill Development with Reinforcement Learning	AI copilots can substantially boost human performance through shared control, but excessive assistance can induce over-reliance and skill atrophy.	closed_pre_denominator	embodied_task_local	—	`AI Coaching for Accelerating Human Skill Development with Reinforcement Learning`：AI copilots can substantially boost human performance through shared control, but excessive assistance can induce over-reliance and skill atrophy.；具身或控制任务增量未形成跨环境可复用的 owner、fallback 与部署契约。
SF-2026-ARXIV-2606-25338	2606.25338	core_daily_semantic_review_required	Hybrid-IR: Dual-Path Hybrid Retrieval with Iterative Reasoning for Complex Medical Question Answering	Large language models (LLMs) have shown promising performance across a wide range of biomedical applications, including medical question answering (QA), yet they remain prone to hallucinations and outdated knowledge.	closed_pre_denominator	domain_result	—	`Hybrid-IR: Dual-Path Hybrid Retrieval with Iterative Reasoning for Complex Medical Question Answering`：Large language models (LLMs) have shown promising performance across a wide range of biomedical applications, including medical question answering (QA), yet they remain prone to hallucinations and outdated knowledge.；医疗/临床任务证据没有改写跨任务 AI-System 的状态、控制或发布契约。
SF-2026-ARXIV-2606-25342	2606.25342	core_daily_semantic_review_required	Lifelong In-Context Learning with Transformers Requires Parametric Forms of Attention	Lifelong continual learning remains an obstacle on the path to human-like intelligence.	retained	durable_system_candidate	MODEL-LONG-CONTEXT	`Lifelong In-Context Learning with Transformers Requires Parametric Forms of Attention` 改变 `MODEL-LONG-CONTEXT` 的长期机制或验收边界：Lifelong continual learning remains an obstacle on the path to human-like intelligence.
SF-2026-ARXIV-2606-25343	2606.25343	not_routed_by_keyword_contract	Invoice Haystack: Benchmarking Document Retrieval and Visual Question Answering Under Strong Visual Homogeneity	Vision Language Models have achieved near-human performance on single-document Visual Question Answering, yet their effectiveness degrades significantly when retrieving information from large collections of visually homogeneous documents.	closed_pre_denominator	benchmark_only	—	`Invoice Haystack: Benchmarking Document Retrieval and Visual Question Answering Under Strong Visual Homogeneity`：Vision Language Models have achieved near-human performance on single-document Visual Question Answering, yet their effectiveness degrades significantly when retrieving information from large collections of visually homogeneous documents.；数据集或任务榜单没有改变通用 evaluation/release gate。
SF-2026-ARXIV-2606-25344	2606.25344	not_routed_by_keyword_contract	Follow Your Track: Precise Skeleton Animation Controlled by 3D Trajectories	4D generation aims to animate 3D objects with realistic motion, holding great promise for applications.	closed_pre_denominator	embodied_task_local	—	`Follow Your Track: Precise Skeleton Animation Controlled by 3D Trajectories`：4D generation aims to animate 3D objects with realistic motion, holding great promise for applications.；具身或控制任务增量未形成跨环境可复用的 owner、fallback 与部署契约。
SF-2026-ARXIV-2606-25347	2606.25347	core_daily_semantic_review_required	Geometry-Anchored Transport Framework for Exemplar-Free Class-Incremental Learning	Exemplar-free class-incremental learning (EFCIL) requires stable decision boundaries within a shifting feature space.	closed_pre_denominator	task_model_local	—	`Geometry-Anchored Transport Framework for Exemplar-Free Class-Incremental Learning`：Exemplar-free class-incremental learning (EFCIL) requires stable decision boundaries within a shifting feature space.；单任务模型/指标改进不是长期 AI-System mechanism。
SF-2026-ARXIV-2606-25348	2606.25348	not_routed_by_keyword_contract	Self Capacitive Tactile Sensor System designed for Companion Robots	Tactile sensing is essential for humanoid robots to achieve safe physical interaction, dexterous manipulation, and truly human-like responsiveness.	closed_pre_denominator	embodied_task_local	—	`Self Capacitive Tactile Sensor System designed for Companion Robots`：Tactile sensing is essential for humanoid robots to achieve safe physical interaction, dexterous manipulation, and truly human-like responsiveness.；具身或控制任务增量未形成跨环境可复用的 owner、fallback 与部署契约。
SF-2026-ARXIV-2606-25349	2606.25349	keyword_daily_semantic_review_required	General Techniques for Reducing Key-Switching Overhead in Privacy-Preserving Two-Party Transformer Inference	In secure two-party Transformer inference, linear layers are typically evaluated using Fully Homomorphic Encryption (FHE) through plaintext-ciphertext or ciphertext-ciphertext matrix multiplications, where key switching primarily occurs and dominates computational overhead in both FHE-based and hybrid FHE-MPC systems.	retained	durable_system_candidate	PLATFORM-SECURITY	`General Techniques for Reducing Key-Switching Overhead in Privacy-Preserving Two-Party Transformer Inference` 改变 `PLATFORM-SECURITY` 的长期机制或验收边界：In secure two-party Transformer inference, linear layers are typically evaluated using Fully Homomorphic Encryption (FHE) through plaintext-ciphertext or ciphertext-ciphertext matrix multiplications, where key switching primarily occurs and dominates computational overhead in both FHE-based and hybrid FHE-MPC systems.
SF-2026-ARXIV-2606-25353	2606.25353	keyword_daily_semantic_review_required	Cache-Resident LLM Inference in GB-Scale Last-Level Caches	Large language model (LLM) inference is increasingly dominated by data movement across the memory hierarchy.	retained	durable_system_candidate	INFER-PREFILL	`Cache-Resident LLM Inference in GB-Scale Last-Level Caches` 改变 `INFER-PREFILL` 的长期机制或验收边界：Large language model (LLM) inference is increasingly dominated by data movement across the memory hierarchy.
SF-2026-ARXIV-2606-25354	2606.25354	core_daily_semantic_review_required	Efficient and Trainable Language Model Test-Time Scaling via Local Branch Routing	Test-time scaling improves language-model reasoning, but existing approaches often face a difficult trade-off: long chain-of-thought sampling remains single-threaded, while sentence- or solution-level search can be computationally expensive and hard to train end-to-end.	closed_pre_denominator	benchmark_only	—	`Efficient and Trainable Language Model Test-Time Scaling via Local Branch Routing`：Test-time scaling improves language-model reasoning, but existing approaches often face a difficult trade-off: long chain-of-thought sampling remains single-threaded, while sentence- or solution-level search can be computationally expensive and hard to train end-to-end.；数据集或任务榜单没有改变通用 evaluation/release gate。
SF-2026-ARXIV-2606-25356	2606.25356	keyword_daily_semantic_review_required	Representation Matters: An Empirical Study of Program Representations for LLM Vulnerability Reasoning	Large Language Models (LLMs) are increasingly used for automated vulnerability detection, but it remains unclear how program structure and semantics should be represented for LLM-based reasoning.	closed_pre_denominator	benchmark_only	—	`Representation Matters: An Empirical Study of Program Representations for LLM Vulnerability Reasoning`：Large Language Models (LLMs) are increasingly used for automated vulnerability detection, but it remains unclear how program structure and semantics should be represented for LLM-based reasoning.；数据集或任务榜单没有改变通用 evaluation/release gate。
SF-2026-ARXIV-2606-25357	2606.25357	core_daily_semantic_review_required	Compositional Behavioral Semantics for State Abstraction in Reinforcement Learning	State abstraction plays a key role in scaling reinforcement learning to complex but structured systems.	closed_pre_denominator	model_or_domain_local	—	`Compositional Behavioral Semantics for State Abstraction in Reinforcement Learning`：State abstraction plays a key role in scaling reinforcement learning to complex but structured systems.；论文贡献未改变长期 mechanism、state/data/control ownership、evaluation/release contract 或平台设计。
SF-2026-ARXIV-2606-25358	2606.25358	core_daily_semantic_review_required	Agentic Knowledge Tracing: A Multi-Agent LLM Architecture for Stealth Assessment of Financial Literacy in Serious Games	Assessing financial literacy during gameplay without disrupting the learning experience remains a key challenge in serious games for education.	closed_pre_denominator	model_or_domain_local	—	`Agentic Knowledge Tracing: A Multi-Agent LLM Architecture for Stealth Assessment of Financial Literacy in Serious Games`：Assessing financial literacy during gameplay without disrupting the learning experience remains a key challenge in serious games for education.；论文贡献未改变长期 mechanism、state/data/control ownership、evaluation/release contract 或平台设计。
SF-2026-ARXIV-2606-25360	2606.25360	not_routed_by_keyword_contract	Decoupling Semantics and Geometric Grounding: Spatial Visual Prompts for Language-Conditioned Imitation Learning	While end-to-end Vision-Language-Action (VLA) models show promise in robotic manipulation, their monolithic paradigm inherently couples semantic reasoning and spatial control.	closed_pre_denominator	benchmark_only	—	`Decoupling Semantics and Geometric Grounding: Spatial Visual Prompts for Language-Conditioned Imitation Learning`：While end-to-end Vision-Language-Action (VLA) models show promise in robotic manipulation, their monolithic paradigm inherently couples semantic reasoning and spatial control.；数据集或任务榜单没有改变通用 evaluation/release gate。
SF-2026-ARXIV-2606-25361	2606.25361	core_daily_semantic_review_required	Memory Makes the Difference: Evaluating How Different Memory Roles Shape Conversational Agents	Prior research on memory mechanism in RAG-based conversational system has emphasized how memory is stored and retrieved.	closed_pre_denominator	survey_or_position	—	`Memory Makes the Difference: Evaluating How Different Memory Roles Shape Conversational Agents`：Prior research on memory mechanism in RAG-based conversational system has emphasized how memory is stored and retrieved.；综述/观点/分类没有形成可独立验收的 durable mechanism。
SF-2026-ARXIV-2606-25362	2606.25362	core_daily_semantic_review_required	Learning Optimization Proxies for Sequential Contextual Stochastic Programs: An Order Fulfillment Application	Sequential contextual stochastic programs model real-time decision systems in which each time epoch commits to an action under uncertainty whose consequences propagate into future decisions.	closed_pre_denominator	model_or_domain_local	—	`Learning Optimization Proxies for Sequential Contextual Stochastic Programs: An Order Fulfillment Application`：Sequential contextual stochastic programs model real-time decision systems in which each time epoch commits to an action under uncertainty whose consequences propagate into future decisions.；论文贡献未改变长期 mechanism、state/data/control ownership、evaluation/release contract 或平台设计。
