arxiv_id	source_family_id	title	status	reason	review	access	owner	score	disposition	audit
2605.21858	SF-2026-ARXIV-2605-21858	Hypergraph as Language	pre_denominator_closure	`Hypergraph as Language`（cs.CL）：Large language models (LLMs) have recently shown strong potential in modeling relational structures. However, existing approaches remain fundamentally graph-centric: they focus on processing pairwise graph structures into tokens that LLMs can understand. 该局部方法没有改变长期 state/data/control owner、evaluation/release contract 或生产 fallback。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.21859	SF-2026-ARXIV-2605-21859	PhylaFlow: Hybrid Flow Matching in Billera-Holmes-Vogtmann Tree Space for Phylogenetic Inference	pre_denominator_closure	`PhylaFlow: Hybrid Flow Matching in Billera-Holmes-Vogtmann Tree Space for Phylogenetic Inference`（cs.LG, q-bio.PE, q-bio.QM）：Phylogenetic trees are hybrid objects: branch lengths vary continuously, while topologies change discretely through edge contractions and expansions. Billera-Holmes-Vogtmann (BHV) tree space provides a canonical geometry for this structure, representing each resolved topology as a Euclidean orthant and topological changes as motion across shared lower-dimensional boundaries. 该局部方法没有改变长期 state/data/control owner、evaluation/release contract 或生产 fallback。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.21860	SF-2026-ARXIV-2605-21860	Robust Statistical Estimators with Bounded Empirical Sensitivity	pre_denominator_closure	`Robust Statistical Estimators with Bounded Empirical Sensitivity`（cs.DS, cs.IT, math.ST, stat.ML）：We introduce a new measure of robustness for statistical estimators, which we call \emph{empirical sensitivity}. An estimator $\hat θ$ has bounded empirical sensitivity if, with high probability over a dataset $X = (X_1, \dots, X_n) \sim \mathcal{D}^{\otimes n}$, for any dataset $Y$ obtained by modifying at most $ηn$ points in $X$, we have that $\hat θ(Y)$ is close to $\hat θ(X)$. 该局部方法没有改变长期 state/data/control owner、evaluation/release contract 或生产 fallback。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.21861	SF-2026-ARXIV-2605-21861	Learning Emergent Modular Representations in Multi-modality Medical Vision Foundation Models	pre_denominator_closure	`Learning Emergent Modular Representations in Multi-modality Medical Vision Foundation Models`（cs.AI, cs.CV）：Multi-modality medical vision (MV) foundation models (FM) are fundamentally challenged by pronounced Non-IID feature statistics across heterogeneous imaging modalities. Monolithic self-supervised optimization on such data induces conflicting gradients, driving representations to collapse toward modality-dominant shortcuts. 机制和证据绑定垂直领域任务，尚不能推出 AI System 的通用 data/state/control ownership 变化。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.21862	SF-2026-ARXIV-2605-21862	EvoScene-VLA: Evolving Scene Beliefs Inside the Action Decoder for Chunked Robot Control	retained	We argue for a persistent action-updated scene state across control calls, and introduce EvoScene-VLA.	deep_complete	accessible	MULTIMODAL-EMBODIED-VLA	8	No Change — Existing Coverage	retain_reconfirmed
2605.21863	SF-2026-ARXIV-2605-21863	OCELOT: Odometry and Contact Estimation for Legged Robots	pre_denominator_closure	`OCELOT: Odometry and Contact Estimation for Legged Robots`（cs.RO）：One of the significant challenges in legged robotics is achieving accurate odometry using only onboard proprioceptive sensors. In this study, we present a complete leg odometry pipeline based on an Error-State EKF (ESEKF) that relies exclusively on proprioceptive data: a body fixed IMU, joint encoders, and force sensors, where filter's state is corrected by feet determined to be in a stationary stance. 该局部方法没有改变长期 state/data/control owner、evaluation/release contract 或生产 fallback。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.21865	SF-2026-ARXIV-2605-21865	PEMark: Watermarking API Responses Based on Proxy Gateways and Position Encoding	pre_denominator_closure	`PEMark: Watermarking API Responses Based on Proxy Gateways and Position Encoding`（cs.CR, cs.MM, eess.IV）：Data leakage from API responses has drawn wide attention. APIs are often not fully regulated, making them easy to abuse. 该工作主要整理或主张研究方向，没有给出可迁移的系统接口、状态所有权及跨工作负载验证。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.21868	SF-2026-ARXIV-2605-21868	When to Switch, Not Just What: Transition Quality Prediction in Clash Royale	pre_denominator_closure	`When to Switch, Not Just What: Transition Quality Prediction in Clash Royale`（cs.LG）：In competitive games, players frequently switch strategies after losing streaks, yet our analysis of 926,334 match records from 34,619 Clash Royale players reveals a counterintuitive pattern: switching frequency is inversely associated with the win rate, with effects that vary substantially across players and situational contexts. We attribute this to a limitation common in many prior recommendation systems, which evaluate strategies by expected quality while overlooking the behavioral cost of switching and individual differences in switching propensity. 机制和证据绑定垂直领域任务，尚不能推出 AI System 的通用 data/state/control ownership 变化。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.21869	SF-2026-ARXIV-2605-21869	Two-Stage Multimodal Framework for Emotion Mimicry Intensity Prediction	pre_denominator_closure	`Two-Stage Multimodal Framework for Emotion Mimicry Intensity Prediction`（cs.AI, cs.CV, cs.HC）：We present our submission to the Hume-ABAW10 Emotional Mimicry Intensity (EMI) Challenge, which aims to predict six continuous emotion intensity dimensions: Admiration, Amusement, Determination, Empathic Pain, Excitement, and Joy, from in-the-wild multimodal video clips. We propose a staged multimodal framework that combines textual, acoustic, and visual representations, with an optional motion branch. 结果集中在模型/任务局部精度，未建立训练、推理、平台或 Agent 的长期系统契约变化。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.21874	SF-2026-ARXIV-2605-21874	Real-time, EDM-inspired sonification of the activity of a supercomputer	pre_denominator_closure	`Real-time, EDM-inspired sonification of the activity of a supercomputer`（cs.SD）：The project described in this paper explores the informative sonification of data received in real time from a supercomputer. These data capture the current activities in all the nodes of the computer, therefore, their sonification functions as a form of continuous monitoring of the nodes' behavior and, by extension, of the system as a whole. 该局部方法没有改变长期 state/data/control owner、evaluation/release contract 或生产 fallback。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.21882	SF-2026-ARXIV-2605-21882	Thermo-VL: Extending Vision-Language Models to Thermal Infrared Perception	pre_denominator_closure	`Thermo-VL: Extending Vision-Language Models to Thermal Infrared Perception`（cs.CV）：Vision-language models (VLMs) often fail under low illumination because their visual grounding is learned predominantly from RGB imagery, whereas thermal infrared preserves complementary scene structure when visible cues degrade. We present Thermo-VL, a wavelength-aware VLM that augments a frozen Molmo-7B backbone with a trainable thermal encoder and a text-guided dual-attention fusion module. 该局部方法没有改变长期 state/data/control owner、evaluation/release contract 或生产 fallback。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.21883	SF-2026-ARXIV-2605-21883	Token-weighted Direct Preference Optimization with Attention	pre_denominator_closure	`Token-weighted Direct Preference Optimization with Attention`（cs.CL）：Direct Preference Optimization (DPO) aligns Large Language Models with human preferences without the need for a separate reward model. However, DPO treats all tokens in responses equally, neglecting the differing importance of individual tokens. 该局部方法没有改变长期 state/data/control owner、evaluation/release contract 或生产 fallback。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.21891	SF-2026-ARXIV-2605-21891	Neighbor-Consistent Neural Filters for Robust Personal Sound Zones Under Localization Uncertainty	pre_denominator_closure	`Neighbor-Consistent Neural Filters for Robust Personal Sound Zones Under Localization Uncertainty`（eess.AS）：Coordinate-conditioned neural networks can generate head-tracked personal sound zone (PSZ) loudspeaker filters in real time, but they are sensitive to localization uncertainty. Small fluctuations in estimated listener coordinates, caused by optical distortion, temporary occlusions, or tracking jitter, may produce large filter changes even when listeners are physically stationary. 该局部方法没有改变长期 state/data/control owner、evaluation/release contract 或生产 fallback。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.21897	SF-2026-ARXIV-2605-21897	AdaPTwin: Adaptive Multi-Fidelity Predictive Digital Twin for Proactive Radio Resource Management in Vehicular Networks	pre_denominator_closure	`AdaPTwin: Adaptive Multi-Fidelity Predictive Digital Twin for Proactive Radio Resource Management in Vehicular Networks`（cs.NI, eess.SY）：The highly dynamic nature of vehicular networks necessitates proactive and site-specific radio resource management (RRM) to achieve ultra-reliable low-latency communications. While Network Digital Twins (NDTs) have emerged as a promising enabler, ray-tracing remains time-consuming, challenging accurate RRM under latency constraints. 机制和证据绑定垂直领域任务，尚不能推出 AI System 的通用 data/state/control ownership 变化。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.21901	SF-2026-ARXIV-2605-21901	Higher Order Reasoning for Collaborative Communicationless Mobile Robot Operations	pre_denominator_closure	`Higher Order Reasoning for Collaborative Communicationless Mobile Robot Operations`（cs.RO）：In communicationless environments, multi-robot systems must operate without the constant information exchange that many coordination strategies typically assume. This paper presents a novel dynamic epistemic planning framework that enables implicit coordination and long horizon planning through higher-order reasoning among robots. 该局部方法没有改变长期 state/data/control owner、evaluation/release contract 或生产 fallback。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.21902	SF-2026-ARXIV-2605-21902	Planning in the LLM Era: Building for Reliability and Efficiency	pre_denominator_closure	`Planning in the LLM Era: Building for Reliability and Efficiency`（cs.AI, cs.CL）：Growing attention to intelligent agents has put a spotlight on one of their central capabilities: planning. Early attempts to leverage large language models (LLMs) for planning relied on single-shot plan generation, followed by hybrid approaches that coupled LLMs with limited external search. 该局部方法没有改变长期 state/data/control owner、evaluation/release contract 或生产 fallback。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.21903	SF-2026-ARXIV-2605-21903	Engineering Hybrid Physics-Informed Neural Networks for Next-Generation Electricity Systems: A State-of-the-Art Review	pre_denominator_closure	`Engineering Hybrid Physics-Informed Neural Networks for Next-Generation Electricity Systems: A State-of-the-Art Review`（cs.AI, cs.LG, cs.NE, eess.SY）：The integration of machine learning with domain-specific physics is transforming the design, monitoring, and control of electricity systems, where data scarcity, limited interpretability, and the need to enforce physical laws constrain purely data-driven models. Physics-informed machine learning (PIML) addresses these limitations by embedding governing equations directly into the learning process, yielding accurate, efficient, and scalable solutions for Industry 4.0 applications. 该工作主要整理或主张研究方向，没有给出可迁移的系统接口、状态所有权及跨工作负载验证。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.21906	SF-2026-ARXIV-2605-21906	Universal CT Representations from Anatomy to Disease Phenotype through Agglomerative Pretraining	pre_denominator_closure	`Universal CT Representations from Anatomy to Disease Phenotype through Agglomerative Pretraining`（cs.CV）：Computed tomography (CT) is a central to three-dimensional medical imaging, yet CT-based artificial intelligence remains fragmented across task-specific models for segmentation, classification, registration, and report analysis. Here we present FlexiCT, a family of CT foundation models trained by agglomerative continual pretraining on 266,227 CT volumes from 56 publicly available datasets, forming a large-scale public resource for CT representation learning. 机制和证据绑定垂直领域任务，尚不能推出 AI System 的通用 data/state/control ownership 变化。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.21907	SF-2026-ARXIV-2605-21907	Guided Trajectory Optimization with Sparse Scaling for Test-Time Diffusion	pre_denominator_closure	`Guided Trajectory Optimization with Sparse Scaling for Test-Time Diffusion`（cs.CV）：The efficient Test-Time Scaling (TTS) paradigm offers a promising perspective for enhancing the generation performance of diffusion models. However, current solutions are limited to a static, pre-defined noise pool and suffer from inflexible noise exploration across the denoising trajectory. 该局部方法没有改变长期 state/data/control owner、evaluation/release contract 或生产 fallback。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.21911	SF-2026-ARXIV-2605-21911	Noise Schedule Design for Diffusion Models: An Optimal Control Perspective	pre_denominator_closure	`Noise Schedule Design for Diffusion Models: An Optimal Control Perspective`（cs.LG）：We develop a principled framework for analyzing and designing noise schedules in diffusion models. We show that one can recast this design problem as an optimal control problem, whose state is the Fisher information of the diffusion process which evolves according to an ODE and the control input is the noise schedule. 该局部方法没有改变长期 state/data/control owner、evaluation/release contract 或生产 fallback。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.21912	SF-2026-ARXIV-2605-21912	Emerging memory technologies at room/cryogenic temperature	pre_denominator_closure	`Emerging memory technologies at room/cryogenic temperature`（cs.AR）：As conventional technology scaling approaches physical and power limitations, modern computing systems increasingly face performance bottlenecks arising from memory latency, energy consumption, scalability constraints, and data movement overheads. Simultaneously, emerging workloads such as machine learning, graph analytics, and scientific computing demand memory technologies with higher bandwidth, lower latency, improved energy efficiency, and greater storage density. 该局部方法没有改变长期 state/data/control owner、evaluation/release contract 或生产 fallback。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.21913	SF-2026-ARXIV-2605-21913	Multi-scale interaction network for stereo image super-resolution	pre_denominator_closure	`Multi-scale interaction network for stereo image super-resolution`（cs.CV）：Stereo image super-resolution aims to generate high-resolution images by leveraging complementary information from binocular systems. Although previous studies have achieved impressive results, the potential of intra-view and cross-view information has not been fully exploited. 该局部方法没有改变长期 state/data/control owner、evaluation/release contract 或生产 fallback。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.21914	SF-2026-ARXIV-2605-21914	Non-Contact Vibration-Based Damage Detection of Civil Structures Using a Cost-Effective Autonomous UAV	pre_denominator_closure	`Non-Contact Vibration-Based Damage Detection of Civil Structures Using a Cost-Effective Autonomous UAV`（cs.RO）：This paper presents a non-contact approach for vibration-based structural damage detection using an autonomous and customized cost-effective unmanned aerial vehicle (UAV). Vibration signals are extracted from video recordings through vision-based motion tracking to identify shifts in natural frequencies indicative of structural degradation. 机制和证据绑定垂直领域任务，尚不能推出 AI System 的通用 data/state/control ownership 变化。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.21915	SF-2026-ARXIV-2605-21915	CCLab: Adversarial Testing of Learning- and Non-Learning-Based Congestion Controllers	pre_denominator_closure	`CCLab: Adversarial Testing of Learning- and Non-Learning-Based Congestion Controllers`（cs.CR, cs.LG）：Congestion controllers (CCs) are critical to network performance, and yet their robustness under adverse conditions remains insufficiently understood. While recent learning-based CCs have demonstrated strong performance in controlled environments, it is unclear how they compare to traditional CCs when controllers' input signals are corrupted or when environmental conditions become systematically challenging. 该局部方法没有改变长期 state/data/control owner、evaluation/release contract 或生产 fallback。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.21916	SF-2026-ARXIV-2605-21916	A2QTGN: Adaptive Amplitude Quantum-Integrated Temporal Graph Network for Dynamic Link Prediction	pre_denominator_closure	`A2QTGN: Adaptive Amplitude Quantum-Integrated Temporal Graph Network for Dynamic Link Prediction`（cs.LG, quant-ph）：Dynamic link prediction is important for modeling evolving interactions in social, communication, financial, and transportation networks. Classical temporal graph models capture changes over time, but they may struggle to represent rapidly evolving node-edge interactions in large dynamic graphs. 结果集中在模型/任务局部精度，未建立训练、推理、平台或 Agent 的长期系统契约变化。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.21917	SF-2026-ARXIV-2605-21917	MAVEN: A Multi-stage Agentic Annotation Pipeline for Video Reasoning Tasks	pre_denominator_closure	`MAVEN: A Multi-stage Agentic Annotation Pipeline for Video Reasoning Tasks`（cs.AI, cs.CV）：Training Vision Language Models (VLMs) for video event reasoning requires high-quality structured annotations capturing not only what happened, but when, where, why, and with what consequence, at a scale manual labelling cannot support. We present MAVEN (Multi-stage Agentic Video Event aNnotation), a multi-stage agentic pipeline that turns raw videos into multi-task training data with Chain-of-Thought (CoT) reasoning traces, organized around a designated Event of Focus. 机制和证据绑定垂直领域任务，尚不能推出 AI System 的通用 data/state/control ownership 变化。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.21919	SF-2026-ARXIV-2605-21919	SDGBiasBench: Benchmarking and Mitigating Vision--Language Models' Biases in Sustainable Development Goals	pre_denominator_closure	`SDGBiasBench: Benchmarking and Mitigating Vision--Language Models' Biases in Sustainable Development Goals`（cs.AI, cs.CV）：Assessing progress toward the Sustainable Development Goals (SDGs) requires multi-step reasoning over visual cues, contextual knowledge, and development indicators, where incomplete evidence use and imperfect evidence integration can introduce hidden prediction biases. Real-world SDG monitoring further spans both qualitative judgments and quantitative estimation. 其贡献是特定数据/评测资产；未改变通用 evaluation contract、release gate 或运行时控制面。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.21924	SF-2026-ARXIV-2605-21924	Visual-Advantage On-Policy Distillation for Vision-Language Models	pre_denominator_closure	`Visual-Advantage On-Policy Distillation for Vision-Language Models`（cs.CV）：On-policy knowledge distillation has proven effective for language models, yet its application to vision-language models (VLMs) remains underexplored. We observe that standard on-policy distillation can improve a student's output quality while failing to strengthen its reliance on visual input: on vision-critical tokens, the student's predictions remain largely unchanged whether or not fine-grained visual detail is present, even though the teacher's predictions depend heavily on it.To make this difference observable, we introduce visual advantage (VA), the token-level log-probability difference when the teacher scores a student-generated rollout with versus without access to fine-grained visual detail. 结果集中在模型/任务局部精度，未建立训练、推理、平台或 Agent 的长期系统契约变化。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.21928	SF-2026-ARXIV-2605-21928	CausalGuard: Conformal Inference under Graph Uncertainty	pre_denominator_closure	`CausalGuard: Conformal Inference under Graph Uncertainty`（cs.AI, cs.LG, stat.ME）：Estimating treatment effects from observational data requires choosing an adjustment set, but valid adjustment depends on an unknown causal graph. Graph misspecification can cause under-coverage, while graph-agnostic conformal wrappers may regain nominal coverage only through large padding. 该局部方法没有改变长期 state/data/control owner、evaluation/release contract 或生产 fallback。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
2605.21930	SF-2026-ARXIV-2605-21930	PITMuS: A Tool for Automated Bug Dataset Generation via Source-Level Mutant Reconstruction	pre_denominator_closure	`PITMuS: A Tool for Automated Bug Dataset Generation via Source-Level Mutant Reconstruction`（cs.SE）：Mutation testing provides a scalable mechanism for generating controlled faults for software testing and empirical software engineering. In Java, PIT is a widely used mutation testing tool that creates large numbers of mutants for evaluating test suites. 其贡献是特定数据/评测资产；未改变通用 evaluation contract、release gate 或运行时控制面。若后续公开跨 workload artifact、生产控制接口或可证伪的系统级证据，则重新进入 denominator。	identity_date_closed	accessible			Rejected — Below Candidate Denominator	closure_reconfirmed
