source_family_id	disposition	owner	adjacent	evidence	result
SF-2026-ARXIV-2606-28739	No Change — Existing Coverage	books/part-06-ai-infrastructure/72-security.md	books/part-06-ai-infrastructure/71-multi-tenant.md	re-read `books/part-06-ai-infrastructure/72-security.md` at `## 风险管理而不是一次性认证` and adjacent `books/part-06-ai-infrastructure/71-multi-tenant.md`; existing=Ch72 已拥有 capability/auth/effect 分权、canonical action、external reference monitor、quantization-conditioned backdoor gate、provenance 与 fail-closed fallback，但尚未把 protocol specification 编译为 extremal differential test receipt。 Fresh owner+adjacent reread found that《Agent Safety Is Action Alignment》的 `https://arxiv.org/html/2606.28739v1 — §Report GitHub Issue; Agent Safety Is Action Alignment` remains an instance or bounded probe of this existing proposition.; bounded delta=该 family 的 source-specific contribution is `exact-v1 的机制路径为 Report GitHub Issue; Agent Safety Is Action Alignment。在 `PLATFORM-SECURITY` 中，该路径改变或检验的具体对象由题名《Agent Safety Is Action Alignment》和上述 method locator 共同限定。`; `5.2. External Enforcement at the Action Boundary; 7. Conclusion；该 exact-v1 只证明论文所述 workload、model/runtime 与 evaluator 范围内的结果，未证明跨模型族、硬件、数据分布、未测 failure mode 或生产 SLO 的普遍成立。` prevents it from adding a new owner/control/release contract.	PASS
SF-2026-ARXIV-2606-28747	No Change — Existing Coverage	books/part-07-agent/81-workflow.md	books/part-07-agent/80-reflection.md	re-read `books/part-07-agent/81-workflow.md` at `## State Machine 是基本模型` and adjacent `books/part-07-agent/80-reflection.md`; existing=Ch81 已拥有 typed state machine、validator-owned commit、durable replay、sandbox、artifact lineage 与 bounded repair。 Fresh owner+adjacent reread found that《Self-Supervised Theorem Discovery in a Formal Axiomatic System》的 `https://arxiv.org/html/2606.28747v1 — §Self-Supervised Theorem Discovery in a Formal Axiomatic System; Rules of the Hilbert System.` remains an instance or bounded probe of this existing proposition.; bounded delta=该 family 的 source-specific contribution is `exact-v1 的机制路径为 Self-Supervised Theorem Discovery in a Formal Axiomatic System; Rules of the Hilbert System.。在 `AGENT-WORKFLOW` 中，该路径改变或检验的具体对象由题名《Self-Supervised Theorem Discovery in a Formal Axiomatic System》和上述 method locator 共同限定。`; `7 Conclusions；该 exact-v1 只证明论文所述 workload、model/runtime 与 evaluator 范围内的结果，未证明跨模型族、硬件、数据分布、未测 failure mode 或生产 SLO 的普遍成立。` prevents it from adding a new owner/control/release contract.	PASS
SF-2026-ARXIV-2606-28751	Weekly Only — Context	books/part-03-multimodal-world-models/25-multimodal-world-models.md	books/part-03-multimodal-world-models/26-multimodal-embodied-vla.md	re-read `books/part-03-multimodal-world-models/25-multimodal-world-models.md` at `## State ownership` and adjacent `books/part-03-multimodal-world-models/26-multimodal-embodied-vla.md`; existing=Fresh review of `books/part-03-multimodal-world-models/25-multimodal-world-models.md` and `books/part-03-multimodal-world-models/26-multimodal-embodied-vla.md` found an owner, but exact-v1 does not cross the durable-change threshold.; bounded delta=path-space/irreversibility 主要是受控小模型上的理论结构；planning/uncertainty 结论尚未形成可部署 state contract。	PASS
SF-2026-ARXIV-2606-28754	Weekly Only — Context	books/part-06-ai-infrastructure/63-gpu-scheduler.md	books/part-06-ai-infrastructure/64-volcano.md	re-read `books/part-06-ai-infrastructure/63-gpu-scheduler.md` at `## GPU 不是同质标量` and adjacent `books/part-06-ai-infrastructure/64-volcano.md`; existing=Fresh review of `books/part-06-ai-infrastructure/63-gpu-scheduler.md` and `books/part-06-ai-infrastructure/64-volcano.md` found an owner, but exact-v1 does not cross the durable-change threshold.; bounded delta=NoIF/SHIFT 只在作者 wafer/chiplet simulator 中成立，数据中心迁移仍是 future work，不能改写 cluster GPU scheduler。	PASS
SF-2026-ARXIV-2606-28757	No Change — Existing Coverage	books/part-06-ai-infrastructure/66-evaluation-system.md	books/part-06-ai-infrastructure/67-monitoring.md	re-read `books/part-06-ai-infrastructure/66-evaluation-system.md` at `## Evaluation Run 的平台对象模型` and adjacent `books/part-06-ai-infrastructure/67-monitoring.md`; existing=Ch66 已版本化 EvalSpec、dataset/model/harness/environment/evaluator/metric/selector、校准与 release gate，但尚未要求 optimizer、evaluator 与 champion selector 调用同一可执行 aggregation contract。 Fresh owner+adjacent reread found that《A Physics-Grounded Benchmark for Multi-Agent Dynamics in World Models》的 `https://arxiv.org/html/2606.28757v1 — §Effect of Post-Training.; C Global Dynamic Reconstruction Methodology; G Post Training Details` remains an instance or bounded probe of this existing proposition.; bounded delta=该 family 的 source-specific contribution is `exact-v1 的机制路径为 Effect of Post-Training.; C Global Dynamic Reconstruction Methodology; G Post Training Details。在 `PLATFORM-EVALUATION-SYSTEM` 中，该路径改变或检验的具体对象由题名《A Physics-Grounded Benchmark for Multi-Agent Dynamics in World Models》和上述 method locator 共同限定。`; `5 Conclusions；该 exact-v1 只证明论文所述 workload、model/runtime 与 evaluator 范围内的结果，未证明跨模型族、硬件、数据分布、未测 failure mode 或生产 SLO 的普遍成立。` prevents it from adding a new owner/control/release contract.	PASS
SF-2026-ARXIV-2606-28758	Weekly Only — Context	books/part-03-multimodal-world-models/25-multimodal-world-models.md	books/part-03-multimodal-world-models/26-multimodal-embodied-vla.md	re-read `books/part-03-multimodal-world-models/25-multimodal-world-models.md` at `## State ownership` and adjacent `books/part-03-multimodal-world-models/26-multimodal-embodied-vla.md`; existing=Fresh review of `books/part-03-multimodal-world-models/25-multimodal-world-models.md` and `books/part-03-multimodal-world-models/26-multimodal-embodied-vla.md` found an owner, but exact-v1 does not cross the durable-change threshold.; bounded delta=96-token sketch 与 embedded world model 是驾驶模型局部架构，没有建立跨任务 world-state owner 或 physical promotion contract。	PASS
SF-2026-ARXIV-2606-28772	Integrate	books/part-04-training-system/27-data.md	books/part-04-training-system/28-pretraining.md	unique Review note line 500; owner block equals reviewed ready packet	PASS
SF-2026-ARXIV-2606-28781	No Change — Existing Coverage	books/part-07-agent/77-memory.md	books/part-07-agent/76-rag.md	re-read `books/part-07-agent/77-memory.md` at `### Memory Transaction Boundary 同时约束 Admission、Visibility 与 Recovery` and adjacent `books/part-07-agent/76-rag.md`; existing=Ch77 已拥有 typed write/read、provenance、conflict、transaction、visibility、rollback 与 graph dependency 生命周期。 Fresh owner+adjacent reread found that《HyphaeDB: A Living Knowledge Topology for Agent-First Memory》的 `https://arxiv.org/html/2606.28781v1 — §2.1 Agent Memory Systems; 3 Architecture; 4.1 Propagation Algorithm` remains an instance or bounded probe of this existing proposition.; bounded delta=该 family 的 source-specific contribution is `exact-v1 的机制路径为 2.1 Agent Memory Systems; 3 Architecture; 4.1 Propagation Algorithm。在 `AGENT-MEMORY` 中，该路径改变或检验的具体对象由题名《HyphaeDB: A Living Knowledge Topology for Agent-First Memory》和上述 method locator 共同限定。`; `9 Discussion; 9.2 Limitations and Future Work; 10 Conclusion；该 exact-v1 只证明论文所述 workload、model/runtime 与 evaluator 范围内的结果，未证明跨模型族、硬件、数据分布、未测 failure mode 或生产 SLO 的普遍成立。` prevents it from adding a new owner/control/release contract.	PASS
SF-2026-ARXIV-2606-28804	Weekly Only — Context	books/part-03-multimodal-world-models/25-multimodal-world-models.md	books/part-03-multimodal-world-models/26-multimodal-embodied-vla.md	re-read `books/part-03-multimodal-world-models/25-multimodal-world-models.md` at `## State ownership` and adjacent `books/part-03-multimodal-world-models/26-multimodal-embodied-vla.md`; existing=Fresh review of `books/part-03-multimodal-world-models/25-multimodal-world-models.md` and `books/part-03-multimodal-world-models/26-multimodal-embodied-vla.md` found an owner, but exact-v1 does not cross the durable-change threshold.; bounded delta=visual/parameter-space 协同视频生成是特定 embodied world-model 架构；OOD affordance 与 morphology failure 阻止其成为长期系统结论。	PASS
SF-2026-ARXIV-2606-28813	No Change — Existing Coverage	books/part-03-multimodal-world-models/26-multimodal-embodied-vla.md	books/part-03-multimodal-world-models/25-multimodal-world-models.md	re-read `books/part-03-multimodal-world-models/26-multimodal-embodied-vla.md` at `## Safety envelope` and adjacent `books/part-03-multimodal-world-models/25-multimodal-world-models.md`; existing=Ch26 已分离 observation、policy proposal、world-model/critic signal、safety filter、controller commit 与 real-world validation，但尚未给出离线 learned reachability value 到在线 closed-form modulation 的编译边界。 Fresh owner+adjacent reread found that《Human2Any: Human-to-Robot Transfer via Constraint-Aware Compositional Planning》的 `https://arxiv.org/html/2606.28813v1 — §Training data.; Appendix E Constraint-Aware Steering Algorithm; Appendix F Model and Training Details` remains an instance or bounded probe of this existing proposition.; bounded delta=该 family 的 source-specific contribution is `exact-v1 的机制路径为 Training data.; Appendix E Constraint-Aware Steering Algorithm; Appendix F Model and Training Details。在 `MULTIMODAL-EMBODIED-VLA` 中，该路径改变或检验的具体对象由题名《Human2Any: Human-to-Robot Transfer via Constraint-Aware Compositional Planning》和上述 method locator 共同限定。`; `6 Limitations; 7 Conclusion；该 exact-v1 只证明论文所述 workload、model/runtime 与 evaluator 范围内的结果，未证明跨模型族、硬件、数据分布、未测 failure mode 或生产 SLO 的普遍成立。` prevents it from adding a new owner/control/release contract.	PASS
SF-2026-ARXIV-2606-28831	No Change — Existing Coverage	books/part-05-inference-system/45-why-kv-cache-speeds-up.md	books/part-05-inference-system/44-decode.md	re-read `books/part-05-inference-system/45-why-kv-cache-speeds-up.md` at `### 先判断哪一种状态超出容量，再选择 TP 或 KV Compression` and adjacent `books/part-05-inference-system/44-decode.md`; existing=Ch45 已拥有 head/layer/page-aware eviction、quality-memory calibration、residual path、refresh、FullKV fallback 与 production SLO 边界。 Fresh owner+adjacent reread found that《HARD-KV: Head-Adaptive Regularization for Decoding-time KV Compression》的 `https://arxiv.org/html/2606.28831v1 — §System-Algorithm Co-Design in LLM Inference; 3 The Hard-KV Design; 3.1 The Framework Overview` remains an instance or bounded probe of this existing proposition.; bounded delta=该 family 的 source-specific contribution is `exact-v1 的机制路径为 System-Algorithm Co-Design in LLM Inference; 3 The Hard-KV Design; 3.1 The Framework Overview。在 `INFER-KV-CACHE` 中，该路径改变或检验的具体对象由题名《HARD-KV: Head-Adaptive Regularization for Decoding-time KV Compression》和上述 method locator 共同限定。`; `5 Conclusion and Future Work; Appendix B Further Discussions on KV Index Regularization; B.2 Discussion on trade-off in the Index Management for Layerwise Selection；该 exact-v1 只证明论文所述 workload、model/runtime 与 evaluator 范围内的结果，未证明跨模型族、硬件、数据分布、未测 failure mode 或生产 SLO 的普遍成立。` prevents it from adding a new owner/control/release contract.	PASS
SF-2026-ARXIV-2606-28839	No Change — Existing Coverage	books/part-06-ai-infrastructure/66-evaluation-system.md	books/part-06-ai-infrastructure/67-monitoring.md	re-read `books/part-06-ai-infrastructure/66-evaluation-system.md` at `## Evaluation Run 的平台对象模型` and adjacent `books/part-06-ai-infrastructure/67-monitoring.md`; existing=Ch66 已版本化 EvalSpec、dataset/model/harness/environment/evaluator/metric/selector、校准与 release gate，但尚未要求 optimizer、evaluator 与 champion selector 调用同一可执行 aggregation contract。 Fresh owner+adjacent reread found that《The Contagion Tensor: A Framework for Measuring Output-Distribution Coupling in Multi-Agent LLM Systems -- and Auditing the Claims It Enables》的 `https://arxiv.org/html/2606.28839v1 — §The Contagion Tensor: A Framework for Measuring Output-Distribution Coupling in Multi-Agent LLM Systems —and Auditing the Claims It Enables; Multi-agent LLM systems.; Network contagion and spectral methods.` remains an instance or bounded probe of this existing proposition.; bounded delta=该 family 的 source-specific contribution is `exact-v1 的机制路径为 The Contagion Tensor: A Framework for Measuring Output-Distribution Coupling in Multi-Agent LLM Systems —and Auditing the Claims It Enables; Multi-agent LLM systems.; Network contagion and spectral methods.。在 `PLATFORM-EVALUATION-SYSTEM` 中，该路径改变或检验的具体对象由题名《The Contagion Tensor: A Framework for Measuring Output-Distribution Coupling in Multi-Agent LLM Systems -- and Auditing the Claims It Enables》和上述 method locator 共同限定。`; `4.1.4 Experiment 3: Real-API with Functional BOUNDARY_SYNC; 6 Discussion; 7 Limitations and Future Work；该 exact-v1 只证明论文所述 workload、model/runtime 与 evaluator 范围内的结果，未证明跨模型族、硬件、数据分布、未测 failure mode 或生产 SLO 的普遍成立。` prevents it from adding a new owner/control/release contract.	PASS
SF-2026-ARXIV-2606-28841	No Change — Existing Coverage	books/part-07-agent/81-workflow.md	books/part-07-agent/80-reflection.md	re-read `books/part-07-agent/81-workflow.md` at `## State Machine 是基本模型` and adjacent `books/part-07-agent/80-reflection.md`; existing=Ch81 已拥有 typed state machine、validator-owned commit、durable replay、sandbox、artifact lineage 与 bounded repair。 Fresh owner+adjacent reread found that《LAMP: Lean-based Agentic framework with MCP and Proof Repair》的 `https://arxiv.org/html/2606.28841v1 — §LAMP: Lean-based Agentic framework with MCP and Proof Repair; 2.3 Agentic Frameworks for Theorem Proving; 3 The LAMP System` remains an instance or bounded probe of this existing proposition.; bounded delta=该 family 的 source-specific contribution is `exact-v1 的机制路径为 LAMP: Lean-based Agentic framework with MCP and Proof Repair; 2.3 Agentic Frameworks for Theorem Proving; 3 The LAMP System。在 `AGENT-WORKFLOW` 中，该路径改变或检验的具体对象由题名《LAMP: Lean-based Agentic framework with MCP and Proof Repair》和上述 method locator 共同限定。`; `5 Discussion and Limitations; Failure Analysis:; Limitations and Future Work:；该 exact-v1 只证明论文所述 workload、model/runtime 与 evaluator 范围内的结果，未证明跨模型族、硬件、数据分布、未测 failure mode 或生产 SLO 的普遍成立。` prevents it from adding a new owner/control/release contract.	PASS
SF-2026-ARXIV-2606-28843	No Change — Existing Coverage	books/part-04-training-system/29-sft.md	books/part-04-training-system/30-lora.md	re-read `books/part-04-training-system/29-sft.md` at `## Evaluation 应分开能力与行为` and adjacent `books/part-04-training-system/30-lora.md`; existing=Ch29 已把 demonstration distribution、language/model slice、安全回归、forgetting 与 serving interface 分开验收。 Fresh owner+adjacent reread found that《The Heterogeneous Safety Impacts of Benign Multilingual Fine-Tuning》的 `https://arxiv.org/html/2606.28843v1 — §5.3 Pre-training distributions and scale` remains an instance or bounded probe of this existing proposition.; bounded delta=该 family 的 source-specific contribution is `exact-v1 的机制路径为 5.3 Pre-training distributions and scale。在 `TRAIN-SFT` 中，该路径改变或检验的具体对象由题名《The Heterogeneous Safety Impacts of Benign Multilingual Fine-Tuning》和上述 method locator 共同限定。`; `7 Discussion; 7.2 Limitations; 8 Conclusion；该 exact-v1 只证明论文所述 workload、model/runtime 与 evaluator 范围内的结果，未证明跨模型族、硬件、数据分布、未测 failure mode 或生产 SLO 的普遍成立。` prevents it from adding a new owner/control/release contract.	PASS
SF-2026-ARXIV-2606-28862	No Change — Existing Coverage	books/part-06-ai-infrastructure/66-evaluation-system.md	books/part-06-ai-infrastructure/67-monitoring.md	re-read `books/part-06-ai-infrastructure/66-evaluation-system.md` at `## Evaluation Run 的平台对象模型` and adjacent `books/part-06-ai-infrastructure/67-monitoring.md`; existing=Ch66 已版本化 EvalSpec、dataset/model/harness/environment/evaluator/metric/selector、校准与 release gate，但尚未要求 optimizer、evaluator 与 champion selector 调用同一可执行 aggregation contract。 Fresh owner+adjacent reread found that《HKVLM: Faithful Query--Region Binding for Frozen-Detector Visual Grounding》的 `https://arxiv.org/html/2606.28862v1 — §4 Method: HKVLM; 4.5 Cold-start training; 5 Experimental Design and Evaluation Protocol` remains an instance or bounded probe of this existing proposition.; bounded delta=该 family 的 source-specific contribution is `exact-v1 的机制路径为 4 Method: HKVLM; 4.5 Cold-start training; 5 Experimental Design and Evaluation Protocol。在 `PLATFORM-EVALUATION-SYSTEM` 中，该路径改变或检验的具体对象由题名《HKVLM: Faithful Query--Region Binding for Frozen-Detector Visual Grounding》和上述 method locator 共同限定。`; `8 Discussion, Limitations, and Broader Impact; 9 Conclusion；该 exact-v1 只证明论文所述 workload、model/runtime 与 evaluator 范围内的结果，未证明跨模型族、硬件、数据分布、未测 failure mode 或生产 SLO 的普遍成立。` prevents it from adding a new owner/control/release contract.	PASS
SF-2026-ARXIV-2606-28863	No Change — Existing Coverage	books/part-06-ai-infrastructure/66-evaluation-system.md	books/part-06-ai-infrastructure/67-monitoring.md	re-read `books/part-06-ai-infrastructure/66-evaluation-system.md` at `## Evaluation Run 的平台对象模型` and adjacent `books/part-06-ai-infrastructure/67-monitoring.md`; existing=Ch66 已版本化 EvalSpec、dataset/model/harness/environment/evaluator/metric/selector、校准与 release gate，但尚未要求 optimizer、evaluator 与 champion selector 调用同一可执行 aggregation contract。 Fresh owner+adjacent reread found that《Defeat Devices in AI Systems》的 `https://arxiv.org/html/2606.28863v1 — §Defeat Devices in AI Systems; 4.1 Five method families; 5.1 Defeat devices can naturally emerge in AI systems` remains an instance or bounded probe of this existing proposition.; bounded delta=该 family 的 source-specific contribution is `exact-v1 的机制路径为 Defeat Devices in AI Systems; 4.1 Five method families; 5.1 Defeat devices can naturally emerge in AI systems。在 `PLATFORM-EVALUATION-SYSTEM` 中，该路径改变或检验的具体对象由题名《Defeat Devices in AI Systems》和上述 method locator 共同限定。`; `2.4 Boundary cases; 6.5 Limitations; 7 Conclusions；该 exact-v1 只证明论文所述 workload、model/runtime 与 evaluator 范围内的结果，未证明跨模型族、硬件、数据分布、未测 failure mode 或生产 SLO 的普遍成立。` prevents it from adding a new owner/control/release contract.	PASS
SF-2026-ARXIV-2606-28864	Weekly Only — Context	books/part-05-inference-system/42-what-happens-during-inference.md	books/part-05-inference-system/43-prefill.md	re-read `books/part-05-inference-system/42-what-happens-during-inference.md` at `## 请求状态机` and adjacent `books/part-05-inference-system/43-prefill.md`; existing=Fresh review of `books/part-05-inference-system/42-what-happens-during-inference.md` and `books/part-05-inference-system/43-prefill.md` found an owner, but exact-v1 does not cross the durable-change threshold.; bounded delta=九种 VLM test-time strategy 的胜负随模型、prompt、benchmark 与 extraction 改变，只保留经验上下文。	PASS
