arxiv_id	source_family_key	screening_route	title	decision	closure_class	stable_node_id	family_specific_reason
2606.28749	arxiv:2606.28749	core_daily_semantic_review_required	Four Types of LLM Reliance and Their Predictors Among Undergraduate Writers: A Mixed-Methods Study at a Minority-Serving R1 University	pre-denominator closure	survey_without_new_system_mechanism	—	Family-specific closure for ‘Four Types of LLM Reliance and Their Predictors Among Undergraduate Writers: A Mixed-Methods Study at a Minority-Serving R1 University’: its abstract scope is ‘Although most undergraduates now use large language models (LLMs), a form of generative artificial intelligence (GenAI) for academic writing, no validated method distinguishes the qualitatively different ways students rely on them. ’. 综合既有路线，但没有建立新的可验收机制或系统责任边界.
2606.28751	arxiv:2606.28751	core_daily_semantic_review_required	A Path-Space Formulation of Prediction in World Models: From a Single Action to Prediction, Planning, and Irreversibility	retained	candidate_denominator	MULTIMODAL-WORLD-MODELS	Retained under `MULTIMODAL-WORLD-MODELS` after full title+abstract review: ‘A Path-Space Formulation of Prediction in World Models: From a Single Action to Prediction, Planning, and Irreversibility’ states ‘We propose a path-space formulation of prediction in AI world models. ’. This may alter durable state/data/control ownership, an evaluation/release contract, or an existing Books proposition; the exact claim remains Evidence-Gate work.
2606.28753	arxiv:2606.28753	not_routed_by_keyword_contract	BLUE: A Stale-Pixel Optical-Flow Compositor for Entropy-Efficient Surveillance Video Encoding	pre-denominator closure	generic_non_ai_system	—	Family-specific closure for ‘BLUE: A Stale-Pixel Optical-Flow Compositor for Entropy-Efficient Surveillance Video Encoding’: its abstract scope is ‘Continuous-recording surveillance systems face a storage problem that codec tuning alone cannot fully solve: even at aggressive CRF settings, a static-camera scene spends most of its bits re-encoding a background that has not changed. ’. 研究对象是通用数学、统计、控制、硬件或非 AI 系统，未改变本书 AI-System 设计判断.
2606.28754	arxiv:2606.28754	not_routed_by_keyword_contract	SHIFT: Dynamic Compute Relocation Framework for Communication-Aware Chiplet-Based Systems	retained	candidate_denominator	PLATFORM-GPU-SCHEDULER	Retained under `PLATFORM-GPU-SCHEDULER` after full title+abstract review: ‘SHIFT: Dynamic Compute Relocation Framework for Communication-Aware Chiplet-Based Systems’ states ‘The increasing communication complexity of large-scale heterogeneous systems has motivated runtime methodologies for communication-aware workload placement and routing optimization. ’. This may alter durable state/data/control ownership, an evaluation/release contract, or an existing Books proposition; the exact claim remains Evidence-Gate work.
2606.28757	arxiv:2606.28757	keyword_daily_semantic_review_required	A Physics-Grounded Benchmark for Multi-Agent Dynamics in World Models	retained	candidate_denominator	PLATFORM-EVALUATION-SYSTEM	Retained under `PLATFORM-EVALUATION-SYSTEM` after full title+abstract review: ‘A Physics-Grounded Benchmark for Multi-Agent Dynamics in World Models’ states ‘Generative world models hold immense promise as scalable simulators for autonomous systems, particularly for synthesizing rare but safety-critical multi-agent interactions, such as vehicle collisions. ’. This may alter durable state/data/control ownership, an evaluation/release contract, or an existing Books proposition; the exact claim remains Evidence-Gate work.
2606.28758	arxiv:2606.28758	core_daily_semantic_review_required	X-Mind: Efficient Visual Chain-of-Thought via Predictive World Model for End-to-End Driving	retained	candidate_denominator	MULTIMODAL-WORLD-MODELS	Retained under `MULTIMODAL-WORLD-MODELS` after full title+abstract review: ‘X-Mind: Efficient Visual Chain-of-Thought via Predictive World Model for End-to-End Driving’ states ‘Predicting future states is essential for autonomous agents, yet current Vision-Language-Action (VLA) models fundamentally lack this capability, relying instead on reactive perception-action mapping. ’. This may alter durable state/data/control ownership, an evaluation/release contract, or an existing Books proposition; the exact claim remains Evidence-Gate work.
2606.28760	arxiv:2606.28760	keyword_daily_semantic_review_required	Vision-Language Models for Deployable Social Robot Navigation: Bridging Semantic Reasoning and Low-Level Control	pre-denominator closure	survey_without_new_system_mechanism	—	Family-specific closure for ‘Vision-Language Models for Deployable Social Robot Navigation: Bridging Semantic Reasoning and Low-Level Control’: its abstract scope is ‘Social robot navigation (SRN) requires more than geometric path planning; it demands understanding human intentions, social norms, and contextual cues to generate socially compliant behaviors. ’. 综合既有路线，但没有建立新的可验收机制或系统责任边界.
2606.28764	arxiv:2606.28764	core_daily_semantic_review_required	Hierarchical Decision Making with Structured Policies: A Principled Design via Inverse Optimization	pre-denominator closure	local_method_without_durable_owner_delta	—	Family-specific closure for ‘Hierarchical Decision Making with Structured Policies: A Principled Design via Inverse Optimization’: its abstract scope is ‘Hierarchical decision-making frameworks are pivotal for addressing complex control tasks, enabling agents to decompose intricate problems into manageable subgoals. ’. 摘要描述了局部方法或架构，但没有显示其重划长期状态、数据流、控制权或既有 Books proposition.
2606.28769	arxiv:2606.28769	core_daily_semantic_review_required	Generative Learning as a Tool to Improve Perception of Emotional Body Motion Expressions	pre-denominator closure	task_or_benchmark_local_improvement	—	Family-specific closure for ‘Generative Learning as a Tool to Improve Perception of Emotional Body Motion Expressions’: its abstract scope is ‘Emotional body motion expressions are an essential element of non-verbal communication. ’. 改进集中在单一任务、模型或数据集，未改变 evaluation authority、状态所有权或长期平台 contract.
2606.28770	arxiv:2606.28770	core_daily_semantic_review_required	Mechanistic Personality Analysis of LLMs Steering Personality via Latent Feature Interventions	pre-denominator closure	local_method_without_durable_owner_delta	—	Family-specific closure for ‘Mechanistic Personality Analysis of LLMs Steering Personality via Latent Feature Interventions’: its abstract scope is ‘Large Language Models (LLMs) have demonstrated the ability to simulate human-like OCEAN personality traits in generated text. ’. 摘要描述了局部方法或架构，但没有显示其重划长期状态、数据流、控制权或既有 Books proposition.
2606.28772	arxiv:2606.28772	core_daily_semantic_review_required	Majority Vote Silences Minority Values: Annotator Disagreement at the Hate/Offensive Boundary in HateXplain	retained	candidate_denominator	TRAIN-DATA	Retained under `TRAIN-DATA` after full title+abstract review: ‘Majority Vote Silences Minority Values: Annotator Disagreement at the Hate/Offensive Boundary in HateXplain’ states ‘Hate speech annotation pipelines routinely collapse annotator disagreement into majority vote labels before training. ’. This may alter durable state/data/control ownership, an evaluation/release contract, or an existing Books proposition; the exact claim remains Evidence-Gate work.
2606.28778	arxiv:2606.28778	core_daily_semantic_review_required	Brownian Bridge Diffusion-Based Joint Channel Estimation and Data Detection for Jamming-Resilient Receivers	pre-denominator closure	local_method_without_durable_owner_delta	—	Family-specific closure for ‘Brownian Bridge Diffusion-Based Joint Channel Estimation and Data Detection for Jamming-Resilient Receivers’: its abstract scope is ‘In next-generation wireless networks, the growing density of devices and limited spectrum resources pose severe jamming challenges to fragile legitimate communication links in the wireless electromagnetic environment. ’. 摘要描述了局部方法或架构，但没有显示其重划长期状态、数据流、控制权或既有 Books proposition.
2606.28780	arxiv:2606.28780	core_daily_semantic_review_required	Multimodal Graph RAG for Long-range Visually Rich Document Understanding	pre-denominator closure	generic_non_ai_system	—	Family-specific closure for ‘Multimodal Graph RAG for Long-range Visually Rich Document Understanding’: its abstract scope is ‘Multimodal large language models (MLLMs) are widely applied to visual document understanding. ’. 研究对象是通用数学、统计、控制、硬件或非 AI 系统，未改变本书 AI-System 设计判断.
2606.28781	arxiv:2606.28781	core_daily_semantic_review_required	HyphaeDB: A Living Knowledge Topology for Agent-First Memory	retained	candidate_denominator	AGENT-MEMORY	Retained under `AGENT-MEMORY` after full title+abstract review: ‘HyphaeDB: A Living Knowledge Topology for Agent-First Memory’ states ‘Every existing vector database and agent memory framework treats memory as passive storage that agents query explicitly. ’. This may alter durable state/data/control ownership, an evaluation/release contract, or an existing Books proposition; the exact claim remains Evidence-Gate work.
2606.28785	arxiv:2606.28785	not_routed_by_keyword_contract	Stochastic Optimal Control Sampling for Diffusion Inverse Problems	pre-denominator closure	generic_non_ai_system	—	Family-specific closure for ‘Stochastic Optimal Control Sampling for Diffusion Inverse Problems’: its abstract scope is ‘Benefiting from the strong ability to capture data distributions, diffusion models have become powerful tools for solving image inverse problems. ’. 研究对象是通用数学、统计、控制、硬件或非 AI 系统，未改变本书 AI-System 设计判断.
2606.28787	arxiv:2606.28787	core_daily_semantic_review_required	BREIT: A Framework for Brain Stroke Reconstruction using Multi-Frequency 3D EIT	pre-denominator closure	local_method_without_durable_owner_delta	—	Family-specific closure for ‘BREIT: A Framework for Brain Stroke Reconstruction using Multi-Frequency 3D EIT’: its abstract scope is ‘Multi-Frequency Electrical Impedance Tomography (MF-EIT) is a non-invasive, low-cost modality that reconstructs electrical property distributions from boundary voltages. ’. 摘要描述了局部方法或架构，但没有显示其重划长期状态、数据流、控制权或既有 Books proposition.
2606.28789	arxiv:2606.28789	core_daily_semantic_review_required	The registrar's function in a hybrid society. AI value chain,smart data and the concept of property	pre-denominator closure	context_without_durable_design_delta	—	Family-specific closure for ‘The registrar's function in a hybrid society. AI value chain,smart data and the concept of property’: its abstract scope is ‘Artificial intelligence reaches the land registry not as another tool but as a value chain that turns data into intelligence and intelligence into economic value. ’. 提供相关背景、分析或局部实验，但没有达到长期 AI-System 机制或系统 contract 的候选门槛.
