arxiv_id	source_family_id	title	status	reason	review	access	owner	disposition	audit
2605.16740	SF-2026-ARXIV-2605-16740	TRACE: Evidence Grounding-Guided Multi-Video Event Understanding and Claim Generation	pre_denominator_closure	TRACE: Evidence Grounding-Guided Multi-Video Event Understanding and Claim Generation 的方法/主张是：We introduce TRACE, an evidence grounding-guided framework that follows a ground-before-reasoning strategy for multi-video event reasoning. 其摘要结果或目标为：The method also attains state-of-the-art results on the official MAGMaR 2026 leaderboard. 排除边界：它是特定感知数据集/网络的局部方法，未给出跨 workload 的表示身份、runtime lifecycle 或 release contract；因此在 Candidate Denominator 前闭合，但保留 identity 供独立 false-negative audit 重开。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator	closure_reconfirmed
2605.16742	SF-2026-ARXIV-2605-16742	Diffeomorphic Cortical Alignment via Direct Warping of Streamline Endpoints	pre_denominator_closure	Diffeomorphic Cortical Alignment via Direct Warping of Streamline Endpoints 的方法/主张是：In this paper, we introduce a novel connectivity-based surface registration method that aligns cortical surfaces by operating directly on white-matter fiber-tract endpoints. 其摘要结果或目标为：Experiments on Human Connectome Project (HCP) data demonstrate improved tract-level correspondence, achieving higher connectivity-level overlap coefficients on major fiber bundles and stronger robustness across grid resolutions for $Ω$ compared to state-of-the-art methods such as ENCORE and MSMAll. 排除边界：该结论绑定医疗/脑科学/分子领域的数据定义与任务，不改变通用训练、推理或平台 owner；领域 deployment 仍需独立临床与治理合同；因此在 Candidate Denominator 前闭合，但保留 identity 供独立 false-negative audit 重开。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator	closure_reconfirmed
2605.16743	SF-2026-ARXIV-2605-16743	LACE: Latent Visual Representation for Cross-Embodiment Learning	pre_denominator_closure	LACE: Latent Visual Representation for Cross-Embodiment Learning 的方法/主张是：We propose LACE, a framework that aligns human and robot visual representations in the latent space of these backbones by leveraging correspondences between shared body parts across embodiments as sparse supervision. 其摘要结果或目标为：While self-supervised learning (SSL) backbones encode rich inter-class semantics of general objects, we show they fail to establish correspondence between human and robot hands. 排除边界：它属于 Agent 局部能力或应用方案；摘要尚未形成新的 authority、durable state、effect commit 或 failure-recovery contract；因此在 Candidate Denominator 前闭合，但保留 identity 供独立 false-negative audit 重开。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator	closure_reconfirmed
2605.16744	SF-2026-ARXIV-2605-16744	Approximate Distributed Coded Computing: Polynomial Codes and Randomized Sketching	pre_denominator_closure	Approximate Distributed Coded Computing: Polynomial Codes and Randomized Sketching 的方法/主张是：In the same vein, randomized numerical linear algebra employs probabilistic methods to \textit{compress} and accelerate linear algebraic operations, addressing challenges in high-dimensional data analysis. 其摘要结果或目标为：Along the way, we touch on various related topics and mathematical concepts. 排除边界：它是领域算法、理论分析或应用证据，未显示可迁移的系统 owner、控制边界或 release/evaluation contract 变化；因此在 Candidate Denominator 前闭合，但保留 identity 供独立 false-negative audit 重开。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator	closure_reconfirmed
2605.16745	SF-2026-ARXIV-2605-16745	EVA01: Unified Native 3D Understanding and Generation via Mixture-of-Transformers	retained	EVA01: Unified Native 3D Understanding and Generation via Mixture-of-Transformers 提出的具体变化是：We introduce EVA01, a unified framework that extends the modality boundary of MLLMs to natively incorporate 3D mesh understanding, generation, and context-aware editing. 摘要中的长期系统挑战为：native 3D tokens join understanding and generation rather than remaining a stateless reconstruction sidecar。它可能改变 `MULTIMODAL-REPRESENTATION` 的状态、控制或证据合同，因此保留并要求 exact-v1 challenge；摘要结果“Results show that EVA01 achieves state-of-the-art native text-to-3D generation fidelity and unlocks robust long-context multi-turn geometric editing with identity preservation, a capability fundamentally inaccessible to stateless reconstruction pipelines.”暂不作为最终证据。	deep_complete	accessible	MULTIMODAL-REPRESENTATION	Integrate	retain_reconfirmed
2605.16746	SF-2026-ARXIV-2605-16746	State Contamination in Memory-Augmented LLM Agents	retained	State Contamination in Memory-Augmented LLM Agents 提出的具体变化是：To measure this hidden influence, we introduce the sub-threshold propagation gap (SPG), which quantifies downstream behavioral differences conditioned on memory states that a deployed monitor would classify as safe. 摘要中的长期系统挑战为：persistent memory becomes a cross-turn attack surface whose writes and reuse require separate authority。它可能改变 `AGENT-MEMORY` 的状态、控制或证据合同，因此保留并要求 exact-v1 challenge；摘要结果“These results suggest that safety in memory-augmented agents should be treated as a state-control problem over evolving context, with sanitization applied before unsafe information is compressed into persistent memory.”暂不作为最终证据。	deep_complete	accessible	AGENT-MEMORY	No Change — Existing Coverage	retain_reconfirmed
2605.16747	SF-2026-ARXIV-2605-16747	Propagation of Chaos in Contextual Flow Maps	pre_denominator_closure	Propagation of Chaos in Contextual Flow Maps 的方法/主张是：We develop a quantitative statistical theory of transformers in the large-context regime by adopting the abstraction of contextual flow maps (CFMs): dynamical systems that evolve a distinguished token in the presence of a contextual measure across a stack of attention blocks. 其摘要结果或目标为：The analysis rests on a new Eulerian adjoint formulation of the loss gradient and stability estimates for the resulting forward--adjoint system, both of which may be of independent interest. 排除边界：它提供局部训练/适配技巧，但没有重定义 dataset/objective/checkpoint/runtime 之间的长期所有权合同；因此在 Candidate Denominator 前闭合，但保留 identity 供独立 false-negative audit 重开。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator	closure_reconfirmed
2605.16748	SF-2026-ARXIV-2605-16748	Genflow Ad Studio: A Compound AI Architecture for Brand-Aligned, Self-Correcting Video Generation	pre_denominator_closure	Genflow Ad Studio: A Compound AI Architecture for Brand-Aligned, Self-Correcting Video Generation 的方法/主张是：We introduce Genflow, a Compound AI System designed to enforce brand consistency in generative media production. 其摘要结果或目标为：By transitioning to a multi-stage, self-correcting pipeline, Genflow improved the yield of brand-compliant video generations from 42% to 89%, establishing a robust framework for scalable, enterprise-grade generative systems. 排除边界：它是生成质量或采样器的局部改进，未改变跨模态状态 owner、服务 commit 或通用生成范式的长期判断；因此在 Candidate Denominator 前闭合，但保留 identity 供独立 false-negative audit 重开。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator	closure_reconfirmed
2605.16750	SF-2026-ARXIV-2605-16750	UniER: A Unified Benchmark for Item-level and Path-level Exercise Recommendation	pre_denominator_closure	UniER: A Unified Benchmark for Item-level and Path-level Exercise Recommendation 的方法/主张是：To fill the gap, in this paper, we present a Unified Benchmark for Exercise Recommendation (UniER), a comprehensive evaluation framework that unifies ILER and PLER. 其摘要结果或目标为：Through multi-dimensional analyses covering effectiveness, generalizability, robustness, and efficiency, our results reveal the systematic dominance of PLER and expose the pedagogical failure of ILER's fragmented recommendations under extreme sparsity and noise. 排除边界：该工作主要改变教育任务、课程或学习者评测，不重新分配通用 AI System 的状态与控制权；因此在 Candidate Denominator 前闭合，但保留 identity 供独立 false-negative audit 重开。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator	closure_reconfirmed
2605.16755	SF-2026-ARXIV-2605-16755	Learning Unbiased Permutations via Flow Matching	pre_denominator_closure	Learning Unbiased Permutations via Flow Matching 的方法/主张是：We present PermFlow, a conditional flow matching framework that operates directly on the affine subspace of matrices with unit row and column sums. 其摘要结果或目标为：The result is a model that captures multimodal permutation distributions rather than collapsing them to a single mode. 排除边界：它是生成质量或采样器的局部改进，未改变跨模态状态 owner、服务 commit 或通用生成范式的长期判断；因此在 Candidate Denominator 前闭合，但保留 identity 供独立 false-negative audit 重开。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator	closure_reconfirmed
2605.16757	SF-2026-ARXIV-2605-16757	NeuroMAS: Multi-Agent Systems as Neural Networks with Joint Reinforcement Learning	pre_denominator_closure	`NeuroMAS: Multi-Agent Systems as Neural Networks with Joint Reinforcement Learning`：jointly trained multi-agent topology is a model architecture experiment; it does not define durable workflow state, message/effect commit or runtime recovery semantics；因此作为 named false-positive 在分母前闭合。	identity_date_closed	accessible_metadata	AGENT-MULTI-AGENT	Rejected — Below Candidate Denominator	false_positive_removed
2605.16758	SF-2026-ARXIV-2605-16758	Language Acquisition Device in Large Language Models	pre_denominator_closure	Language Acquisition Device in Large Language Models 的方法/主张是：Inspired by the Language Acquisition Device (LAD) hypothesis, which posits that innate constraints preemptively restrict the learner's hypothesis space to natural-language-like structure, we propose LAD-inspired PPT: pre-pretraining on MP-STRUCT, a formal language whose strings encode hierarchical composition, feature-based dependencies, and long-distance displacement via MERGE, AGREE, and MOVE. 其摘要结果或目标为：We show that functional landmarks, which reduce dependency resolution ambiguity, are a key driver, suggesting that effective PPT design depends not only on expressivity but also on the accessibility of dependency resolution. 排除边界：它提供局部训练/适配技巧，但没有重定义 dataset/objective/checkpoint/runtime 之间的长期所有权合同；因此在 Candidate Denominator 前闭合，但保留 identity 供独立 false-negative audit 重开。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator	closure_reconfirmed
2605.16764	SF-2026-ARXIV-2605-16764	Synthetic Aperture Radar Image Change Detection Based on Global Dynamic Context-Aware Network	pre_denominator_closure	Synthetic Aperture Radar Image Change Detection Based on Global Dynamic Context-Aware Network 的方法/主张是：To address these limitations, we propose a novel Global Dynamic Context-Aware Network (GDNet) specifically tailored for SAR image change detection. 其摘要结果或目标为：Unlike conventional single-stage Mixup, our two-stage design generates more diverse and informative training samples, effectively regularizing the model and yielding more stable and reliable classification results even under limited data scenarios. 排除边界：它是特定感知数据集/网络的局部方法，未给出跨 workload 的表示身份、runtime lifecycle 或 release contract；因此在 Candidate Denominator 前闭合，但保留 identity 供独立 false-negative audit 重开。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator	closure_reconfirmed
2605.16767	SF-2026-ARXIV-2605-16767	Retrieval-Based Multi-Label Legal Annotation: Extensible, Data-Efficient and Hallucination-Free	pre_denominator_closure	Retrieval-Based Multi-Label Legal Annotation: Extensible, Data-Efficient and Hallucination-Free 的方法/主张是：We cast legal annotation as retrieval: we embed documents and label descriptions with a frozen retrieval model and predict labels via k-nearest neighbors in the embedding space, enabling updates by re-embedding and re-indexing rather than gradient-based backpropagation. 其摘要结果或目标为：These results suggest retrieval-model-based annotators are a practical, deployable alternative for high-cardinality and rapidly changing legal label spaces. 排除边界：它增加任务/数据切片，但摘要未显示新的可复算 evaluation object、版本身份或部署 gate，故不进入长期系统分母；因此在 Candidate Denominator 前闭合，但保留 identity 供独立 false-negative audit 重开。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator	closure_reconfirmed
2605.16768	SF-2026-ARXIV-2605-16768	Axial-Relation Guided Fusion State Space Model for Optical-Elevation Sensing Image Segmentation	pre_denominator_closure	Axial-Relation Guided Fusion State Space Model for Optical-Elevation Sensing Image Segmentation 的方法/主张是：To this end, we propose Axial-Relation Guided Fusion Mamba (ARG-Mamba), a state space model-based framework for optical-elevation remote sensing image segmentation. 其摘要结果或目标为：Extensive experiments conducted on the ISPRS Vaihingen and Potsdam datasets demonstrate that our ARG-Mamba consistently outperforms state-of-the-art methods while maintaining favorable computational efficiency. 排除边界：它是特定感知数据集/网络的局部方法，未给出跨 workload 的表示身份、runtime lifecycle 或 release contract；因此在 Candidate Denominator 前闭合，但保留 identity 供独立 false-negative audit 重开。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator	closure_reconfirmed
2605.16769	SF-2026-ARXIV-2605-16769	GLT-PEFT: Gated Lie-Tucker Parameter-Efficient Fine-Tuning for Alzheimer's Disease Diagnosis with Hippocampal Segmentation Pretraining	pre_denominator_closure	GLT-PEFT: Gated Lie-Tucker Parameter-Efficient Fine-Tuning for Alzheimer's Disease Diagnosis with Hippocampal Segmentation Pretraining 的方法/主张是：Moreover, they typically rely on additive updates and lack mechanisms to preserve the geometric structure of pretrained parameters, while multiplicative (geometry-aware) updates are difficult to integrate within a unified framework. 其摘要结果或目标为：Extensive experiments demonstrate that GLT-PEFT achieves effective cross-task transfer while significantly reducing trainable parameters, highlighting its effectiveness for efficient and robust adaptation in medical imaging models. 排除边界：该结论绑定医疗/脑科学/分子领域的数据定义与任务，不改变通用训练、推理或平台 owner；领域 deployment 仍需独立临床与治理合同；因此在 Candidate Denominator 前闭合，但保留 identity 供独立 false-negative audit 重开。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator	closure_reconfirmed
2605.16770	SF-2026-ARXIV-2605-16770	Exploring Lightweight Large Language Models for Court View Generation	pre_denominator_closure	Exploring Lightweight Large Language Models for Court View Generation 的方法/主张是：Additionally, we also develop CVGEvalKit, an evaluation framework including three public available datasets for CVG tasks, as well as predicting their charges. 其摘要结果或目标为：Experimental results provide new insights into the trade-offs between model architecture, model size, and the influence between different tasks, highlighting the potential of lightweight LLMs in judicial AI applications. 排除边界：它增加任务/数据切片，但摘要未显示新的可复算 evaluation object、版本身份或部署 gate，故不进入长期系统分母；因此在 Candidate Denominator 前闭合，但保留 identity 供独立 false-negative audit 重开。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator	closure_reconfirmed
2605.16774	SF-2026-ARXIV-2605-16774	CANSURF: An ASV-View Can Dataset and Benchmark for Detection and Tracking of Surface-Level Debris	pre_denominator_closure	CANSURF: An ASV-View Can Dataset and Benchmark for Detection and Tracking of Surface-Level Debris 的方法/主张是：This paper presents, an ASV vision system and a new surface-can dataset. 其摘要结果或目标为：No prior open dataset targets aluminum cans on water from a surface-level viewpoint; this dataset fills this gap and supports reproducible evaluation. 排除边界：它是特定感知数据集/网络的局部方法，未给出跨 workload 的表示身份、runtime lifecycle 或 release contract；因此在 Candidate Denominator 前闭合，但保留 identity 供独立 false-negative audit 重开。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator	closure_reconfirmed
2605.16775	SF-2026-ARXIV-2605-16775	VolTA-3D: Self-Supervised Learning for Brain MRI using 3D Volumetric Token Alignment	pre_denominator_closure	VolTA-3D: Self-Supervised Learning for Brain MRI using 3D Volumetric Token Alignment 的方法/主张是：We present Volta-3D, a self-supervised 3D Vision Transformer framework designed to learn transferable volumetric representations. 其摘要结果或目标为：Across all tasks, representations learned by Volta-3D outperform randomly initialized baselines, demonstrating improved transferability and robustness under domain shift. 排除边界：该结论绑定医疗/脑科学/分子领域的数据定义与任务，不改变通用训练、推理或平台 owner；领域 deployment 仍需独立临床与治理合同；因此在 Candidate Denominator 前闭合，但保留 identity 供独立 false-negative audit 重开。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator	closure_reconfirmed
2605.16776	SF-2026-ARXIV-2605-16776	Distinguishable Deletion: Unifying Knowledge Erasure and Refusal for Large Language Model Unlearning	retained	Distinguishable Deletion: Unifying Knowledge Erasure and Refusal for Large Language Model Unlearning 提出的具体变化是：To address these issues, we propose Distinguishable Deletion ($\mathrm{D^2}$), a paradigm that restricts the response distribution in the latent representation rather than specific tokens to erase undesirable knowledge, while distinguishing it from retained knowledge, enabling a refusal mechanism to handle unlearned inputs safely and coherently. 摘要中的长期系统挑战为：unlearning must distinguish parameter erasure from inference-time refusal and verify both contracts。它可能改变 `PLATFORM-SECURITY` 的状态、控制或证据合同，因此保留并要求 exact-v1 challenge；摘要结果“Extensive experiments demonstrate that EUA significantly outperforms previous methods, indicating the superiority of $\mathrm{D^2}$.”暂不作为最终证据。	deep_complete	accessible	PLATFORM-SECURITY	Integrate	retain_reconfirmed
2605.16779	SF-2026-ARXIV-2605-16779	A Holistic Method for Superquadric Fitting Using Unsupervised Clustering Analysis	pre_denominator_closure	A Holistic Method for Superquadric Fitting Using Unsupervised Clustering Analysis 的方法/主张是：Central to our approach is a stable optimization function inspired by unsupervised clustering analysis, where we formulate the point cloud data and samples from the potential parametric surface as clustering members and centroids, respectively. 其摘要结果或目标为：The implementation is publicly available at https://github.com/zikai1/SuperquadricFitting. 排除边界：它是领域算法、理论分析或应用证据，未显示可迁移的系统 owner、控制边界或 release/evaluation contract 变化；因此在 Candidate Denominator 前闭合，但保留 identity 供独立 false-negative audit 重开。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator	closure_reconfirmed
2605.16784	SF-2026-ARXIV-2605-16784	Dynamic Deployment of Mobile Charging Trucks During Natural Disaster Evacuation: An Offline-to-Online Framework	pre_denominator_closure	Dynamic Deployment of Mobile Charging Trucks During Natural Disaster Evacuation: An Offline-to-Online Framework 的方法/主张是：To address this challenge, this study proposes dynamically deploying mobile charging trucks (MCTs) to complement FCSs, and develops an Adaptive Risk-aware MCT Deployment (ARMD) framework for real-time operation. 其摘要结果或目标为：These results demonstrate the effectiveness and robustness of ARMD in enhancing mobile charging operations for realistic scenarios of uncertain evacuation conditions. 排除边界：它属于 Agent 局部能力或应用方案；摘要尚未形成新的 authority、durable state、effect commit 或 failure-recovery contract；因此在 Candidate Denominator 前闭合，但保留 identity 供独立 false-negative audit 重开。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator	closure_reconfirmed
2605.16785	SF-2026-ARXIV-2605-16785	Encoding Robust Topological Signatures for Hyperdimensional Computing	pre_denominator_closure	Encoding Robust Topological Signatures for Hyperdimensional Computing 的方法/主张是：Our method constructs RTS-stable descriptors for (i) the outer shape using a spatial-pyramid variant of Zernike moments and (ii) each hole using an intrinsic Fourier descriptor of its radial signature together with RTS-canonical relative geometry. 其摘要结果或目标为：The code is provided at https://github.com/arpan-kusari/Topological-HDC. 排除边界：它提供局部训练/适配技巧，但没有重定义 dataset/objective/checkpoint/runtime 之间的长期所有权合同；因此在 Candidate Denominator 前闭合，但保留 identity 供独立 false-negative audit 重开。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator	closure_reconfirmed
2605.16786	SF-2026-ARXIV-2605-16786	Lever: Speculative LLM Inference on Smartphones	retained	Lever: Speculative LLM Inference on Smartphones 提出的具体变化是：We present Lever, an end-to-end system for efficient flash-backed LLM inference on smartphones. 摘要中的长期系统挑战为：flash-backed mobile inference changes the draft/verify cost model and state-placement boundary。它可能改变 `INFER-SPECULATIVE-DECODING` 的状态、控制或证据合同，因此保留并要求 exact-v1 challenge；摘要结果“We observe that speculative decoding is a natural fit for this setting: a small draft model can remain in DRAM, while a larger flash-resident target model verifies multiple candidate tokens per invocation.”暂不作为最终证据。	deep_complete	accessible	INFER-SPECULATIVE-DECODING	Integrate	retain_reconfirmed
2605.16787	SF-2026-ARXIV-2605-16787	The Unlearnability Phenomenon in RLVR for Language Models	retained	The Unlearnability Phenomenon in RLVR for Language Models 提出的具体变化是：Reinforcement Learning with Verifiable Reward (RLVR) has proven effective in improving Large Language Model's (LLM) reasoning ability. 摘要中的长期系统挑战为：RLVR admission must recognize examples with no useful policy-gradient direction rather than treating all verified rewards alike。它可能改变 `TRAIN-GRPO` 的状态、控制或证据合同，因此保留并要求 exact-v1 challenge；摘要结果“With cross-example gradient analysis, we show that unlearnable examples have fundamental representation issue, characterized by low gradient similarity with the rest of the examples and ungeneralizable reasoning patterns.”暂不作为最终证据。	deep_complete	accessible	TRAIN-GRPO	Integrate	retain_reconfirmed
2605.16789	SF-2026-ARXIV-2605-16789	Accelerating Rectified Flow Models via Trajectory-Aware Caching	pre_denominator_closure	Accelerating Rectified Flow Models via Trajectory-Aware Caching 的方法/主张是：We propose TACache (Trajectory-Aware Cache), a training-free acceleration framework following a skip-then-compensate paradigm. 其摘要结果或目标为：Code will be released soon. 排除边界：它是生成质量或采样器的局部改进，未改变跨模态状态 owner、服务 commit 或通用生成范式的长期判断；因此在 Candidate Denominator 前闭合，但保留 identity 供独立 false-negative audit 重开。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator	closure_reconfirmed
2605.16790	SF-2026-ARXIV-2605-16790	TIER: Trajectory-Invariant Execution Rewards for Multi-Step Tool Composition	retained	TIER: Trajectory-Invariant Execution Rewards for Multi-Step Tool Composition 提出的具体变化是：We propose TIER: Trajectory-Invariant Execution Rewards, a reward framework that derives supervision directly from function schemas and runtime execution, rather than from reference trajectories. 摘要中的长期系统挑战为：tool-composition reward moves from reference trajectories to invariant execution-state evidence。它可能改变 `AGENT-TOOL-CALLING` 的状态、控制或证据合同，因此保留并要求 exact-v1 challenge；摘要结果“Ablation studies confirm that all reward components are necessary, highlighting the importance of multi-level supervision for compositional reasoning.”暂不作为最终证据。	deep_complete	accessible	AGENT-TOOL-CALLING	Integrate	retain_reconfirmed
